Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,杜伦大学Durham University,88.1,30.0,397.0,87.8,100.0,免费评估
2,伯明翰大学University of Birmingham,84.6,36.7,405.0,77.9,97.9,免费评估
3,埃克塞特大学University of Exeter,93.0,18.3,413.0,78.4,97.4,免费评估
4,巴斯大学University of Bath,91.9,21.7,421.0,74.6,97.2,免费评估
5,拉夫堡大学Loughborough University,80.7,36.7,425.0,72.3,95.4,免费评估
6,格拉斯哥大学University of Glasgow,91.2,31.7,455.0,40.8,92.4,免费评估
7,爱丁堡大学The University of Edinburgh,77.3,25.0,400.0,78.0,90.4,免费评估
8,斯特林大学University of Stirling,79.8,23.3,431.0,0.0,90.3,免费评估
9,朴茨茅斯大学University of Portsmouth,89.5,28.3,335.0,59.8,89.3,免费评估
10,肯特大学University of Kent,81.2,25.0,333.0,71.0,86.9,免费评估
11,利物浦约翰摩尔斯大学Liverpool John Moores University,85.3,33.3,339.0,52.7,86.8,免费评估
12,罗伯特高登大学The Robert Gordon University,88.3,,364.0,76.5,86.5,免费评估
13,切斯特大学University of Chester,90.1,11.7,298.0,72.9,86.3,免费评估
13,利兹都会大学Leeds Metropolitan University,85.0,23.3,331.0,63.6,86.3,免费评估
15,班戈大学Bangor University,90.0,18.3,283.0,68.2,86.2,免费评估
16,利兹大学University of Leeds,80.4,16.7,393.0,66.4,86.0,免费评估
17,布鲁内尔大学Brunel University,82.9,21.7,356.0,55.9,84.0,免费评估
18,卡迪夫都市大学Cardiff Metropolitan University,85.1,11.7,363.0,61.1,83.9,免费评估
19,斯旺西大学Swansea University,81.8,0.0,354.0,75.0,82.1,免费评估
19,赫特福德大学University of Hertfordshire,83.8,15.0,321.0,61.6,82.1,免费评估
21,林肯大学University of Lincoln,84.5,,327.0,72.6,81.4,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,89.3,0.0,341.0,59.8,81.2,免费评估
23,伯恩茅斯大学Bournemouth University,88.4,,338.0,61.5,81.0,免费评估
24,考文垂大学Coventry University,83.1,5.0,289.0,75.2,80.9,免费评估
25,埃塞克斯大学University of Essex,79.5,16.7,327.0,61.8,80.8,免费评估
26,谢菲尔德哈莱姆大学Sheffield Hallam University,79.7,18.3,340.0,55.8,80.5,免费评估
27,赫尔大学The University of Hull,89.3,3.3,332.0,54.0,80.1,免费评估
28,索尔福德大学University of Salford,83.5,15.0,307.0,56.7,80.0,免费评估
29,南安普顿索伦特大学Southampton Solent University,91.5,,306.0,56.3,79.6,免费评估
30,布莱顿大学University of Brighton,80.7,18.3,291.0,59.5,79.4,免费评估
31,纽曼大学Newman University,83.3,0.0,312.0,68.4,78.9,免费评估
31,奇切斯特大学University of Chichester,80.7,10.0,303.0,64.7,78.9,免费评估
33,阿伯丁大学University of Aberdeen,85.7,13.3,,51.0,78.8,免费评估
34,牛津布鲁克斯大学Oxford Brookes University,87.6,,338.0,53.9,78.5,免费评估
35,东英吉利大学University of East Anglia,74.9,,388.0,66.7,78.1,免费评估
36,哈德斯菲尔德大学University of Huddersfield,78.2,,274.0,80.0,77.4,免费评估
37,约克圣约翰大学York St John University,86.5,0.0,300.0,57.0,76.8,免费评估
38,"St Mary's University College, Twickenham",80.8,3.3,293.0,65.1,76.6,免费评估
39,格林多大学Glyndwr University,88.5,,266.0,57.9,76.3,免费评估
40,赫瑞瓦特大学Heriot Watt University,74.6,15.0,,63.1,76.1,免费评估
41,德比大学University of Derby,87.4,,272.0,57.9,76.0,免费评估
42,北安普顿大学The University of Northampton,85.6,,296.0,54.6,75.5,免费评估
43,伍斯特大学University of Worcester,80.7,,279.0,63.3,74.3,免费评估
44,蒂赛德大学Teesside University,84.1,,315.0,48.5,74.0,免费评估
45,阿伯泰邓迪大学University of Abertay Dundee,76.7,,278.0,68.4,73.6,免费评估
45,曼彻斯特城市大学Manchester Metropolitan University,79.6,12.7,300.0,44.7,73.6,免费评估
47,桑德兰大学University of Sunderland,84.5,13.3,254.0,43.1,73.4,免费评估
48,格罗斯特大学University of Gloucestershire,74.0,3.3,308.0,62.2,73.1,免费评估
49,西英格兰大学University of the West of England,75.5,,298.0,64.4,72.9,免费评估
49,阿尔斯特大学University of Ulster,77.5,13.3,286.0,48.4,72.9,免费评估
51,米德塞斯大学Middlesex University,82.9,,215.0,65.4,72.7,免费评估
51,金斯顿大学Kingston University,86.6,,282.0,45.5,72.7,免费评估
