Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
31,Coventry University,86.2,20.0,308.0,74.0,72.7,免费评估
32,哈德斯菲尔德大学University of Huddersfield,86.7,15.0,327.0,73.5,72.1,免费评估
33,斯塔福德郡大学Staffordshire University,81.3,20.0,285.0,85.7,72.0,免费评估
34,阿斯顿大学Aston University,75.1,18.3,338.0,90.2,71.4,免费评估
35,谢菲尔德哈莱姆大学Sheffield Hallam University,83.0,15.0,298.0,79.2,70.5,免费评估
36,德比大学University of Derby,86.0,,322.0,87.7,70.4,免费评估
37,西英格兰大学University of the West of England,70.1,25.0,335.0,87.7,70.2,免费评估
37,赫尔大学The University of Hull,86.1,13.3,,66.7,70.2,免费评估
37,斯旺西大学Swansea University,78.2,16.7,327.0,81.8,70.2,免费评估
40,罗伯特高登大学The Robert Gordon University,72.3,10.0,401.0,90.2,70.0,免费评估
41,利物浦约翰摩尔斯大学Liverpool John Moores University,74.3,33.3,332.0,65.7,69.9,免费评估
42,南威尔士大学The University of South Wales,83.5,18.7,333.0,63.6,69.8,免费评估
43,索尔福德大学University of Salford,78.3,31.7,321.0,58.2,69.4,免费评估
44,朴茨茅斯大学University of Portsmouth,76.9,11.7,299.0,90.3,69.0,免费评估
45,赫特福德大学University of Hertfordshire,81.4,26.7,319.0,55.3,68.8,免费评估
46,埃塞克斯大学University of Essex,69.3,26.7,,81.5,68.6,免费评估
47,中央兰开夏大学University of Central Lancashire,81.2,10.0,338.0,68.9,67.6,免费评估
48,诺桑比亚大学Northumbria University,75.4,20.0,360.0,62.5,67.0,免费评估
49,阿尔斯特大学University of Ulster,80.6,,280.0,88.9,66.5,免费评估
49,伦敦大学玛丽女王学院Queen Mary University of London,66.3,26.7,374.0,69.0,66.5,免费评估
51,布莱顿大学University of Brighton,84.0,26.7,,33.3,64.7,免费评估
52,波尔顿大学University of Bolton,85.3,,293.0,59.2,63.1,免费评估
53,普利茅斯大学University of Plymouth,78.9,10.0,281.0,61.2,62.8,免费评估
54,伦敦南岸大学London South Bank University,82.4,23.3,231.0,43.2,62.7,免费评估
55,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,70.5,6.7,349.0,67.4,61.7,免费评估
56,Manchester Metropolitan University,69.9,11.7,322.0,66.7,61.6,免费评估
57,布拉德福德大学University of Bradford,77.4,3.3,276.0,67.5,61.4,免费评估
58,德蒙福特大学De Montfort University,71.8,15.0,296.0,60.0,61.2,免费评估
59,南安普顿索伦特大学Southampton Solent University,82.5,,233.0,63.6,60.6,免费评估
60,蒂赛德大学Teesside University,79.3,,323.0,52.6,60.0,免费评估
61,贝德福德大学University of Bedfordshire,84.3,10.0,200.0,47.1,59.6,免费评估
62,金斯顿大学Kingston University,73.2,15.0,241.0,57.7,59.4,免费评估
63,伯明翰城市大学Birmingham City University,72.5,,312.0,60.1,57.9,免费评估
64,格林威治大学The University of Greenwich,77.4,,286.0,52.5,57.7,免费评估
65,威斯敏斯特大学University of Westminster,67.6,5.0,299.0,56.7,55.8,免费评估
66,剑桥安鲁大学Anglia Ruskin University,71.8,,200.0,54.8,52.5,免费评估
