Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,396.0,4.2,3.04,90.0,100.0,免费评估
2,罗伯特高登大学The Robert Gordon University,,3.96,2.65,94.0,95.1,免费评估
3,伦敦南岸大学London South Bank University,,4.36,2.42,,93.6,免费评估
4,布鲁内尔大学Brunel University,340.0,3.65,2.74,80.0,93.2,免费评估
5,布莱顿大学University of Brighton,,3.94,2.9,,92.4,免费评估
6,诺桑比亚大学Northumbria University,340.0,3.99,2.45,70.0,92.2,免费评估
7,朴茨茅斯大学University of Portsmouth,311.0,3.89,2.93,76.0,91.2,免费评估
8,曼彻斯特城市大学Manchester Metropolitan University,342.0,3.93,2.6,72.0,90.9,免费评估
9,谢菲尔德哈莱姆大学Sheffield Hallam University,296.0,3.79,2.72,76.0,89.7,免费评估
10,德比大学University of Derby,287.0,4.12,,84.0,88.4,免费评估
11,诺丁汉特伦特大学Nottingham Trent University,347.0,4.15,,62.0,87.8,免费评估
12,格罗斯特大学University of Gloucestershire,317.0,4.15,,68.0,87.3,免费评估
13,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,,4.01,2.64,54.0,87.1,免费评估
14,德蒙福特大学De Montfort University,266.0,4.17,,80.0,86.9,免费评估
15,利兹贝克特大学Leeds Beckett University,275.0,4.41,1.52,68.0,85.9,免费评估
16,格林威治大学The University of Greenwich,346.0,3.58,,58.0,85.7,免费评估
17,剑桥安鲁大学Anglia Ruskin University,269.0,4.28,,68.0,85.3,免费评估
18,东伦敦大学University of East London,274.0,4.13,,58.0,83.5,免费评估
