Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,561.0,3.5,3.2,80.0,100.0,免费评估
2,伦敦大学学院University College London,493.0,4.03,3.0,80.0,98.9,免费评估
3,纽卡斯尔大学Newcastle University,431.0,4.18,3.04,85.0,98.2,免费评估
4,牛津大学University of Oxford,522.0,4.23,2.88,65.0,97.2,免费评估
5,萨里大学University of Surrey,,4.57,3.01,,96.2,免费评估
6,阿伯丁大学University of Aberdeen,414.0,4.4,3.24,65.0,95.5,免费评估
7,爱丁堡大学The University of Edinburgh,478.0,4.0,3.29,60.0,95.5,免费评估
8,兰卡斯特大学Lancaster University,397.0,4.32,3.14,70.0,95.4,免费评估
9,华威大学The University of Warwick,432.0,4.03,3.09,,95.0,免费评估
10,南安普顿大学University of Southampton,,4.18,3.23,,94.7,免费评估
11,贝德福德大学University of Bedfordshire,,4.15,3.23,,94.7,免费评估
12,谢菲尔德大学The University of Sheffield,376.0,4.09,3.2,70.0,93.9,免费评估
13,利兹大学University of Leeds,395.0,4.14,2.91,70.0,93.4,免费评估
14,曼彻斯特大学The University of Manchester,383.0,3.97,3.16,65.0,93.0,免费评估
15,约克大学The University of York,393.0,4.35,3.16,60.0,92.7,免费评估
16,雷丁大学University of Reading,397.0,4.19,3.04,,92.6,免费评估
17,肯特大学University of Kent,324.0,3.83,3.24,75.0,92.6,免费评估
18,朴茨茅斯大学University of Portsmouth,,4.15,2.89,,92.5,免费评估
19,班戈大学Bangor University,369.0,4.61,3.13,55.0,92.1,免费评估
20,伦敦大学玛丽女王学院Queen Mary University of London,339.0,3.85,3.58,65.0,92.1,免费评估
21,格拉斯哥大学University of Glasgow,,3.88,3.18,60.0,91.9,免费评估
22,东英吉利大学University of East Anglia,,3.96,3.08,,91.7,免费评估
23,斯旺西大学Swansea University,,4.17,2.77,,91.0,免费评估
24,剑桥安鲁大学Anglia Ruskin University,,4.28,2.43,,89.9,免费评估
25,哈德斯菲尔德大学University of Huddersfield,311.0,4.14,2.89,,89.2,免费评估
26,伦敦大学亚非学院SOAS University of London,337.0,3.72,2.84,65.0,89.0,免费评估
27,中央兰开夏大学University of Central Lancashire,374.0,3.97,2.78,55.0,88.0,免费评估
28,威斯敏斯特大学University of Westminster,276.0,4.18,3.11,55.0,87.5,免费评估
29,格林威治大学The University of Greenwich,,3.95,2.14,65.0,87.4,免费评估
30,曼彻斯特城市大学Manchester Metropolitan University,290.0,4.35,3.07,50.0,87.3,免费评估
31,诺丁汉特伦特大学Nottingham Trent University,312.0,4.15,2.81,,86.9,免费评估
32,坎特伯雷大学Canterbury Christ Church University,,4.15,2.41,,86.8,免费评估
33,埃塞克斯大学University of Essex,334.0,3.81,3.2,45.0,86.5,免费评估
34,西英格兰大学University of the West of England,327.0,4.5,2.43,50.0,86.3,免费评估
35,约克圣约翰大学York St John University,295.0,4.22,2.14,60.0,85.6,免费评估
36,布莱顿大学University of Brighton,273.0,3.81,2.9,55.0,84.9,免费评估
37,阿尔斯特大学University of Ulster,307.0,4.2,2.42,40.0,84.3,免费评估
38,赫特福德大学University of Hertfordshire,280.0,3.96,,45.0,80.6,免费评估
