Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,3.8/9,578,82.00%,100.0,免费评估
2,伯明翰大学University of Birmingham,92%,3.3/9,452,79.00%,97.1,免费评估
3,圣安德鲁斯大学University of St Andrews,83%,3.8/9,500,81.00%,96.6,免费评估
4,杜伦大学Durham University,83%,3.4/9,542,82.00%,96.1,免费评估
4,格拉斯哥大学University of Glasgow,88%,3.4/9,402,86.00%,96.1,免费评估
6,牛津大学University of Oxford,80%,3.2/9,573,84.00%,95.4,免费评估
7,谢菲尔德大学The University of Sheffield,89%,3.4/9,392,79.00%,94.2,免费评估
8,曼彻斯特大学The University of Manchester,88%,3.2/9,483,75.00%,94.0,免费评估
9,帝国理工学院Imperial College London,76%,3.4/9,531,86.00%,93.6,免费评估
10,兰卡斯特大学Lancaster University,81%,3.9/9,394,82.00%,93.4,免费评估
11,诺丁汉大学University of Nottingham,81%,3.8/9,436,77.00%,92.6,免费评估
12,南安普顿大学University of Southampton,85%,3.0/9,414,81.00%,92.0,免费评估
13,华威大学The University of Warwick,83%,2.9/9,494,78.00%,91.6,免费评估
14,埃克塞特大学University of Exeter,88%,3.1/9,404,74.00%,91.5,免费评估
15,萨塞克斯大学University of Sussex,85%,3.1/9,384,77.00%,90.4,免费评估
16,肯特大学University of Kent,95%,2.8/9,280,72.00%,90.2,免费评估
17,萨里大学University of Surrey,83%,2.6/9,360,88.00%,90.1,免费评估
18,爱丁堡大学The University of Edinburgh,78%,3.5/9,454,76.00%,89.6,免费评估
19,The Queen's,85%,2.5/9,405,81.00%,89.4,免费评估
20,巴斯大学University of Bath,78%,3.6/9,419,76.00%,89.3,免费评估
20,约克大学The University of York,87%,2.9/9,387,71.00%,89.3,免费评估
22,布里斯托大学University of Bristol,78%,3.2/9,482,75.00%,89.2,免费评估
23,伦敦大学皇家霍洛威学院Royal Holloway University of London,88%,2.6/9,384,73.00%,88.7,免费评估
24,利兹大学University of Leeds,82%,2.8/9,424,77.00%,88.6,免费评估
25,利物浦大学The University of Liverpool,81%,3.2/9,409,73.00%,88.5,免费评估
26,赫尔大学The University of Hull,89%,2.3/9,259,88.00%,88.4,免费评估
27,伦敦大学学院University College London,74%,3.4/9,455,77.00%,87.9,免费评估
28,阿伯丁大学University of Aberdeen,81%,3.2/9,368,71.00%,86.7,免费评估
29,拉夫堡大学Loughborough University,86%,2.8/9,319,72.00%,86.4,免费评估
30,莱斯特大学University of Leicester,79%,2.9/9,371,77.00%,86.0,免费评估
31,赫瑞瓦特大学Heriot Watt University,81%,3.0/9,362,71.00%,85.5,免费评估
32,思克莱德大学University of Strathclyde,86%,2.0/9,329,77.00%,84.4,免费评估
33,卡迪夫大学Cardiff University,82%,2.1/9,383,76.00%,83.8,免费评估
34,伦敦国王学院King's College London,77%,2.6/9,405,73.00%,83.1,免费评估
35,诺丁汉特伦特大学Nottingham Trent University,76%,3.0/9,232,80.00%,82.2,免费评估
36,赫特福德大学University of Hertfordshire,,2.9/9,258,72.00%,82.0,免费评估
37,索尔福德大学University of Salford,81%,2.5/9,194,76.00%,80.3,免费评估
38,斯旺西大学Swansea University,76%,2.6/9,299,72.00%,79.7,免费评估
39,基尔大学Keele University,83%,1.9/9,256,62.00%,76.1,免费评估
40,亚伯大学Aberystwyth University,81%,1.4/9,295,65.00%,74.6,免费评估
41,伦敦大学玛丽女王学院Queen Mary University of London,81%,2.8/9,288,37.00%,73.1,免费评估
