Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,100.0,70.7,60.2,100.0,,291.4,免费评估
2,Indiana University Bloomington,UnitedStates,93.3,74.8,68.3,49.8,,233.9,免费评估
3,Vanderbilt University,UnitedStates,65.1,88.5,45.0,73.2,,219.6,免费评估
4,University of Michigan-Ann Arbor,UnitedStates,77.3,70.3,50.5,57.7,,213.9,免费评估
5,University of Washington,UnitedStates,76.6,61.4,51.0,47.1,,197.9,免费评估
6,City University of Hong Kong,China-HongKong,74.9,77.7,89.3,37.0,,197.2,免费评估
7,"University of Maryland, College Park",UnitedStates,72.5,80.3,51.3,37.9,,191.9,免费评估
8,Northwestern University,UnitedStates,66.5,89.2,50.9,41.2,,190.6,免费评估
9,University of Arizona,UnitedStates,72.2,78.9,54.9,36.2,,189.4,免费评估
10,Columbia University,UnitedStates,59.6,73.8,47.8,57.2,,188.2,免费评估
11,University of Utah,UnitedStates,60.5,70.7,49.7,55.4,,186.5,免费评估
12,University of Amsterdam,Netherlands,70.2,78.1,89.6,31.3,,184.6,免费评估
13,University of North Carolina at Chapel Hill,UnitedStates,71.0,65.2,44.6,40.4,,183.9,免费评估
14,Stanford University,UnitedStates,57.1,77.3,55.4,53.6,,183.5,免费评估
15,University of Illinois at Urbana-Champaign,UnitedStates,80.3,52.6,49.4,31.3,,183.0,免费评估
16,University of Montreal,Canada,68.6,83.6,80.5,29.1,,181.9,免费评估
17,The University of Texas at Austin,UnitedStates,73.5,70.0,55.6,30.2,,181.0,免费评估
18,伍尔弗汉普顿大学University of Wolverhampton,UnitedKingdom,65.9,100.0,70.2,24.3,,180.2,免费评估
19,Georgia State University,UnitedStates,62.6,85.8,78.8,35.2,,179.8,免费评估
19,"University of Minnesota, Twin Cities",UnitedStates,62.0,77.3,62.0,42.0,,179.8,免费评估
21,McGill University,Canada,66.5,60.9,76.3,41.2,,179.0,免费评估
22,Pennsylvania State University - University Park,UnitedStates,78.3,49.8,48.3,30.2,,177.4,免费评估
23,"University of Pittsburgh, Pittsburgh Campus",UnitedStates,64.8,62.2,61.2,42.8,,177.2,免费评估
24,KU Leuven,Belgium,72.0,61.7,91.5,26.8,,174.8,免费评估
25,Nanyang Technological University,Singapore,73.2,61.2,71.2,26.8,,174.4,免费评估
26,The University of New South Wales,Australia,64.5,66.4,74.1,36.2,,173.6,免费评估
27,The University of Texas Health Science Center at Houston,UnitedStates,45.0,87.2,53.1,56.6,,173.1,免费评估
28,University of Granada,Spain,77.8,57.2,58.9,21.4,,172.6,免费评估
29,University of British Columbia,Canada,66.5,64.7,78.4,31.3,,171.2,免费评估
30,Wuhan University,China,85.6,56.1,66.6,8.1,,171.1,免费评估
30,Arizona State University,UnitedStates,68.6,67.3,53.2,29.1,,171.1,免费评估
32,Michigan State University,UnitedStates,64.8,82.6,66.5,24.3,,169.5,免费评估
33,National University of Singapore,Singapore,67.3,60.4,100.0,26.8,,168.0,免费评估
34,Leiden University,Netherlands,60.8,91.6,73.6,22.9,,167.2,免费评估
35,Georgia Institute of Technology,UnitedStates,59.3,77.7,79.8,31.3,,167.1,免费评估
36,University of Pennsylvania,UnitedStates,55.8,71.8,53.9,42.0,,167.0,免费评估
37,University of Wisconsin - Madison,UnitedStates,60.8,73.1,60.1,31.3,,165.1,免费评估
38,谢菲尔德大学The University of Sheffield,UnitedKingdom,68.1,65.6,71.0,21.4,,163.5,免费评估
39,"Rutgers, The State University of New Jersey - New Brunswick",UnitedStates,71.5,57.5,45.3,22.9,,163.3,免费评估
40,University of Toronto,Canada,72.0,50.5,55.9,24.3,,163.1,免费评估
41,Indiana University-Purdue University at Indianapolis,UnitedStates,51.4,70.0,30.0,47.1,,162.3,免费评估
41,University of Wisconsin-Milwaukee,UnitedStates,65.9,58.5,61.1,28.0,,162.3,免费评估
43,University of Antwerp,Belgium,62.8,60.7,81.5,29.1,,161.9,免费评估
43,University of Arkansas at Fayetteville,UnitedStates,49.3,99.4,59.5,32.3,,161.9,免费评估
43,"University of California, Los Angeles",UnitedStates,58.7,57.2,48.5,40.4,,161.9,免费评估
46,Cornell University,UnitedStates,52.8,75.4,43.4,39.6,,160.9,免费评估
47,"University at Buffalo, the State University of New York",UnitedStates,58.0,71.4,69.4,29.1,,158.8,免费评估
48,Johns Hopkins University,UnitedStates,57.4,66.8,68.0,32.3,,158.7,免费评估
49,Drexel University,UnitedStates,59.9,64.9,63.1,28.0,,156.6,免费评估
50,New York University,UnitedStates,53.5,75.7,69.5,31.3,,156.3,免费评估
