Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,576.0,4.35,3.41,80.0,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,483.0,4.47,3.29,92.0,98.0,免费评估
3,牛津大学University of Oxford,533.0,4.17,3.26,82.0,97.4,免费评估
4,杜伦大学Durham University,515.0,4.43,3.29,70.0,95.4,免费评估
5,伦敦大学学院University College London,480.0,4.12,3.0,82.0,94.0,免费评估
6,埃克塞特大学University of Exeter,476.0,4.33,3.04,72.0,93.0,免费评估
7,"伦敦大学伯克贝克学院Birkbeck, University Of London",,4.34,3.18,,92.2,免费评估
8,华威大学The University of Warwick,402.0,4.49,3.08,70.0,91.4,免费评估
9,纽卡斯尔大学Newcastle University,410.0,4.14,3.01,74.0,90.5,免费评估
10,伯明翰大学University of Birmingham,376.0,4.14,3.18,76.0,89.6,免费评估
11,布里斯托大学University of Bristol,477.0,3.8,3.06,66.0,89.3,免费评估
12,诺丁汉大学University of Nottingham,384.0,4.22,3.14,64.0,88.9,免费评估
13,King's College London,420.0,3.95,3.07,68.0,88.7,免费评估
14,南安普顿大学University of Southampton,,4.07,3.01,,88.5,免费评估
15,格拉斯哥大学University of Glasgow,384.0,4.53,2.77,58.0,86.6,免费评估
16,利物浦大学The University of Liverpool,378.0,4.18,2.79,66.0,85.8,免费评估
17,爱丁堡大学The University of Edinburgh,439.0,4.0,2.91,56.0,85.6,免费评估
18,曼彻斯特大学The University of Manchester,365.0,4.11,2.87,62.0,84.6,免费评估
19,利兹大学University of Leeds,384.0,3.81,2.88,64.0,84.6,免费评估
20,雷丁大学University of Reading,343.0,4.24,3.16,48.0,84.0,免费评估
21,伦敦大学皇家霍洛威学院Royal Holloway University of London,379.0,4.34,2.6,60.0,83.6,免费评估
22,肯特大学University of Kent,293.0,4.19,2.86,60.0,82.8,免费评估
23,斯旺西大学Swansea University,289.0,4.1,3.07,66.0,82.7,免费评估
24,Cardiff,354.0,4.09,3.19,48.0,82.0,免费评估
25,罗汉普顿大学Roehampton University,247.0,4.36,2.7,48.0,77.8,免费评估
26,圣大卫三一学院University of Wales Trinity Saint David,256.0,4.07,2.21,42.0,73.8,免费评估
