Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,剑桥大学University of Cambridge,100.0,93,88,79,13.6,10,643,5.0,94.0,免费评估
2,伯明翰大学University of Birmingham,75.1,92,87,78,15.3,10,469,3.0,,免费评估
3,纽卡斯尔大学Newcastle University,70.4,100,89,69,15.5,7,430,3.0,96.0,免费评估
4,帝国理工学院Imperial College London,67.9,81,78,58,19.5,9,567,7.0,80.0,免费评估
5,赫瑞瓦特大学Heriot Watt University,62.2,100,99,78,15.6,4,420,,,免费评估
6,拉夫堡大学Loughborough University,59.2,94,93,78,17.6,6,444,6.0,60.0,免费评估
7,斯旺西大学Swansea University,57.5,87,82,69,14.9,3,324,10.0,,免费评估
8,巴斯大学University of Bath,56.7,88,88,67,22.5,3,468,6.0,88.0,免费评估
9,伦敦大学学院University College London,54.0,78,78,55,16.8,7,474,8.0,64.0,免费评估
10,诺丁汉大学University of Nottingham,52.4,86,77,47,15.4,8,424,5.0,81.0,免费评估
11,利兹大学University of Leeds,47.3,61,67,63,17.7,6,422,7.0,,免费评估
12,阿斯顿大学Aston University,46.8,82,75,59,12.7,7,330,6.0,62.0,免费评估
13,思克莱德大学University of Strathclyde,45.6,85,82,54,24.3,3,469,6.0,82.0,免费评估
14,英国女王大学Queen's University Belfast,44.8,96,85,64,13.6,5,384,2.0,68.0,免费评估
15,伦敦南岸大学London South Bank University,42.7,87,77,65,21.7,2,281,10.0,,免费评估
15,曼彻斯特大学The University of Manchester,42.7,79,80,49,19.8,7,482,4.0,68.0,免费评估
17,萨里大学University of Surrey,41.8,90,91,76,30.0,3,408,4.0,,免费评估
18,蒂赛德大学Teesside University,38.3,82,76,65,21.7,4,301,7.0,,免费评估
19,谢菲尔德大学The University of Sheffield,37.2,86,76,55,18.2,5,465,1.0,,免费评估
20,爱丁堡大学The University of Edinburgh,35.3,67,67,36,17.2,3,509,5.0,,免费评估
21,西苏格兰大学University of the West of Scotland,26.4,83,82,68,32.1,3,290,,,免费评估
