Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,226,4.31,3.2,86.0,100.0,免费评估
2,牛津大学University of Oxford,207,4.05,2.88,84.0,95.3,免费评估
3,杜伦大学Durham University,198,3.99,2.98,86.0,95.1,免费评估
4,曼彻斯特大学The University of Manchester,172,4.05,3.16,76.0,93.8,免费评估
5,埃克塞特大学University of Exeter,169,4.21,2.84,86.0,93.2,免费评估
6,伯明翰大学University of Birmingham,160,3.93,2.9,88.0,93.1,免费评估
7,格拉斯哥大学University of Glasgow,163,4.1,2.71,96.0,92.9,免费评估
8,利兹大学University of Leeds,157,4.21,2.91,88.0,92.8,免费评估
9,谢菲尔德大学The University of Sheffield,140,4.3,2.98,76.0,91.5,免费评估
10,诺丁汉大学University of Nottingham,147,3.94,2.92,80.0,91.3,免费评估
11,伦敦大学学院University College London,176,3.84,3.03,68.0,91.2,免费评估
12,爱丁堡大学The University of Edinburgh,184,3.92,2.96,72.0,90.9,免费评估
13,布里斯托大学University of Bristol,175,3.83,2.89,72.0,90.3,免费评估
14,伦敦大学玛丽女王学院Queen Mary University of London,127,4.12,3.04,,90.1,免费评估
