Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,93.0%,91.7%,42.3%,197.0,96.2%,100.0,免费评估
2,爱丁堡大学The University of Edinburgh,81.2%,75.8%,53.4%,185.0,100.0%,98.4,免费评估
3,曼彻斯特大学The University of Manchester,84.9%,81.2%,57.1%,151.0,97.7%,95.0,免费评估
4,利物浦大学The University of Liverpool,91.5%,89.1%,35.3%,140.0,100.0%,94.1,免费评估
5,基尔大学Keele University,94.0%,92.1%,20.9%,147.0,100.0%,93.9,免费评估
6,伯明翰大学University of Birmingham,85.6%,85.2%,37.0%,150.0,99.3%,93.8,免费评估
7,萨里大学University of Surrey,82.7%,81.5%,37.5%,158.0,98.3%,93.7,免费评估
8,班戈大学Bangor University,81.2%,71.5%,34.7%,163.0,99.3%,93.5,免费评估
9,利兹大学University of Leeds,81.2%,74.4%,31.7%,161.0,99.8%,93.3,免费评估
10,南安普顿大学University of Southampton,72.2%,71.1%,65.7%,140.0,99.2%,92.6,免费评估
10,阿尔斯特大学University of Ulster,88.3%,90.3%,27.7%,139.0,99.7%,92.6,免费评估
12,玛格丽特女王大学Queen Margaret University,89.4%,87.2%,1.5%,165.0,98.2%,92.2,免费评估
13,伦敦城市大学City University London,92.3%,89.4%,20.5%,142.0,96.7%,91.7,免费评估
14,朴茨茅斯大学University of Portsmouth,92.5%,87.9%,24.3%,128.0,100.0%,91.6,免费评估
15,斯旺西大学Swansea University,79.8%,78.1%,14.5%,165.0,98.3%,91.5,免费评估
16,哈德斯菲尔德大学University of Huddersfield,83.8%,80.2%,13.2%,153.0,99.3%,91.2,免费评估
17,东英吉利大学University of East Anglia,75.0%,72.6%,24.9%,160.0,99.0%,91.1,免费评估
18,考文垂大学Coventry University,90.7%,87.8%,4.5%,143.0,99.4%,90.8,免费评估
19,University of Lincoln,83.1%,80.0%,22.6%,139.0,100.0%,90.7,免费评估
20,英国女王大学Queen's University Belfast,79.2%,78.1%,34.7%,137.0,98.8%,90.5,免费评估
20,诺桑比亚大学Northumbria University,82.8%,77.2%,14.0%,148.0,99.6%,90.5,免费评估
22,西苏格兰大学University of the West of Scotland,89.7%,85.3%,29.0%,125.0,97.8%,90.4,免费评估
23,曼彻斯特城市大学Manchester Metropolitan University,86.5%,85.3%,12.0%,138.0,99.6%,90.2,免费评估
24,诺丁汉大学University of Nottingham,75.4%,68.6%,31.4%,146.0,99.2%,90.1,免费评估
24,赫尔大学The University of Hull,85.3%,78.2%,16.7%,144.0,97.8%,90.1,免费评估
26,约克大学The University of York,70.7%,65.0%,40.2%,153.0,96.3%,89.7,免费评估
26,伦敦国王学院King's College London,72.3%,67.7%,34.6%,148.0,98.1%,89.7,免费评估
28,埃塞克斯大学University of Essex,86.7%,72.8%,,152.0,99.4%,89.6,免费评估
29,利兹贝克特大学Leeds Beckett University,88.5%,84.3%,3.5%,136.0,100.0%,89.5,免费评估
29,卡迪夫大学Cardiff University,68.5%,59.1%,36.8%,152.0,99.0%,89.5,免费评估
31,南威尔士大学The University of South Wales,81.4%,79.7%,2.2%,152.0,99.1%,89.4,免费评估
