Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,麻省理工学院Massachusetts Institute of Technology,UnitedStates,90.9,72.2,77.9,100.0,100.0,378.7,免费评估
2,"加州大学伯克利分校University of California,Berkeley",UnitedStates,92.6,73.5,80.9,91.4,82.6,356.2,免费评估
3,斯坦福大学Stanford University,UnitedStates,80.6,78.1,79.0,81.6,98.9,355.0,免费评估
4,The University of Tokyo,Japan,100.0,58.9,70.8,95.2,86.6,354.8,免费评估
5,普林斯顿大学Princeton University,UnitedStates,78.2,72.2,76.4,79.7,100.0,345.4,免费评估
6,芝加哥大学The University of Chicago,UnitedStates,83.3,71.6,79.8,96.4,73.9,341.1,免费评估
7,哈佛大学Harvard University,UnitedStates,89.1,70.8,83.9,81.6,78.3,336.7,免费评估
8,加利福尼亚理工学院California Institute of Technology,UnitedStates,85.7,74.8,83.7,65.8,64.0,307.0,免费评估
9,曼彻斯特大学The University of Manchester,UnitedKingdom,67.0,73.4,90.0,56.7,90.5,305.5,免费评估
10,University of Paris-Sud (Paris 11),France,80.0,67.6,85.9,88.7,45.2,298.7,免费评估
11,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,59.3,78.5,77.3,56.8,87.9,298.0,免费评估
12,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,60.6,67.6,74.8,58.5,95.9,297.6,免费评估
13,爱丁堡大学The University of Edinburgh,UnitedKingdom,59.3,74.1,91.5,68.5,73.9,294.2,免费评估
14,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,56.7,75.8,78.7,56.1,78.3,282.8,免费评估
15,康奈尔大学Cornell University,UnitedStates,54.6,70.6,76.4,51.3,79.8,271.6,免费评估
16,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,62.3,73.0,75.4,63.0,52.2,265.6,免费评估
17,剑桥大学University of Cambridge,UnitedKingdom,88.5,69.5,86.0,80.0,0.0,255.1,免费评估
18,Nagoya University,Japan,62.9,55.2,69.7,48.9,73.9,254.8,免费评估
19,牛津大学University of Oxford,UnitedKingdom,78.0,73.0,87.6,85.0,0.0,253.6,免费评估
20,哥伦比亚大学Columbia University,UnitedStates,55.8,78.5,81.8,57.2,42.6,250.5,免费评估
21,Université libre de Bruxelles (ULB),Belgium,41.9,69.0,89.4,42.3,73.9,244.9,免费评估
22,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,51.6,70.1,81.9,52.5,52.2,242.9,免费评估
23,University of Munich,Germany,56.3,75.4,86.7,61.1,32.0,242.1,免费评估
24,马里兰大学University of Maryland-College Park,UnitedStates,72.6,70.5,77.9,81.8,0.0,240.5,免费评估
25,Kyoto University,Japan,76.9,55.0,67.5,62.2,32.0,239.5,免费评估
26,Sorbonne University,France,81.1,63.0,87.5,77.7,0.0,239.3,免费评估
27,约翰霍普金斯大学Johns Hopkins University,UnitedStates,67.7,63.6,79.6,54.4,36.9,238.5,免费评估
28,University Paris Diderot - Paris 7,France,73.2,73.2,90.2,73.3,0.0,237.8,免费评估
29,Sapienza University of Rome,Italy,67.2,72.9,87.6,77.8,0.0,235.4,免费评估
30,Université Grenoble Alpes,France,78.3,61.5,84.7,78.3,0.0,235.1,免费评估
31,Ecole Normale Superieure - Paris,France,38.3,69.5,82.5,49.7,60.3,234.3,免费评估
32,澳大利亚国立大学The Australian National University,Australia,55.5,67.5,86.8,39.7,52.2,232.2,免费评估
33,帝国理工学院Imperial College London,UnitedKingdom,70.7,69.1,86.1,73.0,0.0,230.1,免费评估
34,宾夕法尼亚大学University of Pennsylvania,UnitedStates,46.5,70.8,78.3,51.2,45.2,229.4,免费评估
35,Swiss Federal Institute of Technology Zurich,Switzerland,69.5,68.0,86.6,72.5,0.0,227.3,免费评估
36,Tsinghua University,China,86.1,58.7,60.2,69.2,0.0,226.0,免费评估
37,University of Science and Technology of China,China,82.3,55.8,62.4,72.8,0.0,223.4,免费评估
38,布朗大学Brown University,UnitedStates,39.4,72.9,81.4,40.1,52.2,220.9,免费评估
39,Uppsala University,Sweden,53.9,61.0,90.8,50.5,36.9,220.4,免费评估
40,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,73.2,66.2,77.6,65.1,0.0,220.1,免费评估
41,University of Geneva,Switzerland,59.0,74.1,93.2,67.5,0.0,219.3,免费评估
41,伦敦大学学院University College London,UnitedKingdom,70.3,68.8,87.7,62.6,0.0,219.3,免费评估
43,俄亥俄州立大学Ohio State University,UnitedStates,61.3,74.3,83.3,65.7,0.0,217.9,免费评估
44,Moscow State University,Russia,81.5,54.8,75.5,65.7,0.0,217.1,免费评估
45,Swiss Federal Institute of Technology Lausanne,Switzerland,62.6,70.6,86.6,66.3,0.0,216.8,免费评估
46,University of Padua,Italy,62.4,74.1,90.4,61.8,0.0,216.4,免费评估
47,耶鲁大学Yale University,UnitedStates,54.7,76.3,85.3,67.3,0.0,215.4,免费评估
48,Peking University,China,82.5,57.7,65.8,60.9,0.0,214.2,免费评估
49,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,61.3,69.0,79.4,66.9,0.0,213.0,免费评估
50,ESPCI ParisTech,France,30.0,75.4,71.2,40.8,52.2,212.6,免费评估
