Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,爱丁堡大学The University of Edinburgh,100.0,93.0,96.0,78.0,6.0,10,205,7.0,93.0,免费评估
2,格拉斯哥大学University of Glasgow,81.6,94.0,93.7,70.1,7.3,3,221,9.0,100.0,免费评估
3,利物浦大学The University of Liverpool,79.6,95.9,96.4,76.7,4.8,7,173,7.0,98.0,免费评估
4,诺丁汉大学University of Nottingham,76.3,100.0,99.7,94.0,8.6,3,178,6.0,98.0,免费评估
5,剑桥大学University of Cambridge,73.2,77.0,84.4,50.8,4.7,8,214,3.0,96.0,免费评估
6,布里斯托大学University of Bristol,50.5,89.0,93.0,56.5,8.1,5,186,3.0,97.0,免费评估
7,皇家兽医学院Royal Veterinary College,47.1,94.1,95.0,65.4,10.9,3,191,3.0,97.0,免费评估
8,萨里大学University of Surrey,33.9,77.0,86.4,64.6,9.6,4,177,,,免费评估
