Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,兰卡斯特大学Lancaster University,81.1%,79.5%,47.0%,155,95.5%,100.0,免费评估
2,华威大学The University of Warwick,79.3%,70.8%,59.8%,189,66.7%,99.6,免费评估
3,纽卡斯尔大学Newcastle University,88.0%,81.8%,54.3%,153,,99.2,免费评估
4,伯明翰大学University of Birmingham,82.7%,79.8%,37.0%,165,81.0%,97.1,免费评估
5,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.3%,77.5%,49.9%,147,75.7%,96.4,免费评估
6,诺丁汉大学University of Nottingham,72.8%,70.9%,56.6%,167,61.7%,94.1,免费评估
7,萨里大学University of Surrey,83.8%,75.7%,39.1%,154,69.0%*,93.8,免费评估
8,班戈大学Bangor University,80.4%,73.7%,46.3%,142,70.5%,92.9,免费评估
9,伯明翰城市大学Birmingham City University,96.1%,91.2%,30.9%,104,69.2%,91.1,免费评估
10,东英吉利大学University of East Anglia,71.8%,72.8%,36.2%,169,59.4%,90.3,免费评估
10,曼彻斯特城市大学Manchester Metropolitan University,90.2%,82.8%,29.0%,121,68.4%,90.3,免费评估
12,波尔顿大学University of Bolton,95.6%,85.7%,14.4%,,60.0%,90.2,免费评估
13,考文垂大学Coventry University,80.0%,78.1%,18.1%,137,77.4%,88.9,免费评估
14,普利茅斯大学University of Plymouth,85.4%,76.9%,30.5%,130,60.5%,88.3,免费评估
15,英国女王大学Queen's University Belfast,74.8%,69.1%,53.1%,,64.3%,88.2,免费评估
16,亚伯大学Aberystwyth University,82.8%,79.4%,31.2%,114,65.6%,87.2,免费评估
17,德蒙福特大学De Montfort University,80.6%,81.1%,24.1%,110,73.8%,86.7,免费评估
18,威斯敏斯特大学University of Westminster,84.3%,83.1%,28.9%,106*,62.3%,86.1,免费评估
19,切斯特大学University of Chester,88.4%,89.3%,10.7%,109,65.6%,85.5,免费评估
20,"特威克南圣玛丽大学St Mary's, Twickenham",90.9%,81.8%,14.6%,111,61.8%,85.4,免费评估
21,伦敦南岸大学London South Bank University,86.9%,81.8%,12.8%,86*,84.6%,85.3,免费评估
22,德比大学University of Derby,82.8%,79.7%,13.5%,115,69.8%,85.1,免费评估
23,格林威治大学The University of Greenwich,88.1%,85.8%,14.4%,118,53.5%,84.5,免费评估
24,布鲁内尔大学Brunel University,70.5%,67.9%,30.9%,127,64.3%,84.4,免费评估
25,利物浦约翰摩尔斯大学Liverpool John Moores University,79.1%,75.4%,17.9%,138,52.6%,84.0,免费评估
26,赫尔大学The University of Hull,84.1%,75.1%,22.7%,113,57.6%,83.9,免费评估
27,艾芝西尔大学Edge Hill University,86.3%,76.7%,12.1%,122,54.9%,83.3,免费评估
28,朴茨茅斯大学University of Portsmouth,70.3%,64.9%,17.1%,116,80.4%,83.1,免费评估
29,中央兰开夏大学University of Central Lancashire,84.9%,80.8%,9.9%,118,56.6%,82.9,免费评估
30,格罗斯特大学University of Gloucestershire,87.6%,79.7%,9.3%,116,54.2%,82.6,免费评估
31,奇切斯特大学University of Chichester,81.8%,80.3%,16.3%,115,53.3%,82.4,免费评估
32,利物浦大学The University of Liverpool,80.2%,76.8%,26.9%,104,,82.1,免费评估
33,西英格兰大学University of the West of England,66.2%,69.3%,35.4%,134,46.3%,81.9,免费评估
34,伍斯特大学University of Worcester,85.7%,77.7%,8.2%,112,56.8%,81.8,免费评估
35,索尔福德大学University of Salford,78.5%,76.3%,7.8%,126,57.3%,81.6,免费评估
36,巴斯斯巴大学Bath Spa University,69.3%,63.3%,23.5%,118,64.5%,81.2,免费评估
37,罗汉普顿大学Roehampton University,77.5%,73.8%,20.8%,110,54.0%,81.0,免费评估
38,谢菲尔德哈莱姆大学Sheffield Hallam University,86.8%,84.3%,14.6%,119,35.1%,80.9,免费评估
39,贝德福德大学University of Bedfordshire,92.7%,84.8%,45.8%,82,17.6%*,80.3,免费评估
40,温切斯特大学University of Winchester,81.4%,76.3%,,123,54.2%,80.0,免费评估
41,埃塞克斯大学University of Essex,62.9%,57.3%,37.7%,133,,79.8,免费评估
42,剑桥安鲁大学Anglia Ruskin University,93.8%,80.3%,16.3%,89,40.0%,79.6,免费评估
43,金斯顿大学Kingston University,78.3%,71.2%,15.7%,109,52.2%,79.5,免费评估
44,约克圣约翰大学York St John University,67.4%,66.5%,9.7%,119,64.3%,78.8,免费评估
45,南威尔士大学The University of South Wales,81.2%,71.5%,12.8%,109,43.2%,78.0,免费评估
46,北安普顿大学The University of Northampton,83.3%,81.0%,15.3%,97,34.6%,77.1,免费评估
47,法尔茅斯大学Falmouth University,71.7%,66.4%,,107,61.8%,76.1,免费评估
48,伯恩茅斯大学Bournemouth University,74.2%,65.0%,15.1%,122,33.3%,75.8,免费评估
49,坎特伯雷大学Canterbury Christ Church University,81.6%,69.1%,8.0%,98,42.1%,75.5,免费评估
50,米德塞斯大学Middlesex University,61.8%,65.2%,11.0%,107*,56.5%*,74.8,免费评估
51,东伦敦大学University of East London,80.0%,75.9%,,94,32.2%,72.3,免费评估
