Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,3.5,534.0,0.84,0.87,免费评估
2,圣安德鲁斯大学University of St Andrews,2.1,498.0,0.84,0.83,免费评估
3,谢菲尔德大学The University of Sheffield,4.3,426.0,0.79,0.74,免费评估
4,剑桥大学University of Cambridge,2.6,501.0,0.8,0.8,免费评估
5,埃塞克斯大学University of Essex,4.3,356.0,0.84,0.67,免费评估
6,中央兰开夏大学University of Central Lancashire,3.0,476.0,0.75,0.84,免费评估
7,伦敦政治经济学院The London School of Economics and Political Science,3.3,451.0,0.72,0.9,免费评估
8,华威大学The University of Warwick,2.9,474.0,0.77,0.73,免费评估
9,埃克塞特大学University of Exeter,2.8,418.0,0.82,0.69,免费评估
10,杜伦大学Durham University,2.4,463.0,0.76,0.79,免费评估
10,伦敦国王学院King's College London,2.3,438.0,0.78,0.76,免费评估
12,赫尔大学The University of Hull,1.9,345.0,0.83,0.75,免费评估
13,亚伯大学Aberystwyth University,3.8,324.0,0.8,0.52,免费评估
14,伦敦大学亚非学院SOAS University of London,2.7,429.0,0.73,0.68,免费评估
15,约克大学The University of York,2.3,457.0,0.74,0.68,免费评估
16,诺丁汉大学University of Nottingham,2.5,420.0,0.72,0.74,免费评估
17,巴斯大学University of Bath,2.2,437.0,0.73,0.75,免费评估
18,朴茨茅斯大学University of Portsmouth,2.3,259.0,0.89,0.57,免费评估
19,格拉斯哥大学University of Glasgow,2.3,416.0,0.78,0.6,免费评估
20,卡迪夫大学Cardiff University,2.3,412.0,0.76,0.65,免费评估
21,伯明翰大学University of Birmingham,2.0,388.0,0.79,0.62,免费评估
22,纽卡斯尔大学Newcastle University,2.2,396.0,0.74,0.71,免费评估
22,萨里大学University of Surrey,1.6,301.0,0.85,,免费评估
24,萨塞克斯大学University of Sussex,2.7,363.0,0.75,0.65,免费评估
25,东英吉利大学University of East Anglia,1.7,346.0,0.84,0.57,免费评估
25,莱斯特大学University of Leicester,1.2,326.0,0.86,0.63,免费评估
27,爱丁堡大学The University of Edinburgh,2.3,446.0,0.7,0.66,免费评估
28,布里斯托大学University of Bristol,2.0,454.0,0.67,0.79,免费评估
28,拉夫堡大学Loughborough University,2.0,318.0,0.82,0.57,免费评估
28,伦敦大学玛丽女王学院Queen Mary University of London,2.0,359.0,0.72,0.75,免费评估
31,肯特大学University of Kent,1.5,289.0,0.82,0.69,免费评估
32,布拉德福德大学University of Bradford,2.4,301.0,0.74,0.71,免费评估
33,阿伯泰邓迪大学University of Abertay Dundee,1.7,343.0,0.86,0.43,免费评估
34,曼彻斯特大学The University of Manchester,2.6,433.0,0.68,0.6,免费评估
35,阿伯丁大学University of Aberdeen,1.5,344.0,0.82,0.55,免费评估
36,南安普顿大学University of Southampton,1.5,373.0,0.74,0.68,免费评估
37,利兹大学University of Leeds,1.2,396.0,0.74,0.67,免费评估
38,基尔大学Keele University,1.8,307.0,0.77,0.63,免费评估
39,雷丁大学University of Reading,1.8,318.0,0.76,0.63,免费评估
40,思克莱德大学University of Strathclyde,1.4,368.0,0.78,0.53,免费评估
40,阿斯顿大学Aston University,1.3,351.0,0.78,0.58,免费评估
42,兰卡斯特大学Lancaster University,1.3,376.0,0.77,0.53,免费评估
43,英国女王大学Queen's University Belfast,2.2,349.0,0.71,0.56,免费评估
44,伦敦大学金史密斯学院Goldsmiths University of London,1.8,299.0,0.73,0.63,免费评估
45,斯旺西大学Swansea University,1.4,289.0,0.77,0.57,免费评估
46,伦敦大学皇家霍洛威学院Royal Holloway University of London,1.6,390.0,0.68,0.63,免费评估
47,德蒙福特大学De Montfort University,1.3,219.0,0.84,0.51,免费评估
48,罗伯特高登大学The Robert Gordon University,1.2,,,0.62,免费评估
49,诺桑比亚大学Northumbria University,1.7,278.0,0.75,0.57,免费评估
50,布鲁内尔大学Brunel University,1.5,294.0,0.71,0.66,免费评估
51,普利茅斯大学University of Plymouth,2.0,261.0,0.78,0.46,免费评估
52,牛津布鲁克斯大学Oxford Brookes University,1.2,305.0,0.73,0.61,免费评估
53,斯特林大学University of Stirling,1.1,269.0,0.77,0.56,免费评估
54,考文垂大学Coventry University,1.0,284.0,0.79,0.48,免费评估
55,阿尔斯特大学University of Ulster,1.8,248.0,0.76,0.5,免费评估
56,利物浦大学The University of Liverpool,1.0,360.0,0.69,0.6,免费评估
57,诺丁汉特伦特大学Nottingham Trent University,,192.0,0.79,0.68,免费评估
58,索尔福德大学University of Salford,1.5,255.0,0.75,0.45,免费评估
58,西英格兰大学University of the West of England,0.8,244.0,0.78,0.48,免费评估
58,威尔士大学卡迪夫学院UWIC,,279.0,0.77,0.55,免费评估
61,林肯大学University of Lincoln,1.1,257.0,0.71,0.56,免费评估
62,金斯顿大学Kingston University,1.2,206.0,0.75,0.45,免费评估
63,伯明翰城市大学Birmingham City University,1.5,246.0,0.74,0.34,免费评估
64,哈德斯菲尔德大学University of Huddersfield,0.3,232.0,0.76,0.47,免费评估
65,曼彻斯特城市大学Manchester Metropolitan University,1.1,237.0,,0.42,免费评估
66,利物浦约翰摩尔斯大学Liverpool John Moores University,,230.0,0.78,0.39,免费评估
67,威斯敏斯特大学University of Westminster,1.2,237.0,0.71,0.38,免费评估
68,格林威治大学The University of Greenwich,0.4,211.0,0.71,0.51,免费评估
69,利兹都会大学Leeds Metropolitan University,,251.0,0.69,0.37,免费评估
