Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,杜伦大学Durham University,85.2%,81.9%,55.0%,199,85.0%,100.0,免费评估
2,剑桥大学University of Cambridge,,,57.3%,208,83.3%,99.7,免费评估
3,圣安德鲁斯大学University of St Andrews,90.4%,89.9%,44.2%,197,77.2%,99.0,免费评估
4,牛津大学University of Oxford,,,41.1%,212,80.4%,98.8,免费评估
5,布里斯托大学University of Bristol,80.4%,80.5%,61.3%,185,84.8%,98.4,免费评估
6,兰卡斯特大学Lancaster University,81.6%,82.6%,46.5%,166,87.3%,96.2,免费评估
7,格拉斯哥大学University of Glasgow,85.2%,84.9%,42.4%,180,78.3%,95.9,免费评估
8,埃克塞特大学University of Exeter,80.3%,80.6%,43.7%,172,82.6%,94.7,免费评估
9,伯明翰大学University of Birmingham,81.5%,82.3%,42.0%,157,85.8%,94.6,免费评估
10,亚伯大学Aberystwyth University,91.8%,89.4%,38.6%,117,83.8%,94.2,免费评估
10,利兹大学University of Leeds,81.0%,82.7%,42.3%,161,82.9%,94.2,免费评估
12,伦敦政治经济学院The London School of Economics and Political Science,70.3%,68.9%,46.9%,192,87.7%,93.9,免费评估
13,纽卡斯尔大学Newcastle University,83.2%,83.7%,43.1%,151,80.5%,93.7,免费评估
14,拉夫堡大学Loughborough University,87.7%,89.8%,24.3%,148,83.3%,93.4,免费评估
15,曼彻斯特大学The University of Manchester,82.7%,83.4%,36.6%,162,77.9%,92.9,免费评估
16,伦敦大学学院University College London,77.1%,77.0%,52.3%,175,73.3%,92.8,免费评估
17,南安普顿大学University of Southampton,84.3%,83.8%,45.8%,153,71.8%,92.7,免费评估
17,斯特林大学University of Stirling,83.3%,84.0%,30.3%,180,73.8%,92.7,免费评估
17,诺丁汉大学University of Nottingham,80.7%,79.9%,39.6%,156,81.2%,92.7,免费评估
17,伦敦大学皇家霍洛威学院Royal Holloway University of London,88.1%,85.2%,45.8%,137,72.4%,92.7,免费评估
21,斯旺西大学Swansea University,81.4%,84.0%,39.4%,132,80.2%,91.3,免费评估
22,卡迪夫大学Cardiff University,82.0%,83.2%,36.8%,153,73.3%,91.1,免费评估
23,萨塞克斯大学University of Sussex,81.6%,80.5%,35.8%,145,76.6%,90.7,免费评估
24,利物浦大学The University of Liverpool,89.2%,87.5%,1.6%,109,94.6%,90.1,免费评估
25,邓迪大学University of Dundee,76.4%,79.1%,28.3%,172,74.8%,89.8,免费评估
26,东英吉利大学University of East Anglia,80.0%,79.9%,47.4%,142,66.6%,89.4,免费评估
26,阿伯丁大学University of Aberdeen,74.7%,74.5%,38.2%,181,68.3%,89.4,免费评估
28,诺丁汉特伦特大学Nottingham Trent University,92.4%,91.9%,4.1%,128,76.8%,89.3,免费评估
29,谢菲尔德大学The University of Sheffield,78.1%,80.4%,31.1%,149,75.0%,89.1,免费评估
30,利物浦大学The University of Liverpool,81.7%,83.1%,26.3%,140,74.8%,89.0,免费评估
31,约克大学The University of York,80.6%,78.1%,23.9%,143,77.2%,88.6,免费评估
32,赫尔大学The University of Hull,87.1%,84.3%,31.7%,112,70.4%,88.2,免费评估
33,伦敦大学玛丽女王学院Queen Mary University of London,78.8%,77.2%,45.1%,128,69.7%,88.1,免费评估
33,爱丁堡大学The University of Edinburgh,72.9%,70.3%,38.2%,172,69.3%,88.1,免费评估
35,莱斯特大学University of Leicester,77.2%,80.4%,29.7%,131,77.0%,87.9,免费评估
36,英国女王大学Queen's University Belfast,81.7%,84.4%,36.9%,133,63.7%,87.7,免费评估
36,朴茨茅斯大学University of Portsmouth,88.7%,85.2%,14.9%,111,76.3%,87.7,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,90.3%,89.1%,14.9%,116,69.6%,87.4,免费评估
39,斯塔福德郡大学Staffordshire University,96.8%,94.7%,,96,74.4%,87.3,免费评估
39,考文垂大学Coventry University,92.3%,90.2%,2.0%,117,73.8%,87.3,免费评估
41,雷丁大学University of Reading,78.8%,75.3%,35.0%,134,70.4%,87.2,免费评估
42,基尔大学Keele University,90.9%,90.2%,16.4%,119,63.1%,86.7,免费评估
43,温切斯特大学University of Winchester,90.9%,84.6%,7.5%,114,,86.5,免费评估
43,阿尔斯特大学University of Ulster,92.2%,91.0%,17.2%,110,62.7%,86.5,免费评估
45,班戈大学Bangor University,81.9%,81.9%,31.5%,123,65.4%,86.3,免费评估
46,普利茅斯大学University of Plymouth,86.3%,84.4%,25.8%,111,65.4%,86.0,免费评估
47,格林威治大学The University of Greenwich,79.8%,82.6%,7.4%,127*,79.2%,85.9,免费评估
48,切斯特大学University of Chester,91.1%,89.1%,6.4%,112,67.5%,85.8,免费评估
49,格罗斯特大学University of Gloucestershire,89.6%,87.9%,14.5%,120,60.4%,85.4,免费评估
50,伦敦国王学院King's College London,69.1%,69.4%,40.0%,160,64.0%,85.2,免费评估
51,诺桑比亚大学Northumbria University,84.3%,85.0%,15.4%,131,61.2%,84.8,免费评估
52,西英格兰大学University of the West of England,89.6%,88.7%,6.4%,113,63.8%,84.6,免费评估
53,赫特福德大学University of Hertfordshire,85.8%,85.0%,,105,75.5%,84.3,免费评估
54,"伦敦大学伯克贝克学院Birkbeck, University Of London",75.7%,72.1%,34.7%,104,72.0%,84.2,免费评估
55,德比大学University of Derby,80.9%,82.5%,3.6%,108,78.3%,84.1,免费评估
56,南威尔士大学The University of South Wales,95.6%,87.3%,,124,49.8%,82.9,免费评估
57,伍斯特大学University of Worcester,89.0%,88.3%,8.1%,105,57.8%,82.8,免费评估
57,利物浦约翰摩尔斯大学Liverpool John Moores University,84.2%,80.3%,,127,65.5%,82.8,免费评估
59,索尔福德大学University of Salford,83.8%,78.3%,16.7%,109,61.5%,82.5,免费评估
60,利兹贝克特大学Leeds Beckett University,83.7%,86.9%,5.6%,107,61.8%,82.0,免费评估
60,谢菲尔德哈莱姆大学Sheffield Hallam University,81.4%,80.1%,13.4%,116,60.7%,82.0,免费评估
62,艾芝西尔大学Edge Hill University,81.1%,81.4%,6.2%,113,62.0%,81.2,免费评估
63,伯恩茅斯大学Bournemouth University,79.9%,79.5%,19.9%,116,54.3%,81.1,免费评估
64,中央兰开夏大学University of Central Lancashire,80.9%,79.6%,9.8%,118,56.5%,80.6,免费评估
65,牛津布鲁克斯大学Oxford Brookes University,74.1%,75.3%,17.3%,124,58.8%,80.4,免费评估
