Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,533.0,4.54,3.15,70.0,100.0,免费评估
2,班戈大学Bangor University,411.0,4.62,2.55,90.0,90.7,免费评估
3,亚伯大学Aberystwyth University,403.0,4.28,2.8,80.0,86.8,免费评估
4,格拉斯哥大学University of Glasgow,,4.46,2.55,70.0,84.0,免费评估
5,卡迪夫大学Cardiff University,441.0,4.02,2.55,70.0,82.4,免费评估
6,斯旺西大学Swansea University,319.0,4.18,2.8,85.0,80.7,免费评估
7,阿伯丁大学University of Aberdeen,,4.07,1.7,90.0,75.8,免费评估
8,爱丁堡大学The University of Edinburgh,,3.89,2.5,,75.7,免费评估
9,英国女王大学Queen's University Belfast,367.0,4.22,2.05,60.0,70.8,免费评估
10,阿尔斯特大学University of Ulster,290.0,4.05,3.1,25.0,63.6,免费评估
11,利物浦大学The University of Liverpool,,3.81,2.3,35.0,60.4,免费评估
12,高地与群岛大学University of the Highlands and Islands,340.0,,1.5,,54.2,免费评估
