Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,宾夕法尼亚大学University of Pennsylvania,UnitedStates,77.0,78.4,49.9,100.0,100.0,285.4,免费评估
2,伦敦国王学院King's College London,UnitedKingdom,48.7,83.0,67.7,93.9,29.2,245.0,免费评估
3,旧金山大学University of San Francisco,UnitedStates,62.8,78.7,64.5,74.8,48.4,238.8,免费评估
4,Radboud University Nijmegen,Netherlands,38.6,94.8,81.3,74.8,0.0,224.4,免费评估
5,Karolinska Institute,Sweden,61.8,79.9,74.9,66.4,0.0,223.1,免费评估
6,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,60.4,75.7,49.5,64.2,50.5,220.3,免费评估
6,"悉尼科技大学University of Technology, Sydney",Australia,60.1,79.0,67.7,61.8,29.2,220.3,免费评估
8,KU Leuven,Belgium,35.3,92.4,96.5,70.7,0.0,217.7,免费评估
9,Maastricht University,Netherlands,35.6,89.3,94.5,72.8,0.0,216.6,免费评估
10,南安普顿大学University of Southampton,UnitedKingdom,33.4,100.0,82.6,66.4,0.0,216.3,免费评估
11,格里菲斯大学Griffith University,Australia,56.9,75.1,65.0,70.7,0.0,215.8,免费评估
12,昆士兰大学The University of Queensland,Australia,53.0,81.0,61.4,66.4,0.0,212.7,免费评估
13,多伦多大学University of Toronto,Canada,59.1,71.0,77.0,59.4,29.2,210.8,免费评估
14,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,41.5,76.9,46.5,74.8,38.6,210.2,免费评估
15,埃默里大学Emory University,UnitedStates,54.7,78.4,55.6,54.2,58.3,210.1,免费评估
16,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,54.7,70.7,61.1,59.4,61.9,209.4,免费评估
17,曼彻斯特大学The University of Manchester,UnitedKingdom,45.4,84.9,60.8,66.4,0.0,208.8,免费评估
18,纽约大学New York University,UnitedStates,54.9,73.3,46.6,59.4,58.3,208.6,免费评估
19,约翰霍普金斯大学Johns Hopkins University,UnitedStates,57.4,73.6,53.8,45.4,100.0,207.1,免费评估
20,Ghent University,Belgium,34.0,79.9,85.8,68.6,29.2,205.4,免费评估
21,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,64.5,69.7,52.9,59.4,0.0,204.2,免费评估
22,VU University Amsterdam,Netherlands,35.6,78.1,69.4,74.8,0.0,202.4,免费评估
23,University of Basel,Switzerland,30.8,94.8,92.2,56.9,0.0,200.9,免费评估
23,National University of Singapore,Singapore,47.3,79.3,100.0,48.5,29.2,200.9,免费评估
25,悉尼大学The University of Sydney,Australia,58.6,74.8,65.9,54.2,0.0,200.8,免费评估
26,杜克大学Duke University,UnitedStates,65.5,66.4,40.4,48.5,50.5,198.6,免费评估
27,Chang Gung University,China-Taiwan,37.2,75.4,52.9,68.6,29.2,197.6,免费评估
28,National Taiwan University,China-Taiwan,34.7,71.7,66.7,68.6,29.2,194.2,免费评估
29,哥伦比亚大学Columbia University,UnitedStates,48.5,79.3,45.1,51.4,29.2,194.0,免费评估
30,堪萨斯大学University of Kansas,UnitedStates,40.5,72.3,31.6,66.4,29.2,191.4,免费评估
31,昆士兰科技大学Queensland University of Technology,Australia,45.8,72.9,68.4,48.5,50.5,191.1,免费评估
32,蒙纳什大学Monash University,Australia,61.5,72.3,62.1,42.0,0.0,188.3,免费评估
33,俄亥俄州立大学Ohio State University,UnitedStates,50.7,73.9,30.5,42.0,71.5,186.9,免费评估
34,耶鲁大学Yale University,UnitedStates,52.0,75.4,53.5,38.3,50.5,186.6,免费评估
35,诺丁汉大学University of Nottingham,UnitedKingdom,35.8,82.7,68.3,54.2,0.0,186.3,免费评估
35,麦吉尔大学McGill University,Canada,37.0,82.7,61.7,54.2,0.0,186.3,免费评估
37,西安大略大学University of Western Ontario,Canada,33.4,94.1,49.1,48.5,0.0,185.8,免费评估
38,阿尔伯塔大学University of Alberta,Canada,48.3,70.1,65.5,48.5,29.2,185.7,免费评估
39,Taipei Medical University,China-Taiwan,36.5,70.1,43.6,64.2,29.2,185.3,免费评估
40,英属哥伦比亚大学University of British Columbia,Canada,49.6,77.5,67.4,38.3,29.2,184.8,免费评估
41,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,49.3,67.0,53.7,45.4,58.3,184.1,免费评估
41,天主教大学Australian Catholic University,Australia,47.6,72.6,63.3,45.4,29.2,184.1,免费评估
43,University of Roma - Tor Vergata,Italy,23.7,93.1,93.6,48.5,0.0,184.0,免费评估
44,University of Turku,Finland,41.7,77.2,81.8,48.5,0.0,183.8,免费评估
45,Erasmus University Rotterdam,Netherlands,29.4,84.6,77.7,54.2,0.0,183.7,免费评估
46,Uppsala University,Sweden,49.3,80.4,75.1,38.3,0.0,183.1,免费评估
47,科廷大学Curtin University,Australia,47.3,76.6,68.3,45.4,0.0,182.9,免费评估
48,Lund University,Sweden,44.1,76.9,64.3,48.5,0.0,182.4,免费评估
49,Indiana University-Purdue University at Indianapolis,UnitedStates,49.7,72.6,25.7,42.0,63.6,182.2,免费评估
49,University of Western Sydney,Australia,51.2,79.6,65.3,38.3,0.0,182.2,免费评估
