Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,87%,4.4/9,516.0,83.00%,100.0,免费评估
2,剑桥大学University of Cambridge,88%,3.6/9,538.0,82.00%,99.5,免费评估
3,杜伦大学Durham University,81%,1.8/9,491.0,75.00%,88.0,免费评估
4,巴斯大学University of Bath,85%,2.4/9,,69.00%,87.5,免费评估
5,布里斯托大学University of Bristol,74%,3.0/9,434.0,85.00%,86.6,免费评估
6,埃克塞特大学University of Exeter,81%,2.5/9,382.0,79.00%,86.5,免费评估
7,伦敦大学学院University College London,77%,2.4/9,449.0,78.00%,85.7,免费评估
8,谢菲尔德大学The University of Sheffield,80%,3.8/9,411.0,61.00%,85.4,免费评估
9,伯明翰大学University of Birmingham,81%,2.9/9,,62.00%,84.0,免费评估
10,曼彻斯特大学The University of Manchester,74%,4.5/9,357.0,,83.1,免费评估
11,诺丁汉大学University of Nottingham,75%,3.3/9,357.0,74.00%,82.4,免费评估
12,格拉斯哥大学University of Glasgow,82%,0.4/9,,65.00%,77.4,免费评估
13,朴茨茅斯大学University of Portsmouth,86%,,273.0,64.00%,76.1,免费评估
14,利兹大学University of Leeds,81%,1.2/9,387.0,45.00%,75.1,免费评估
