Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,78.3%,72.4%,49.0%,220,93.8%,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,85.8%,91.0%,36.6%,150,96.6%,96.8,免费评估
3,伦敦大学学院University College London,71.0%,71.7%,54.1%,175,100.0%,96.2,免费评估
4,伯明翰大学University of Birmingham,86.6%,85.4%,42.0%,135,96.2%,95.8,免费评估
5,英国女王大学Queen's University Belfast,92.5%,94.0%,35.2%,138,86.8%,95.7,免费评估
6,爱丁堡大学The University of Edinburgh,80.0%,71.6%,35.1%,184,95.0%,95.6,免费评估
7,拉夫堡大学Loughborough University,77.4%,76.7%,58.3%,149,90.7%,94.9,免费评估
8,赫瑞瓦特大学Heriot Watt University,84.7%,77.7%,38.1%,159,87.1%,94.1,免费评估
9,卡迪夫大学Cardiff University,86.4%,88.8%,36.8%,152,78.8%,93.3,免费评估
10,雷丁大学University of Reading,82.4%,81.5%,40.0%,147,,92.4,免费评估
11,曼彻斯特大学The University of Manchester,74.7%,76.6%,36.5%,150,92.6%,91.6,免费评估
12,格罗斯特大学University of Gloucestershire,87.3%,90.2%,20.6%,127,80.0%,89.5,免费评估
13,利物浦大学The University of Liverpool,81.4%,81.8%,26.3%,140,80.0%*,89.1,免费评估
14,阿尔斯特大学University of Ulster,93.8%,88.4%,28.6%,126,64.2%,88.9,免费评估
15,邓迪大学University of Dundee,83.9%,77.4%,8.7%,,85.2%,88.6,免费评估
16,纽卡斯尔大学Newcastle University,72.0%,72.5%,43.7%,134,83.9%,88.4,免费评估
17,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,89.7%,85.2%,9.1%,173,61.5%,88.3,免费评估
18,西英格兰大学University of the West of England,86.3%,86.1%,10.6%,120,85.4%,88.0,免费评估
19,诺丁汉特伦特大学Nottingham Trent University,86.2%,86.0%,3.4%,,75.0%*,87.1,免费评估
20,Manchester Metropolitan University,83.0%,84.6%,9.7%,,75.0%,86.5,免费评估
21,利兹贝克特大学Leeds Beckett University,82.4%,78.3%,5.6%,105,77.1%,82.5,免费评估
22,伯明翰城市大学Birmingham City University,80.4%,73.1%,2.7%,91*,78.9%,80.2,免费评估
23,牛津布鲁克斯大学Oxford Brookes University,69.5%,71.8%,17.6%,120,69.4%,80.0,免费评估
24,格林威治大学The University of Greenwich,76.3%,67.4%,2.0%,,68.2%,78.0,免费评估
25,威斯敏斯特大学University of Westminster,73.8%,77.3%,10.7%,119,51.5%,77.0,免费评估
