Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,"University of California, Berkeley",United States,76.8,88.8,68.2,100.0,73.3,352.6,免费评估
2,Stanford University,United States,57.3,99.3,67.2,76.5,94.1,340.7,免费评估
3,Massachusetts Institute of Technology (MIT),United States,71.4,88.6,67.1,84.3,79.8,337.5,免费评估
4,California Institute of Technology,United States,47.7,85.9,62.2,69.0,100.0,315.2,免费评估
5,Harvard University,United States,59.5,81.9,70.3,77.4,72.3,305.1,免费评估
6,Northwestern University,United States,60.9,87.0,64.0,87.3,42.6,290.6,免费评估
7,Swiss Federal Institute of Technology Zurich,Switzerland,69.9,71.3,78.1,72.6,46.5,275.8,免费评估
8,剑桥大学University of Cambridge,United Kingdom,65.4,80.8,82.9,73.8,36.9,273.5,免费评估
9,Kyoto University,Japan,87.3,63.4,49.4,95.0,15.1,270.6,免费评估
10,University of Chicago,United States,68.5,79.4,63.4,75.2,32.6,268.3,免费评估
11,The University of Texas at Austin,United States,59.5,85.1,61.1,65.7,45.2,267.7,免费评估
12,Nanyang Technological University,Singapore,83.5,91.4,77.5,67.6,0.0,258.0,免费评估
13,牛津大学University of Oxford,United Kingdom,67.0,80.5,77.0,71.3,15.1,249.3,免费评估
14,The University of Tokyo,Japan,81.6,65.9,50.2,90.9,0.0,248.4,免费评估
15,Texas A&M University,United States,51.5,71.1,65.4,56.5,52.2,244.4,免费评估
16,"University of California, Los Angeles",United States,50.5,90.8,69.3,66.4,19.5,241.0,免费评估
17,Peking University,China,86.3,72.8,48.4,68.6,0.0,237.4,免费评估
18,"University of California, Santa Barbara",United States,47.2,87.0,70.8,59.9,27.5,235.8,免费评估
19,Columbia University,United States,40.8,78.3,64.8,55.1,47.7,234.8,免费评估
20,University of Science and Technology of China,China,84.0,76.9,48.7,62.5,0.0,233.1,免费评估
21,University of North Carolina at Chapel Hill,United States,42.6,80.1,61.1,56.8,38.9,230.7,免费评估
22,Tsinghua University,China,90.3,76.4,47.0,54.5,0.0,230.6,免费评估
23,"University of California, San Diego",United States,48.7,78.1,63.3,60.0,30.2,229.6,免费评估
24,Swiss Federal Institute of Technology Lausanne,Switzerland,60.6,91.6,84.5,59.3,0.0,228.4,免费评估
25,National University of Singapore,Singapore,75.0,82.5,74.4,54.9,0.0,227.4,免费评估
26,Osaka University,Japan,76.4,61.9,55.4,76.6,0.0,226.0,免费评估
27,Zhejiang University,China,100.0,70.1,46.1,46.6,0.0,225.9,免费评估
28,University of Illinois at Urbana-Champaign,United States,56.5,75.5,60.4,68.2,12.3,224.5,免费评估
29,University of Toronto,Canada,57.1,72.8,67.2,60.5,19.5,223.4,免费评估
30,Cornell University,United States,48.9,76.0,68.7,56.4,26.1,221.2,免费评估
31,Fudan University,China,78.2,75.7,50.5,55.6,0.0,219.6,免费评估
32,University of Utah,United States,41.3,70.1,60.7,43.4,52.2,219.2,免费评估
33,University of Southern California,United States,35.8,75.7,62.9,38.8,53.7,216.6,免费评估
34,University of Pennsylvania,United States,48.8,82.1,57.8,55.1,17.4,214.9,免费评估
35,Nanjing University,China,86.9,71.8,44.0,47.1,0.0,214.6,免费评估
36,Georgia Institute of Technology,United States,62.0,85.9,72.9,50.6,0.0,213.1,免费评估
37,Jilin University,China,99.5,62.5,41.4,42.0,0.0,212.3,免费评估
38,"The Imperial College of Science, Technology and Medicine",United Kingdom,60.9,76.2,78.7,44.1,15.1,212.1,免费评估
39,Nagoya University,Japan,53.6,60.5,51.8,58.8,28.2,211.4,免费评估
40,Purdue University - West Lafayette,United States,53.2,72.8,55.4,44.1,30.2,211.3,免费评估
41,"University of Minnesota, Twin Cities",United States,54.7,72.8,60.8,47.2,21.3,208.2,免费评估
42,University of Michigan-Ann Arbor,United States,56.7,76.9,61.2,61.4,0.0,207.2,免费评估
43,Carnegie Mellon University,United States,35.6,82.7,65.0,35.6,38.9,205.8,免费评估
44,Korea Advanced Institute of Science and Technology,South Korea,63.5,78.3,54.5,52.2,0.0,204.9,免费评估
44,University of Wisconsin - Madison,United States,55.4,76.9,61.5,60.3,0.0,204.9,免费评估
46,Rice University,United States,40.5,92.2,68.7,33.9,24.6,204.8,免费评估
47,Nankai University,China,76.4,74.3,36.8,46.4,0.0,204.5,免费评估
48,Hokkaido University,Japan,61.4,61.1,50.3,48.2,21.3,202.0,免费评估
49,Pierre and Marie Curie University - Paris 6,France,71.8,62.8,76.3,52.1,0.0,201.9,免费评估
50,Tohoku University,Japan,72.6,60.8,61.3,55.1,0.0,200.7,免费评估
50,Weizmann Institute of Science,Israel,34.7,73.8,75.1,43.4,33.7,200.7,免费评估
