Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,54.0%,216,85.1%,100.0,免费评估
2,杜伦大学Durham University,86.1%,75.6%,34.6%,205,86.8%,93.6,免费评估
3,牛津大学University of Oxford,,,41.3%,199,77.3%,92.6,免费评估
4,华威大学The University of Warwick,,,45.2%,167*,66.9%,92.4,免费评估
5,曼彻斯特大学The University of Manchester,,,48.9%,148,73.8%,92.1,免费评估
6,肯特大学University of Kent,96.4%,93.2%,41.9%,123,,91.8,免费评估
6,埃克塞特大学University of Exeter,88.3%,88.3%,35.1%,176,76.0%,91.8,免费评估
8,班戈大学Bangor University,94.3%,91.1%,39.6%,,56.4%,90.7,免费评估
9,伦敦大学学院University College London,,,43.7%,180,83.3%,90.6,免费评估
9,伯明翰大学University of Birmingham,83.1%,77.5%,33.7%,164,90.3%,90.6,免费评估
11,布里斯托大学University of Bristol,,,36.0%,172,78.8%,90.0,免费评估
12,巴斯大学University of Bath,77.8%,81.9%,27.4%,165,88.5%,88.1,免费评估
13,利兹大学University of Leeds,86.1%,87.7%,30.6%,157,67.8%,87.4,免费评估
14,爱丁堡大学The University of Edinburgh,82.6%,84.8%,30.3%,183,60.8%,86.9,免费评估
15,朴茨茅斯大学University of Portsmouth,91.7%,89.1%,32.2%,102,69.4%,85.7,免费评估
16,Manchester Metropolitan University,86.1%,83.1%,29.0%,,56.8%*,84.1,免费评估
17,卡迪夫大学Cardiff University,80.7%,82.9%,32.5%,134*,62.3%,83.5,免费评估
18,赫尔大学The University of Hull,80.1%,75.4%,22.7%,,67.0%*,81.8,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,73.1%,64.3%,48.3%,,56.1%,80.5,免费评估
20,诺丁汉特伦特大学Nottingham Trent University,90.7%,92.6%,7.6%,108*,67.2%,80.4,免费评估
21,雷丁大学University of Reading,80.6%,70.6%,41.7%,139,35.0%,80.0,免费评估
