Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,77%,4.3/9,483,93.00%,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,82%,4.1/9,364,94.00%,96.0,免费评估
3,雷丁大学University of Reading,75%,3.6/9,406,100.00%,94.9,免费评估
4,拉夫堡大学Loughborough University,88%,4.0/9,316,77.00%,91.6,免费评估
5,纽卡斯尔大学Newcastle University,79%,3.7/9,328,90.00%,90.6,免费评估
6,卡迪夫大学Cardiff University,75%,4.0/9,351,86.00%,89.5,免费评估
7,伦敦大学学院University College London,75%,3.3/9,382,80.00%,87.0,免费评估
8,谢菲尔德哈莱姆大学Sheffield Hallam University,83%,3.1/9,281,72.00%,83.6,免费评估
9,The Queen's,75%,2.0/9,328,90.00%,83.3,免费评估
10,曼彻斯特大学The University of Manchester,74%,3.3/9,337,72.00%,82.2,免费评估
11,邓迪大学University of Dundee,76%,1.8/9,279,89.00%,80.9,免费评估
12,利物浦大学The University of Liverpool,70%,2.5/9,315,86.00%,80.6,免费评估
13,诺丁汉特伦特大学Nottingham Trent University,78%,1.3/9,297,86.00%,80.4,免费评估
14,格罗斯特大学University of Gloucestershire,,2.0/9,326,82.00%,79.9,免费评估
15,赫瑞瓦特大学Heriot Watt University,63%,3.1/9,334,85.00%,79.8,免费评估
16,牛津布鲁克斯大学Oxford Brookes University,74%,1.9/9,329,74.00%,78.7,免费评估
17,曼彻斯特城市大学Manchester Metropolitan University,69%,1.8/9,283,91.00%,78.1,免费评估
18,阿伯丁大学University of Aberdeen,59%,3.3/9,342,81.00%,78.0,免费评估
19,伯明翰大学University of Birmingham,,2.4/9,346,68.00%,77.6,免费评估
20,西英格兰大学University of the West of England,74%,2.1/9,284,75.00%,77.0,免费评估
21,伯明翰城市大学Birmingham City University,69%,1.7/9,196,100.00%,75.9,免费评估
22,Leeds Met,69%,,273,86.00%,70.9,免费评估
23,金斯顿大学Kingston University,73%,0.6/9,219,75.00%,68.9,免费评估
24,利物浦约翰摩尔斯大学Liverpool John Moores University,68%,1.4/9,204,67.00%,65.4,免费评估
25,阿尔斯特大学University of Ulster,69%,,228,54.00%,59.8,免费评估
