Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,兰卡斯特大学Lancaster University,148.0,4.09,3.14,95.0,100.0,免费评估
2,纽卡斯尔大学Newcastle University,161.0,4.22,3.46,,99.9,免费评估
3,伯明翰大学University of Birmingham,168.0,4.07,3.19,80.0,99.5,免费评估
4,华威大学The University of Warwick,163.0,3.9,3.53,65.0,97.7,免费评估
5,伦敦大学皇家霍洛威学院Royal Holloway University of London,151.0,4.16,3.19,75.0,97.6,免费评估
6,萨里大学University of Surrey,149.0,4.1,3.01,,95.4,免费评估
7,英国女王大学Queen's University Belfast,144.0,3.76,3.19,,94.4,免费评估
8,诺丁汉大学University of Nottingham,151.0,3.78,3.27,60.0,94.4,免费评估
9,东英吉利大学University of East Anglia,154.0,3.81,3.27,60.0,93.7,免费评估
10,班戈大学Bangor University,122.0,4.01,3.05,70.0,92.6,免费评估
11,曼彻斯特城市大学Manchester Metropolitan University,122.0,4.36,3.07,65.0,91.9,免费评估
12,贝德福德大学University of Bedfordshire,108.0,4.53,3.23,,91.8,免费评估
13,亚伯大学Aberystwyth University,119.0,4.18,2.87,65.0,90.8,免费评估
14,伦敦南岸大学London South Bank University,102.0,4.28,2.42,85.0,90.1,免费评估
15,德蒙福特大学De Montfort University,113.0,4.08,2.84,70.0,89.8,免费评估
16,普利茅斯大学University of Plymouth,122.0,4.13,2.69,55.0,89.1,免费评估
17,布鲁内尔大学Brunel University,128.0,3.78,2.55,60.0,89.0,免费评估
18,朴茨茅斯大学University of Portsmouth,104.0,3.78,2.61,80.0,88.3,免费评估
19,中央兰开夏大学University of Central Lancashire,131.0,4.15,2.6,55.0,88.3,免费评估
20,埃塞克斯大学University of Essex,120.0,3.57,3.01,,88.2,免费评估
21,赫尔大学The University of Hull,119.0,3.95,2.8,,88.1,免费评估
22,格林威治大学The University of Greenwich,121.0,4.3,2.48,55.0,88.1,免费评估
23,德比大学University of Derby,105.0,4.17,2.63,70.0,87.9,免费评估
24,巴斯斯巴大学Bath Spa University,117.0,3.68,2.72,65.0,87.9,免费评估
25,威斯敏斯特大学University of Westminster,99.0,4.11,3.11,60.0,87.5,免费评估
26,切斯特大学University of Chester,114.0,4.25,2.3,65.0,87.5,免费评估
27,西英格兰大学University of the West of England,129.0,3.66,2.81,45.0,87.1,免费评估
28,温切斯特大学University of Winchester,121.0,4.01,2.59,55.0,87.0,免费评估
29,罗汉普顿大学Roehampton University,111.0,3.94,2.92,55.0,86.8,免费评估
30,考文垂大学Coventry University,118.0,4.09,,75.0,86.7,免费评估
31,艾芝西尔大学Edge Hill University,121.0,4.24,2.4,50.0,86.6,免费评估
32,伯恩茅斯大学Bournemouth University,141.0,3.79,3.1,30.0,85.9,免费评估
33,索尔福德大学University of Salford,122.0,3.97,2.45,55.0,85.9,免费评估
34,奇切斯特大学University of Chichester,106.0,4.09,2.58,55.0,85.7,免费评估
35,金斯顿大学Kingston University,110.0,3.95,2.84,50.0,85.1,免费评估
36,格罗斯特大学University of Gloucestershire,111.0,4.18,2.07,55.0,84.8,免费评估
37,伍斯特大学University of Worcester,113.0,4.04,2.21,55.0,84.7,免费评估
38,南威尔士大学The University of South Wales,,4.05,2.56,45.0,84.5,免费评估
39,利物浦约翰摩尔斯大学Liverpool John Moores University,133.0,4.01,,50.0,84.2,免费评估
40,剑桥安鲁大学Anglia Ruskin University,104.0,4.17,2.43,40.0,83.4,免费评估
41,波尔顿大学University of Bolton,90.0,4.45,2.41,,83.3,免费评估
42,谢菲尔德哈莱姆大学Sheffield Hallam University,110.0,4.17,2.58,35.0,83.2,免费评估
43,北安普顿大学The University of Northampton,104.0,4.12,2.46,35.0,83.1,免费评估
44,法尔茅斯大学Falmouth University,116.0,3.74,,60.0,82.8,免费评估
45,"特威克南圣玛丽大学St Mary's, Twickenham",97.0,4.37,,60.0,82.7,免费评估
46,约克圣约翰大学York St John University,110.0,3.75,2.14,,81.9,免费评估
47,布莱顿大学University of Brighton,118.0,3.85,,,81.4,免费评估
48,东伦敦大学University of East London,,4.1,2.47,30.0,80.8,免费评估
49,南安普顿索伦特大学Southampton Solent University,110.0,4.2,,35.0,79.7,免费评估
50,Canterbury Christ Church,88.0,3.87,2.41,40.0,79.2,免费评估
