Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,78.80%,83.70%,49.00%,600,95.90%,100.0,免费评估
2,雷丁大学University of Reading,74.20%,83.10%,40.00%,393,95.10%,93.8,免费评估
3,阿尔斯特大学University of Ulster,80.50%,89.30%,28.60%,288,94.10%,93.1,免费评估
4,牛津布鲁克斯大学Oxford Brookes University,82.80%,89.30%,17.60%,327,89.20%,92.7,免费评估
5,诺丁汉特伦特大学Nottingham Trent University,80.40%,83.20%,3.40%,297,92.20%,89.0,免费评估
6,谢菲尔德哈莱姆大学Sheffield Hallam University,72.30%,82.00%,13.40%,270,96.10%,87.7,免费评估
7,伯明翰城市大学Birmingham City University,80.40%,83.20%,2.70%,260*,70.60%,86.5,免费评估
8,格林威治大学The University of Greenwich,71.50%,78.90%,2.00%,308*,68.80%,84.1,免费评估
9,威斯敏斯特大学University of Westminster,67.30%,79.30%,10.70%,285,72.90%,84.0,免费评估
10,普利茅斯大学University of Plymouth,79.70%,86.30%,13.20%,,16.7%*,83.4,免费评估
