Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,3.3/9,,82.00%,100.0,免费评估
2,拉夫堡大学Loughborough University,92%,3.2/9,384.0,71.00%,99.2,免费评估
3,伦敦大学学院University College London,78%,3.4/9,447.0,83.00%,98.2,免费评估
4,牛津大学University of Oxford,74%,4.4/9,515.0,67.00%,98.1,免费评估
5,卡迪夫大学Cardiff University,84%,2.9/9,,80.00%,96.8,免费评估
6,曼彻斯特大学The University of Manchester,84%,3.5/9,425.0,65.00%,96.0,免费评估
7,邓迪大学University of Dundee,85%,3.7/9,368.0,68.00%,95.6,免费评估
8,爱丁堡大学The University of Edinburgh,90%,2.8/9,,66.00%,95.4,免费评估
9,布里斯托大学University of Bristol,80%,2.9/9,418.0,80.00%,95.0,免费评估
10,纽卡斯尔大学Newcastle University,87%,3.0/9,380.0,69.00%,94.8,免费评估
11,萨塞克斯大学University of Sussex,84%,3.2/9,365.0,72.00%,94.0,免费评估
12,利兹大学University of Leeds,87%,3.1/9,391.0,62.00%,93.6,免费评估
13,阿伯丁大学University of Aberdeen,88%,1.9/9,369.0,80.00%,93.4,免费评估
14,The Queen's,83%,3.0/9,354.0,72.00%,92.3,免费评估
15,利物浦大学The University of Liverpool,85%,2.6/9,413.0,63.00%,92.1,免费评估
16,伦敦国王学院King's College London,79%,3.2/9,388.0,71.00%,91.9,免费评估
17,雷丁大学University of Reading,81%,1.8/9,346.0,90.00%,90.9,免费评估
18,诺丁汉大学University of Nottingham,83%,2.0/9,387.0,73.00%,90.4,免费评估
19,格拉斯哥大学University of Glasgow,80%,2.9/9,393.0,64.00%,89.8,免费评估
20,莱斯特大学University of Leicester,,,418.0,79.00%,87.3,免费评估
21,哈德斯菲尔德大学University of Huddersfield,86%,,331.0,89.00%,86.1,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,76%,3.1/9,,62.00%,85.1,免费评估
23,布拉德福德大学University of Bradford,82%,1.9/9,,62.00%,83.7,免费评估
24,索尔福德大学University of Salford,83%,1.8/9,,52.00%,80.5,免费评估
25,基尔大学Keele University,92%,,287.0,61.00%,80.1,免费评估
26,阿尔斯特大学University of Ulster,75%,,307.0,83.00%,77.4,免费评估
27,普利茅斯大学University of Plymouth,85%,1.0/9,252.0,,76.8,免费评估
28,曼彻斯特城市大学Manchester Metropolitan University,74%,1.9/9,,42.00%,70.4,免费评估
29,北安普顿大学The University of Northampton,72%,,234.0,76.00%,70.2,免费评估
30,威斯敏斯特大学University of Westminster,77%,,267.0,52.00%,68.1,免费评估
