Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,45.0%,215,88.9%,100.0,免费评估
2,牛津大学University of Oxford,,,36.2%,209,84.6%,96.2,免费评估
3,曼彻斯特大学The University of Manchester,,,48.9%,161,67.2%,95.3,免费评估
4,杜伦大学Durham University,76.8%,79.8%,34.6%,178,,92.8,免费评估
5,爱丁堡大学The University of Edinburgh,82.1%,82.3%,30.1%,166,66.2%,91.7,免费评估
6,利兹大学University of Leeds,78.7%,70.7%,30.6%,160,68.6%,89.5,免费评估
7,赫尔大学The University of Hull,84.3%,78.4%,22.7%,130*,,88.6,免费评估
8,诺丁汉特伦特大学Nottingham Trent University,86.1%,85.3%,10.0%,113*,76.2%,87.4,免费评估
8,诺丁汉大学University of Nottingham,69.8%,57.9%,27.3%,159,82.4%,87.4,免费评估
10,伦敦大学亚非学院SOAS University of London,79.8%,70.2%,26.3%,146,59.5%,86.2,免费评估
11,谢菲尔德大学The University of Sheffield,72.7%,70.4%,16.7%,155,61.6%,83.3,免费评估
12,牛津布鲁克斯大学Oxford Brookes University,82.6%,74.1%,,134,59.0%,81.4,免费评估
13,中央兰开夏大学University of Central Lancashire,80.4%,79.8%,,121,54.5%,79.6,免费评估
