Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,诺丁汉大学University of Nottingham,82.0,0.9,376.0,57.0,100.0,免费评估
2,雷丁大学University of Reading,83.0,0.7,358.0,70.0,97.6,免费评估
3,纽卡斯尔大学Newcastle University,84.0,0.6,324.0,73.0,93.6,免费评估
4,阿伯丁大学University of Aberdeen,,1.0,,37.0,90.6,免费评估
5,哈珀亚当斯大学Harper Adams University,86.0,0.3,315.0,78.0,90.4,免费评估
6,牛津布鲁克斯大学Oxford Brookes University,,,358.0,64.0,88.7,免费评估
7,班戈大学Bangor University,,0.6,322.0,42.0,83.8,免费评估
8,肯特大学University of Kent,67.0,,352.0,73.0,82.5,免费评估
9,西英格兰大学University of the West of England,,0.6,297.0,48.0,81.8,免费评估
10,林肯大学University of Lincoln,70.0,0.2,320.0,60.0,80.0,免费评估
11,亚伯大学Aberystwyth University,86.0,0.7,250.0,36.0,79.5,免费评估
12,英国女王大学Queen's University Belfast,55.0,0.4,313.0,77.0,79.5,免费评估
13,普利茅斯大学University of Plymouth,79.0,0.1,322.0,40.0,78.4,免费评估
14,格林威治大学The University of Greenwich,,0.4,,42.0,78.1,免费评估
14,伦敦大学皇家霍洛威学院Royal Holloway University of London,77.0,0.2,284.0,55.0,77.1,免费评估
16,伍斯特大学University of Worcester,,,275.0,70.0,76.4,免费评估
17,诺丁汉特伦特大学Nottingham Trent University,73.0,,287.0,43.0,71.1,免费评估
18,哥比亚大学University of Cumbria,,0.0,282.0,,65.3,免费评估
19,高地与群岛大学University of the Highlands and Islands,,0.1,,7.0,54.5,免费评估
