Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,52.5%,242,84.0%,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,90.3%,91.0%,37.6%,178,100.0%,98.7,免费评估
3,纽卡斯尔大学Newcastle University,89.5%,91.2%,47.8%,160,91.8%,96.4,免费评估
4,卡迪夫大学Cardiff University,90.7%,92.9%,33.3%,154,,94.1,免费评估
5,邓迪大学University of Dundee,78.3%,83.5%,55.4%,187,79.8%,93.6,免费评估
6,拉夫堡大学Loughborough University,88.2%,92.3%,52.1%,150,79.2%,93.1,免费评估
7,牛津大学University of Oxford,,,50.9%,208,76.3%,92.4,免费评估
7,格拉斯哥大学University of Glasgow,77.5%,81.3%,33.4%,199,84.7%,92.4,免费评估
9,伦敦大学学院University College London,73.6%,73.5%,55.4%,191,78.7%,91.6,免费评估
10,利物浦大学The University of Liverpool,90.5%,91.8%,31.7%,148,83.3%,91.5,免费评估
11,利兹大学University of Leeds,82.4%,83.6%,40.9%,165,82.1%,91.2,免费评估
12,索尔福德大学University of Salford,92.6%,90.0%,12.7%,150,90.5%,91.1,免费评估
13,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,91.1%,82.7%,8.1%,143,97.5%,90.4,免费评估
14,布里斯托大学University of Bristol,78.6%,78.0%,49.7%,171,75.0%,89.9,免费评估
15,斯旺西大学Swansea University,79.0%,77.6%,44.7%,156,,89.7,免费评估
16,阿伯丁大学University of Aberdeen,81.0%,81.5%,34.7%,193,70.3%,89.4,免费评估
17,伦敦大学玛丽女王学院Queen Mary University of London,81.7%,88.0%,26.1%,148,85.7%,89.0,免费评估
17,布莱顿大学University of Brighton,93.3%,88.4%,4.8%,125*,95.3%,89.0,免费评估
19,萨塞克斯大学University of Sussex,75.4%,76.5%,46.8%,141,84.9%,88.5,免费评估
20,哈德斯菲尔德大学University of Huddersfield,82.8%,77.5%,7.8%,132,99.7%,87.7,免费评估
21,曼彻斯特大学The University of Manchester,77.3%,77.4%,38.3%,163,76.4%,87.6,免费评估
22,伦敦国王学院King's College London,75.4%,74.5%,38.0%,163,78.4%,87.4,免费评估
23,英国女王大学Queen's University Belfast,72.9%,75.0%,33.3%,156,85.0%,87.2,免费评估
24,中央兰开夏大学University of Central Lancashire,92.9%,91.8%,8.3%,147*,74.4%,86.6,免费评估
24,北安普顿大学The University of Northampton,83.5%,78.1%,,128*,100.0%,86.6,免费评估
26,"圣乔治医学院St George's, University of London",77.3%,74.7%,20.0%,131,94.4%,86.5,免费评估
26,莱斯特大学University of Leicester,80.6%,83.3%,36.5%,147,73.0%,86.5,免费评估
28,诺丁汉大学University of Nottingham,77.1%,73.2%,26.5%,159,77.5%,85.5,免费评估
29,西英格兰大学University of the West of England,83.1%,82.2%,,110*,100.0%,85.4,免费评估
29,曼彻斯特城市大学Manchester Metropolitan University,84.9%,82.9%,12.0%,136,82.2%,85.4,免费评估
31,爱丁堡大学The University of Edinburgh,65.8%,67.6%,52.8%,176,68.7%,85.3,免费评估
32,卡迪夫都市大学Cardiff Metropolitan University,85.0%,82.8%,,112,93.8%,84.6,免费评估
32,朴茨茅斯大学University of Portsmouth,81.6%,74.7%,8.1%,131,89.5%,84.6,免费评估
34,考文垂大学Coventry University,87.9%,90.8%,4.5%,112,82.2%,83.9,免费评估
35,普利茅斯大学University of Plymouth,83.4%,81.0%,,140,79.9%,83.0,免费评估
36,雷丁大学University of Reading,81.7%,76.3%,26.6%,141,67.4%,82.9,免费评估
37,基尔大学Keele University,86.0%,87.4%,16.5%,127,68.4%,82.7,免费评估
38,班戈大学Bangor University,83.3%,80.7%,,133,77.8%,81.9,免费评估
39,玛格丽特女王大学Queen Margaret University,61.9%,58.7%,,156,97.4%,81.5,免费评估
40,威斯敏斯特大学University of Westminster,83.0%,87.1%,21.2%,111,68.6%,81.3,免费评估
40,德比大学University of Derby,95.9%,92.6%,1.6%,101,68.8%,81.3,免费评估
42,牛津布鲁克斯大学Oxford Brookes University,83.0%,79.7%,21.3%,130,63.6%,81.0,免费评估
43,东伦敦大学University of East London,81.2%,82.9%,,115,79.7%,80.6,免费评估
44,格林威治大学The University of Greenwich,77.1%,81.0%,2.2%,123,,79.7,免费评估
45,阿尔斯特大学University of Ulster,71.7%,72.2%,,127,83.1%,79.2,免费评估
46,剑桥安鲁大学Anglia Ruskin University,69.4%,62.3%,2.2%,110,88.2%,77.9,免费评估
