Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.0%,86.3%,78.3%,648,87.4%,100.0,免费评估
2,帝国理工学院Imperial College London,81.2%,89.3%,62.3%,538,91.5%,94.8,免费评估
3,牛津大学University of Oxford,73.2%,73.9%,70.8%,587,87.6%,93.1,免费评估
4,伯明翰大学University of Birmingham,80.3%,90.2%,49.3%,433,85.5%,89.1,免费评估
5,斯旺西大学Swansea University,91.6%,92.3%,45.5%,294,89.7%,88.6,免费评估
6,拉夫堡大学Loughborough University,86.2%,88.1%,41.8%,342,84.4%,86.7,免费评估
7,谢菲尔德大学The University of Sheffield,83.8%,87.8%,41.0%,420,73.9%,86.0,免费评估
8,埃克塞特大学University of Exeter,74.6%,76.4%,36.4%,385,89.7%,84.0,免费评估
9,曼彻斯特大学The University of Manchester,79.5%,82.9%,36.4%,407,69.6%,82.7,免费评估
10,伦敦大学玛丽女王学院Queen Mary University of London,76.5%,82.3%,40.0%,365,71.6%,81.7,免费评估
11,哈德斯菲尔德大学University of Huddersfield,93.5%,90.0%,10.2%,368,46.7%,77.9,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,78.7%,82.8%,17.8%,277,60.0%,74.8,免费评估
13,德蒙福特大学De Montfort University,62.6%,57.9%,12.5%,337,70.7%,71.2,免费评估
14,白金汉大学The University of Buckingham,77.8%,72.4%,,328,47.7%,70.1,免费评估
