Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,87%,4.7/9,521,69.00%,100.0,免费评估
2,剑桥大学University of Cambridge,87%,4.6/9,513,69.00%,99.1,免费评估
3,伦敦大学学院University College London,84%,4.0/9,486,82.00%,98.8,免费评估
4,埃克塞特大学University of Exeter,87%,4.9/9,429,66.00%,96.4,免费评估
5,杜伦大学Durham University,83%,3.9/9,509,73.00%,96.3,免费评估
6,约克大学The University of York,80%,5.2/9,472,72.00%,96.1,免费评估
7,华威大学The University of Warwick,81%,4.4/9,471,76.00%,95.6,免费评估
8,圣安德鲁斯大学University of St Andrews,84%,4.4/9,469,64.00%,93.9,免费评估
9,伦敦大学玛丽女王学院Queen Mary University of London,86%,4.8/9,374,66.00%,92.9,免费评估
10,利兹大学University of Leeds,83%,4.4/9,442,64.00%,92.5,免费评估
11,爱丁堡大学The University of Edinburgh,80%,4.8/9,446,64.00%,91.7,免费评估
12,谢菲尔德大学The University of Sheffield,81%,3.9/9,438,68.00%,91.1,免费评估
13,南安普顿大学University of Southampton,85%,3.7/9,418,61.00%,90.4,免费评估
14,莱斯特大学University of Leicester,87%,3.1/9,383,68.00%,90.3,免费评估
15,拉夫堡大学Loughborough University,90%,2.5/9,370,66.00%,90.0,免费评估
16,利物浦大学The University of Liverpool,81%,4.1/9,433,61.00%,89.7,免费评估
17,格拉斯哥大学University of Glasgow,82%,4.4/9,400,61.00%,89.5,免费评估
17,诺丁汉大学University of Nottingham,77%,4.5/9,446,65.00%,89.5,免费评估
19,兰卡斯特大学Lancaster University,82%,3.3/9,405,65.00%,88.5,免费评估
20,肯特大学University of Kent,83%,4.0/9,337,65.00%,88.3,免费评估
21,阿伯丁大学University of Aberdeen,86%,4.1/9,346,58.00%,88.2,免费评估
22,布里斯托大学University of Bristol,72%,3.6/9,463,76.00%,88.1,免费评估
23,卡迪夫大学Cardiff University,79%,4.2/9,423,60.00%,88.0,免费评估
24,东英吉利大学University of East Anglia,82%,3.5/9,406,61.00%,87.8,免费评估
25,伦敦大学皇家霍洛威学院Royal Holloway University of London,76%,4.0/9,417,64.00%,86.6,免费评估
26,德蒙福特大学De Montfort University,83%,4.6/9,262,63.00%,86.2,免费评估
27,伦敦国王学院King's College London,72%,3.3/9,448,72.00%,85.9,免费评估
28,纽卡斯尔大学Newcastle University,74%,3.9/9,444,62.00%,85.8,免费评估
29,赫尔大学The University of Hull,83%,2.6/9,332,68.00%,85.5,免费评估
30,The Queen's,79%,4.3/9,371,56.00%,85.0,免费评估
30,雷丁大学University of Reading,83%,3.7/9,365,54.00%,85.0,免费评估
32,伯明翰大学University of Birmingham,74%,3.7/9,421,63.00%,84.5,免费评估
32,萨塞克斯大学University of Sussex,73%,3.3/9,403,70.00%,84.5,免费评估
34,曼彻斯特大学The University of Manchester,71%,4.3/9,428,60.00%,84.1,免费评估
35,Bishop Grosseteste University College,,0.8/9,241,91.00%,82.7,免费评估
36,思克莱德大学University of Strathclyde,78%,2.7/9,369,62.00%,82.5,免费评估
37,布鲁内尔大学Brunel University,82%,2.7/9,303,62.00%,82.1,免费评估
38,邓迪大学University of Dundee,85%,2.4/9,352,49.00%,81.9,免费评估
38,斯特林大学University of Stirling,82%,2.6/9,319,60.00%,81.9,免费评估
40,基尔大学Keele University,79%,2.6/9,316,62.00%,81.0,免费评估
41,桑德兰大学University of Sunderland,89%,2.3/9,237,53.00%,80.9,免费评估
42,埃塞克斯大学University of Essex,79%,2.7/9,320,61.00%,80.8,免费评估
43,诺丁汉特伦特大学Nottingham Trent University,82%,2.6/9,280,61.00%,80.7,免费评估
44,伦敦大学金史密斯学院Goldsmiths University of London,75%,3.1/9,360,58.00%,80.6,免费评估
45,牛津布鲁克斯大学Oxford Brookes University,81%,2.1/9,333,59.00%,80.2,免费评估
46,亚伯大学Aberystwyth University,83%,2.4/9,312,54.00%,79.8,免费评估
47,切斯特大学University of Chester,86%,1.4/9,298,57.00%,79.7,免费评估
48,诺桑比亚大学Northumbria University,82%,1.6/9,319,57.00%,79.0,免费评估
49,朴茨茅斯大学University of Portsmouth,85%,2.6/9,295,44.00%,78.5,免费评估
50,阿斯顿大学Aston University,81%,1.4/9,341,,78.4,免费评估
51,哥比亚大学University of Cumbria,,0.7/9,276,75.00%,78.1,免费评估
52,赫特福德大学University of Hertfordshire,80%,2.4/9,271,57.00%,78.0,免费评估
53,斯旺西大学Swansea University,81%,2.7/9,310,46.00%,77.7,免费评估
54,剑桥安鲁大学Anglia Ruskin University,75%,3.1/9,273,60.00%,77.6,免费评估
55,巴斯斯巴大学Bath Spa University,78%,1.7/9,305,60.00%,77.5,免费评估
56,班戈大学Bangor University,79%,2.8/9,301,46.00%,76.3,免费评估
