Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,The Hong Kong Polytechnic University,China-Hong Kong,100.0,90.4,76.9,100.0,,302.9,免费评估
2,Griffith University,Australia,78.3,77.3,76.2,71.4,,235.1,免费评估
3,The University of Queensland,Australia,83.2,70.4,71.8,65.5,,232.7,免费评估
4,Pennsylvania State University - University Park,United States,71.3,78.7,62.4,61.2,,213.7,免费评估
5,拉夫堡大学Loughborough University,United Kingdom,75.2,68.6,57.0,50.2,,202.9,免费评估
6,萨里大学University of Surrey,United Kingdom,51.0,95.4,90.4,59.7,,192.9,免费评估
7,Purdue University - West Lafayette,United States,60.8,75.9,61.8,56.5,,191.9,免费评估
8,Virginia Polytechnic Institute and State University,United States,49.1,100.0,67.6,55.9,,186.4,免费评估
9,伯恩茅斯大学Bournemouth University,United Kingdom,54.0,89.3,64.6,52.0,,184.1,免费评估
10,伯明翰大学University of Birmingham,United Kingdom,55.7,71.3,52.3,59.1,,183.6,免费评估
11,Kyung Hee University,South Korea,56.1,81.3,91.9,47.6,,181.7,免费评估
12,University of Florida,United States,57.1,74.2,65.8,51.4,,180.8,免费评估
13,Temple University,United States,60.6,80.5,72.9,42.2,,180.7,免费评估
14,University of Otago,New Zealand,55.9,67.6,73.7,48.9,,174.0,免费评估
15,Texas A&M University,United States,54.7,74.2,65.3,47.6,,173.3,免费评估
16,The University of Waikato,New Zealand,53.0,72.8,80.4,46.3,,170.2,免费评估
17,利兹都会大学Leeds Metropolitan University,United Kingdom,61.8,64.4,55.1,38.4,,168.8,免费评估
17,Sun Yat-sen University,China,45.5,83.9,90.6,49.5,,168.8,免费评估
19,James Cook University,Australia,58.5,63.4,72.1,38.4,,165.1,免费评估
20,University of Central Florida,United States,48.9,80.0,59.6,45.7,,165.0,免费评估
21,Monash University,Australia,48.7,80.0,61.8,45.7,,164.8,免费评估
22,Southern Cross University,Australia,50.7,73.4,67.1,45.0,,164.5,免费评估
23,University of Waterloo,Canada,46.0,93.7,81.8,39.2,,163.2,免费评估
24,Sejong University,South Korea,44.2,97.0,87.6,38.4,,161.9,免费评估
25,Cornell University,United States,41.2,68.6,61.8,56.5,,158.8,免费评估
26,University of South Australia,Australia,52.1,56.7,73.6,42.9,,156.8,免费评估
27,Washington State University,United States,42.1,90.4,70.4,40.7,,156.1,免费评估
28,University of Nevada-Las Vegas,United States,41.5,90.7,51.2,42.9,,155.6,免费评估
29,University of Koeln,Germany,48.9,71.6,78.4,35.9,,152.9,免费评估
30,The University of New South Wales,Australia,42.9,73.9,73.4,43.6,,152.2,免费评估
31,Michigan State University,United States,47.0,63.1,55.5,43.6,,151.2,免费评估
32,University of South Carolina - Columbia,United States,44.7,83.1,64.0,35.0,,150.1,免费评估
33,Arizona State University,United States,42.6,73.6,61.1,42.9,,149.8,免费评估
34,University of Johannesburg,South Africa,41.8,81.6,89.1,35.9,,148.3,免费评估
35,Victoria University,Australia,54.7,56.0,68.1,30.3,,147.1,免费评估
36,University of Strathclyde,United Kingdom,45.0,67.3,77.5,37.6,,146.5,免费评估
37,University of Ottawa,Canada,47.9,67.0,68.4,34.1,,146.4,免费评估
38,University of Alberta,Canada,52.5,54.1,55.5,33.2,,144.6,免费评估
39,University of British Columbia,Canada,42.3,72.8,61.5,38.4,,144.4,免费评估
40,Florida State University,United States,46.2,69.5,76.3,31.3,,143.1,免费评估
41,埃克塞特大学University of Exeter,United Kingdom,40.4,71.6,60.3,39.2,,141.6,免费评估
42,Ben-Gurion University of the Negev,Israel,35.2,81.8,72.4,39.9,,140.9,免费评估
43,Curtin University,Australia,35.6,74.8,76.3,40.7,,139.1,免费评估
44,牛津布鲁克斯大学Oxford Brookes University,United Kingdom,36.8,75.1,72.2,38.4,,138.4,免费评估
45,University of Illinois at Urbana-Champaign,United States,46.5,66.1,60.6,29.3,,138.1,免费评估
46,中央兰开夏大学University of Central Lancashire,United Kingdom,43.4,75.6,57.5,29.3,,138.0,免费评估
47,University of Wollongong,Australia,39.2,77.0,73.0,33.2,,137.9,免费评估
48,坎特伯雷大学Canterbury Christ Church University,New Zealand,41.0,80.0,80.0,28.2,,137.7,免费评估
49,University of Massachusetts Amherst,United States,38.4,76.2,83.2,32.3,,136.2,免费评估
50,University of Houston,United States,36.8,76.5,64.6,35.0,,135.0,免费评估
