Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
27,温切斯特大学University of Winchester,88.0,3.5,16.7,334.0,71.7,免费评估
28,"特威克南圣玛丽大学St Mary's, Twickenham",84.0,4.0,3.3,310.0,89.7,免费评估
29,牛津布鲁克斯大学Oxford Brookes University,80.3,3.5,13.3,410.0,72.1,免费评估
30,谢菲尔德大学The University of Sheffield,82.6,3.0,23.3,377.0,,免费评估
31,伍斯特大学University of Worcester,86.9,4.0,,330.0,71.4,免费评估
31,奇切斯特大学University of Chichester,84.4,4.0,,318.0,81.4,免费评估
33,华威大学The University of Warwick,72.4,3.8,33.3,378.0,59.6,免费评估
33,谢菲尔德哈莱姆大学Sheffield Hallam University,86.1,3.3,11.7,319.0,79.4,免费评估
35,切斯特大学University of Chester,85.2,3.8,5.0,309.0,77.4,免费评估
36,艾芝西尔大学Edge Hill University,82.0,4.0,1.7,315.0,81.2,免费评估
37,班戈大学Bangor University,85.3,,16.7,310.0,68.0,免费评估
38,德比大学University of Derby,87.0,4.0,,311.0,65.3,免费评估
39,利物浦约翰摩尔斯大学Liverpool John Moores University,86.1,3.5,6.7,353.0,62.1,免费评估
40,约克圣约翰大学York St John University,86.1,3.3,0.0,310.0,86.0,免费评估
41,格林多大学Glyndwr University,89.5,,1.7,319.0,67.5,免费评估
42,金斯顿大学Kingston University,86.6,3.5,8.3,278.0,71.3,免费评估
42,赫尔大学The University of Hull,85.1,3.3,11.7,314.0,67.5,免费评估
44,巴斯斯巴大学Bath Spa University,79.6,4.0,5.0,307.0,72.1,免费评估
45,格罗斯特大学University of Gloucestershire,79.1,3.8,15.0,301.0,67.7,免费评估
46,普利茅斯大学University of Plymouth,82.5,3.5,16.7,293.0,65.0,免费评估
47,赫特福德大学University of Hertfordshire,79.0,3.0,6.7,349.0,84.2,免费评估
48,格罗斯泰斯特主教大学Bishop Grosseteste University,84.3,3.5,3.3,286.0,70.6,免费评估
49,西英格兰大学University of the West of England,71.8,3.8,8.3,332.0,76.9,免费评估
50,北安普顿大学The University of Northampton,84.9,3.0,8.3,299.0,69.1,免费评估
51,利兹贝克特大学Leeds Beckett University,83.0,3.0,6.7,282.0,77.5,免费评估
52,利兹圣三一大学Leeds Trinity University,83.4,3.0,,305.0,77.7,免费评估
53,罗汉普顿大学Roehampton University,81.6,3.0,13.3,312.0,62.8,免费评估
54,波尔顿大学University of Bolton,79.1,,5.0,,75.0,免费评估
55,格林威治大学The University of Greenwich,77.2,3.3,6.7,323.0,67.4,免费评估
56,哥比亚大学University of Cumbria,79.9,3.0,1.7,312.0,76.9,免费评估
57,纽曼大学Newman University,80.5,3.0,8.3,307.0,66.9,免费评估
58,贝德福德大学University of Bedfordshire,86.1,3.0,,253.0,73.5,免费评估
59,卡迪夫都市大学Cardiff Metropolitan University,85.7,,0.0,320.0,51.8,免费评估
60,伦敦大学金史密斯学院Goldsmiths University of London,78.5,3.0,16.7,293.0,61.5,免费评估
61,米德塞斯大学Middlesex University,77.8,3.0,,281.0,86.8,免费评估
62,诺丁汉特伦特大学Nottingham Trent University,83.1,3.0,,322.0,60.3,免费评估
63,南威尔士大学The University of South Wales,81.4,,6.7,316.0,53.7,免费评估
64,亚伯大学Aberystwyth University,81.2,,,295.0,63.5,免费评估
65,朴茨茅斯大学University of Portsmouth,78.5,3.5,,294.0,57.3,免费评估
66,剑桥安鲁大学Anglia Ruskin University,81.1,3.0,,254.0,71.2,免费评估
67,阿尔斯特大学University of Ulster,80.8,,15.0,290.0,41.3,免费评估
68,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",83.9,2.0,1.7,269.0,85.3,免费评估
69,中央兰开夏大学University of Central Lancashire,78.7,,1.7,323.0,54.8,免费评估
70,东伦敦大学University of East London,83.2,3.0,11.7,262.0,41.3,免费评估
70,德蒙福特大学De Montfort University,79.9,,,303.0,53.3,免费评估
72,伦敦都市大学London Metropolitan University,74.5,3.0,23.3,236.0,48.3,免费评估
73,蒂赛德大学Teesside University,78.6,,,298.0,37.0,免费评估
