Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,85.1,4.0,41.7,519.0,83.9,免费评估
2,杜伦大学Durham University,87.6,4.0,31.7,437.0,87.5,免费评估
3,格拉斯哥大学University of Glasgow,89.9,,16.7,411.0,97.7,免费评估
4,斯特林大学University of Stirling,82.6,,28.3,411.0,92.6,免费评估
5,曼彻斯特大学The University of Manchester,91.5,4.0,31.7,394.0,61.8,免费评估
6,邓迪大学University of Dundee,91.3,,10.0,390.0,90.7,免费评估
7,西苏格兰大学University of the West of Scotland,93.4,,13.3,337.0,92.3,免费评估
8,东英吉利大学University of East Anglia,84.9,4.0,26.7,426.0,69.0,免费评估
9,Coventry University,94.0,,13.9,,75.0,免费评估
10,思克莱德大学University of Strathclyde,85.1,,13.3,407.0,88.0,免费评估
11,约克大学The University of York,89.1,3.0,30.0,399.0,76.5,免费评估
12,坎特伯雷大学Canterbury Christ Church University,84.9,4.0,18.3,338.0,89.1,免费评估
13,利兹大学University of Leeds,90.8,3.0,33.3,386.0,69.1,免费评估
14,布莱顿大学University of Brighton,85.9,4.0,18.3,332.0,85.9,免费评估
15,Manchester Metropolitan University,81.9,4.0,31.7,341.0,75.7,免费评估
15,爱丁堡大学The University of Edinburgh,72.6,,25.0,428.0,95.2,免费评估
17,伯明翰大学University of Birmingham,79.7,4.0,21.7,390.0,78.5,免费评估
18,伯明翰城市大学Birmingham City University,88.2,4.0,11.7,330.0,78.9,免费评估
19,诺桑比亚大学Northumbria University,87.0,4.0,,383.0,81.3,免费评估
20,阿伯丁大学University of Aberdeen,76.4,,11.7,405.0,97.2,免费评估
21,基尔大学Keele University,81.6,3.5,31.7,383.0,62.6,免费评估
22,Cardiff University,81.2,,35.0,357.0,62.7,免费评估
23,桑德兰大学University of Sunderland,88.2,3.5,8.3,331.0,85.5,免费评估
23,哈德斯菲尔德大学University of Huddersfield,90.8,3.5,8.3,327.0,79.4,免费评估
25,布鲁内尔大学Brunel University,89.1,3.5,8.3,334.0,81.0,免费评估
26,雷丁大学University of Reading,85.7,3.5,16.7,339.0,77.3,免费评估
