Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,帝国理工学院Imperial College London,93.6%,90.8%,59.6%,195.0,87.6%,100.0,免费评估
2,剑桥大学University of Cambridge,,,58.0%,242.0,84.0%,99.2,免费评估
3,牛津大学University of Oxford,,,52.1%,221.0,82.2%,96.2,免费评估
4,"伦敦大学伯克贝克学院Birkbeck, University Of London",87.3%,83.2%,43.6%,,91.7%,96.0,免费评估
5,圣安德鲁斯大学University of St Andrews,86.2%,86.3%,44.2%,206.0,75.0%,92.8,免费评估
6,埃克塞特大学University of Exeter,89.1%,85.6%,45.7%,168.0,77.9%,91.9,免费评估
7,杜伦大学Durham University,77.5%,78.1%,42.2%,173.0,91.2%,91.6,免费评估
8,南安普顿大学University of Southampton,81.4%,83.8%,58.3%,151.0,79.1%,91.3,免费评估
8,纽卡斯尔大学Newcastle University,94.0%,93.1%,35.4%,137.0,,91.3,免费评估
10,利兹大学University of Leeds,86.9%,88.6%,41.9%,166.0,78.0%,91.0,免费评估
11,布里斯托大学University of Bristol,80.5%,80.8%,55.8%,174.0,73.4%,90.4,免费评估
12,伯明翰大学University of Birmingham,80.8%,80.9%,38.6%,150.0,81.9%,88.2,免费评估
13,东英吉利大学University of East Anglia,82.8%,75.4%,47.4%,143.0,77.5%,88.1,免费评估
14,伦敦大学皇家霍洛威学院Royal Holloway University of London,78.6%,76.2%,43.4%,128.0,81.5%,86.6,免费评估
15,曼彻斯特大学The University of Manchester,78.6%,78.4%,44.5%,151.0,73.7%,86.5,免费评估
15,利物浦大学The University of Liverpool,,,30.3%,139.0,72.0%,86.5,免费评估
17,阿伯丁大学University of Aberdeen,74.1%,80.3%,38.2%,156.0,78.7%,86.2,免费评估
18,伦敦大学学院University College London,75.1%,75.2%,47.9%,177.0,67.9%,86.1,免费评估
19,格拉斯哥大学University of Glasgow,72.0%,74.7%,38.5%,179.0,73.3%,85.3,免费评估
20,莱斯特大学University of Leicester,81.8%,79.5%,37.2%,139.0,71.6%,84.8,免费评估
21,班戈大学Bangor University,82.3%,84.2%,31.5%,103.0,79.2%,84.1,免费评估
22,朴茨茅斯大学University of Portsmouth,83.3%,76.3%,19.8%,112.0,85.9%,83.9,免费评估
23,卡迪夫大学Cardiff University,79.6%,82.3%,21.3%,143.0,75.0%,83.1,免费评估
24,爱丁堡大学The University of Edinburgh,65.7%,65.8%,38.2%,195.0,68.3%,82.7,免费评估
25,德比大学University of Derby,87.6%,89.8%,3.6%,111.0,81.7%,82.4,免费评估
26,赫尔大学The University of Hull,83.6%,84.2%,31.7%,109.0,66.7%,81.6,免费评估
27,基尔大学Keele University,82.1%,75.9%,12.2%,114.0,78.6%,80.6,免费评估
28,亚伯大学Aberystwyth University,74.5%,63.0%,34.9%,97.0,79.3%,80.4,免费评估
29,普利茅斯大学University of Plymouth,82.8%,78.0%,25.3%,120.0,62.4%,79.3,免费评估
30,布莱顿大学University of Brighton,82.7%,80.3%,5.1%,99.0,55.1%,73.0,免费评估
31,艾芝西尔大学Edge Hill University,64.8%,62.4%,,104.0,67.7%,69.9,免费评估
32,金斯顿大学Kingston University,64.4%,53.8%,6.9%,94.0,68.8%,69.7,免费评估
33,南威尔士大学The University of South Wales,83.5%,84.0%,,94.0,43.0%,69.4,免费评估
