Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,198.0,4.32,3.35,80.0,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,188.0,4.36,3.3,80.0,99.1,免费评估
3,牛津大学University of Oxford,210.0,4.11,2.92,80.0,97.9,免费评估
4,考陶尔德艺术学院Courtauld Institute of Art,171.0,4.17,3.49,70.0,97.3,免费评估
5,伦敦大学学院University College London,183.0,4.0,3.22,70.0,95.8,免费评估
6,华威大学The University of Warwick,165.0,4.07,3.19,70.0,94.7,免费评估
7,伯明翰大学University of Birmingham,149.0,4.1,3.12,75.0,93.8,免费评估
8,曼彻斯特大学The University of Manchester,155.0,4.13,3.26,65.0,93.8,免费评估
9,埃克塞特大学University of Exeter,184.0,4.2,2.84,,93.6,免费评估
10,利兹大学University of Leeds,161.0,4.19,3.15,70.0,93.6,免费评估
11,约克大学The University of York,148.0,4.14,3.29,65.0,93.4,免费评估
12,东英吉利大学University of East Anglia,161.0,4.19,3.1,65.0,93.0,免费评估
13,伦敦大学亚非学院SOAS University of London,161.0,4.13,3.16,60.0,92.4,免费评估
14,伦敦大学金史密斯学院Goldsmiths University of London,159.0,4.08,2.83,70.0,91.9,免费评估
15,阿伯丁大学University of Aberdeen,,4.16,2.95,65.0,91.9,免费评估
16,牛津布鲁克斯大学Oxford Brookes University,142.0,4.13,3.01,70.0,91.8,免费评估
17,肯特大学University of Kent,132.0,4.12,3.2,65.0,91.4,免费评估
18,萨塞克斯大学University of Sussex,144.0,4.05,2.66,75.0,90.6,免费评估
19,诺丁汉大学University of Nottingham,152.0,4.14,2.62,70.0,90.3,免费评估
20,埃塞克斯大学University of Essex,115.0,4.16,3.21,,90.3,免费评估
21,布里斯托大学University of Bristol,172.0,3.92,2.72,60.0,90.1,免费评估
22,爱丁堡大学The University of Edinburgh,163.0,3.81,3.07,60.0,89.8,免费评估
23,曼彻斯特城市大学Manchester Metropolitan University,162.0,4.13,2.74,,88.3,免费评估
24,莱斯特大学University of Leicester,124.0,3.93,2.97,,88.2,免费评估
25,格拉斯哥大学University of Glasgow,162.0,4.09,2.98,40.0,88.0,免费评估
26,普利茅斯大学University of Plymouth,114.0,4.26,2.84,50.0,85.0,免费评估
27,"伦敦大学伯克贝克学院Birkbeck, University Of London",86.0,4.11,2.91,,84.8,免费评估
28,金斯顿大学Kingston University,,3.97,2.93,40.0,82.7,免费评估
29,布莱顿大学University of Brighton,102.0,3.64,2.95,35.0,79.3,免费评估
