Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,89.7%,87.3%,60.4%,199,78.8%,100.0,免费评估
1,杜伦大学Durham University,88.4%,80.4%,57.9%,211,82.6%,100.0,免费评估
3,牛津大学University of Oxford,,,50.7%,209,75.6%,97.4,免费评估
4,伦敦大学学院University College London,,,61.7%,195,71.8%,97.2,免费评估
5,埃克塞特大学University of Exeter,88.4%,85.4%,46.2%,183,80.9%,96.9,免费评估
6,剑桥大学University of Cambridge,,,50.0%,210,79.1%,95.7,免费评估
7,约克大学The University of York,82.8%,79.3%,61.5%,170,75.5%,94.9,免费评估
7,纽卡斯尔大学Newcastle University,86.1%,84.3%,54.3%,165,74.5%,94.9,免费评估
9,诺丁汉大学University of Nottingham,84.8%,78.1%,56.6%,163,79.6%,94.8,免费评估
10,华威大学The University of Warwick,,,59.8%,183,71.5%,93.9,免费评估
11,伦敦国王学院King's College London,,,47.6%,181,76.1%,93.5,免费评估
12,兰卡斯特大学Lancaster University,82.3%,78.8%,47.0%,161,82.8%,93.4,免费评估
13,伯明翰大学University of Birmingham,85.5%,82.9%,37.0%,165,80.3%,93.3,免费评估
14,格拉斯哥大学University of Glasgow,81.2%,78.2%,52.0%,181,69.5%,92.7,免费评估
15,伦敦大学玛丽女王学院Queen Mary University of London,84.9%,79.4%,64.0%,152,64.1%,92.5,免费评估
16,曼彻斯特大学The University of Manchester,,,49.1%,161,78.8%,92.4,免费评估
17,萨塞克斯大学University of Sussex,83.4%,80.4%,45.6%,145,79.2%,92.1,免费评估
18,拉夫堡大学Loughborough University,84.8%,86.2%,32.4%,147,81.3%,91.9,免费评估
19,萨里大学University of Surrey,87.0%,85.2%,39.1%,159,67.9%,91.8,免费评估
20,利兹大学University of Leeds,80.8%,79.9%,38.6%,171,76.4%,91.6,免费评估
21,谢菲尔德大学The University of Sheffield,,,42.2%,155,73.6%,91.2,免费评估
22,布里斯托大学University of Bristol,,,30.0%,193,76.5%,90.9,免费评估
23,亚伯大学Aberystwyth University,93.1%,89.5%,31.2%,115,71.2%,90.5,免费评估
24,伦敦大学皇家霍洛威学院Royal Holloway University of London,83.9%,79.4%,49.9%,152,63.7%,90.4,免费评估
25,斯旺西大学Swansea University,84.5%,81.3%,43.6%,122,76.6%,90.2,免费评估
26,肯特大学University of Kent,80.0%,79.3%,47.3%,135,75.2%,89.9,免费评估
26,阿伯丁大学University of Aberdeen,83.0%,80.3%,46.3%,158,62.0%,89.9,免费评估
