Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.6,31.7,592.0,80.7,100.0,免费评估
2,牛津大学University of Oxford,88.5,41.7,543.0,81.6,99.9,免费评估
3,杜伦大学Durham University,87.0,26.7,536.0,84.3,94.9,免费评估
4,南安普顿大学University of Southampton,93.2,38.3,433.0,71.1,94.7,免费评估
5,伦敦国王学院King's College London,88.3,38.3,454.0,75.8,94.1,免费评估
6,圣安德鲁斯大学University of St Andrews,89.9,26.7,519.0,72.7,92.8,免费评估
7,华威大学The University of Warwick,87.6,35.0,470.0,71.5,92.2,免费评估
8,埃克塞特大学University of Exeter,90.6,26.7,469.0,75.2,92.1,免费评估
9,巴斯大学University of Bath,88.5,21.7,457.0,82.8,90.9,免费评估
10,纽卡斯尔大学Newcastle University,89.0,26.7,435.0,78.4,90.8,免费评估
11,谢菲尔德大学The University of Sheffield,87.2,33.3,417.0,72.0,89.7,免费评估
12,英国女王大学Queen's University Belfast,94.8,20.0,405.0,72.6,89.2,免费评估
13,利兹大学University of Leeds,86.6,28.3,437.0,71.1,88.3,免费评估
14,伦敦大学学院University College London,82.3,25.0,490.0,75.9,88.1,免费评估
15,诺丁汉大学University of Nottingham,83.8,31.7,434.0,70.9,87.6,免费评估
16,伯明翰大学University of Birmingham,85.3,21.7,425.0,80.2,87.4,免费评估
17,曼彻斯特大学The University of Manchester,84.0,26.7,438.0,69.9,86.1,免费评估
18,爱丁堡大学The University of Edinburgh,81.2,25.0,488.0,64.6,84.6,免费评估
19,莱斯特大学University of Leicester,89.5,8.3,406.0,79.3,84.5,免费评估
20,肯特大学University of Kent,86.6,26.7,365.0,67.9,84.3,免费评估
21,约克大学The University of York,84.7,,466.0,86.6,83.4,免费评估
22,阿伯丁大学University of Aberdeen,76.5,31.7,454.0,66.0,83.3,免费评估
22,Cardiff University,81.9,25.0,417.0,68.1,83.3,免费评估
24,斯特林大学University of Stirling,86.4,13.3,393.0,74.5,82.8,免费评估
25,格拉斯哥大学University of Glasgow,77.5,25.0,498.0,62.6,82.5,免费评估
26,兰卡斯特大学Lancaster University,80.0,15.0,433.0,78.3,82.3,免费评估
27,利物浦大学The University of Liverpool,83.2,23.3,381.0,67.5,82.0,免费评估
28,伦敦大学皇家霍洛威学院Royal Holloway University of London,85.0,25.0,397.0,58.4,81.8,免费评估
29,伦敦大学玛丽女王学院Queen Mary University of London,88.6,25.0,376.0,53.3,81.6,免费评估
29,赫瑞瓦特大学Heriot Watt University,79.0,16.7,446.0,73.6,81.6,免费评估
31,朴茨茅斯大学University of Portsmouth,83.2,25.0,318.0,68.6,80.5,免费评估
32,布拉德福德大学University of Bradford,77.6,15.0,461.0,69.4,79.8,免费评估
33,斯旺西大学Swansea University,79.6,15.0,334.0,79.6,78.8,免费评估
34,雷丁大学University of Reading,74.8,28.3,343.0,70.8,78.6,免费评估
35,赫尔大学The University of Hull,84.5,25.0,313.0,57.0,78.1,免费评估
35,亚伯大学Aberystwyth University,79.8,25.0,315.0,66.7,78.1,免费评估
37,阿斯顿大学Aston University,83.0,10.0,376.0,62.4,76.2,免费评估
38,龙比亚大学Napier University,89.3,,367.0,61.4,75.9,免费评估
39,Coventry University,95.9,,257.0,62.5,75.7,免费评估
40,诺丁汉特伦特大学Nottingham Trent University,86.3,10.0,305.0,54.9,73.5,免费评估
41,思克莱德大学University of Strathclyde,77.6,,467.0,61.4,73.4,免费评估
41,牛津布鲁克斯大学Oxford Brookes University,84.6,15.0,333.0,47.9,73.4,免费评估
43,班戈大学Bangor University,87.9,,295.0,60.2,72.2,免费评估
44,阿尔斯特大学University of Ulster,77.7,11.7,294.0,63.6,71.3,免费评估
45,埃塞克斯大学University of Essex,85.4,,393.0,47.3,71.2,免费评估
46,切斯特大学University of Chester,75.6,,298.0,80.3,70.9,免费评估
47,Manchester Metropolitan University,83.6,6.7,339.0,45.2,69.8,免费评估
48,索尔福德大学University of Salford,73.9,12.5,,59.6,69.0,免费评估
49,威斯敏斯特大学University of Westminster,84.9,8.3,308.0,36.8,67.8,免费评估
