Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.0,60.0,647.0,97.0,100.0,免费评估
2,帝国理工学院Imperial College London,89.2,58.3,574.0,87.7,94.0,免费评估
3,巴斯大学University of Bath,85.7,40.0,499.0,92.6,87.7,免费评估
4,南安普顿大学University of Southampton,82.0,43.3,497.0,95.2,87.5,免费评估
5,Cardiff University,87.7,46.7,430.0,90.6,87.4,免费评估
6,谢菲尔德大学The University of Sheffield,86.0,41.7,467.0,89.3,86.3,免费评估
7,萨里大学University of Surrey,85.5,35.0,433.0,97.1,85.9,免费评估
8,纽卡斯尔大学Newcastle University,85.5,43.3,418.0,90.6,85.4,免费评估
9,斯旺西大学Swansea University,79.4,55.0,370.0,94.6,84.9,免费评估
10,阿伯丁大学University of Aberdeen,82.9,31.7,434.0,96.6,84.0,免费评估
11,拉夫堡大学Loughborough University,87.8,31.7,410.0,91.3,83.8,免费评估
12,邓迪大学University of Dundee,88.1,38.3,387.0,87.0,83.5,免费评估
13,布拉德福德大学University of Bradford,73.6,43.3,514.0,91.4,83.2,免费评估
14,诺丁汉大学University of Nottingham,79.6,45.0,440.0,86.2,82.5,免费评估
15,曼彻斯特大学The University of Manchester,85.6,36.7,432.0,83.5,82.3,免费评估
16,华威大学The University of Warwick,82.4,36.7,422.0,88.1,82.0,免费评估
17,赫瑞瓦特大学Heriot Watt University,87.0,21.7,415.0,91.2,81.5,免费评估
18,爱丁堡大学The University of Edinburgh,78.0,28.3,463.0,93.8,81.2,免费评估
19,格拉斯哥大学University of Glasgow,80.3,28.3,484.0,86.7,80.8,免费评估
20,埃克塞特大学University of Exeter,85.2,25.0,435.0,86.5,80.7,免费评估
21,利兹大学University of Leeds,88.5,25.0,416.0,82.9,80.5,免费评估
22,利物浦大学The University of Liverpool,81.1,32.1,400.0,85.7,79.1,免费评估
23,伦敦大学学院University College London,71.2,28.3,535.0,87.9,78.7,免费评估
24,英国女王大学Queen's University Belfast,79.7,38.3,392.0,79.3,77.7,免费评估
25,伯明翰大学University of Birmingham,76.3,28.3,418.0,87.0,77.1,免费评估
26,思克莱德大学University of Strathclyde,81.3,16.7,451.0,83.0,76.6,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,91.4,10.0,277.0,88.1,75.9,免费评估
28,普利茅斯大学University of Plymouth,87.8,25.0,305.0,77.3,75.3,免费评估
29,Coventry University,91.8,6.7,329.0,81.0,74.9,免费评估
30,索尔福德大学University of Salford,81.0,38.3,321.0,72.4,74.1,免费评估
31,阿尔斯特大学University of Ulster,92.6,,278.0,85.3,73.6,免费评估
32,布拉德福德大学University of Bradford,86.9,21.7,300.0,75.0,73.3,免费评估
33,南威尔士大学The University of South Wales,82.4,23.3,,75.9,73.0,免费评估
34,布鲁内尔大学Brunel University,91.7,,356.0,75.8,72.7,免费评估
35,格林威治大学The University of Greenwich,93.0,15.0,293.0,63.6,71.0,免费评估
36,利物浦约翰摩尔斯大学Liverpool John Moores University,85.2,,299.0,84.4,70.7,免费评估
37,德比大学University of Derby,82.2,,263.0,91.7,70.4,免费评估
38,龙比亚大学Napier University,81.1,13.3,328.0,76.3,70.2,免费评估
38,剑桥安鲁大学Anglia Ruskin University,85.2,,270.0,85.7,70.2,免费评估
40,西苏格兰大学University of the West of Scotland,87.8,,330.0,75.0,70.0,免费评估
41,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.4,,343.0,80.8,69.7,免费评估
42,蒂赛德大学Teesside University,83.0,,394.0,68.0,67.8,免费评估
43,伦敦城市大学City University London,74.3,21.7,372.0,66.7,67.6,免费评估
44,朴茨茅斯大学University of Portsmouth,79.5,,312.0,80.4,67.4,免费评估
45,波尔顿大学University of Bolton,84.5,15.0,220.0,70.0,67.0,免费评估
46,布莱顿大学University of Brighton,76.0,13.3,278.0,73.0,65.6,免费评估
46,利兹贝克特大学Leeds Beckett University,79.4,,229.0,83.0,65.6,免费评估
48,金斯顿大学Kingston University,78.0,11.7,302.0,66.9,65.0,免费评估
49,东伦敦大学University of East London,86.4,,274.0,65.3,64.9,免费评估
50,阿伯泰邓迪大学University of Abertay Dundee,62.9,,300.0,81.3,60.0,免费评估
51,西英格兰大学University of the West of England,63.3,,303.0,79.2,59.7,免费评估
52,伦敦南岸大学London South Bank University,75.9,23.3,200.0,51.7,59.1,免费评估
