Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,林肯大学University of Lincoln,132.0,4.8,2.49,78.0,100.0,免费评估
2,伯明翰大学University of Birmingham,167.0,4.32,,78.0,99.3,免费评估
3,萨里大学University of Surrey,161.0,3.84,3.18,58.0,99.0,免费评估
4,阿尔斯特大学University of Ulster,120.0,4.51,2.97,64.0,97.8,免费评估
5,利物浦约翰摩尔斯大学Liverpool John Moores University,142.0,3.99,3.57,54.0,97.5,免费评估
6,亚伯大学Aberystwyth University,123.0,4.02,2.66,,96.2,免费评估
7,考文垂大学Coventry University,133.0,4.19,2.5,70.0,96.2,免费评估
8,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,157.0,4.25,2.64,42.0,95.9,免费评估
9,格罗斯特大学University of Gloucestershire,117.0,3.83,2.61,80.0,95.7,免费评估
10,牛津布鲁克斯大学Oxford Brookes University,135.0,4.16,2.65,62.0,95.7,免费评估
11,伯恩茅斯大学Bournemouth University,121.0,3.98,3.13,68.0,95.5,免费评估
12,曼彻斯特城市大学Manchester Metropolitan University,135.0,4.1,2.6,62.0,95.4,免费评估
13,威斯敏斯特大学University of Westminster,139.0,3.91,2.8,58.0,95.4,免费评估
14,利兹贝克特大学Leeds Beckett University,118.0,4.21,2.72,64.0,94.9,免费评估
15,奇切斯特大学University of Chichester,121.0,4.13,2.67,62.0,94.9,免费评估
16,格林威治大学The University of Greenwich,141.0,4.06,2.21,60.0,94.8,免费评估
17,中央兰开夏大学University of Central Lancashire,126.0,4.38,2.34,60.0,94.6,免费评估
18,罗伯特高登大学The Robert Gordon University,140.0,4.06,2.53,56.0,94.5,免费评估
19,朴茨茅斯大学University of Portsmouth,93.0,3.97,2.54,84.0,94.4,免费评估
20,哈德斯菲尔德大学University of Huddersfield,136.0,4.1,,70.0,94.1,免费评估
21,谢菲尔德哈莱姆大学Sheffield Hallam University,114.0,4.07,2.75,64.0,93.8,免费评估
22,索尔福德大学University of Salford,123.0,3.81,2.66,64.0,93.8,免费评估
23,斯塔福德郡大学Staffordshire University,103.0,4.42,2.74,56.0,93.4,免费评估
24,桑德兰大学University of Sunderland,100.0,4.68,1.96,68.0,93.3,免费评估
25,龙比亚大学Napier University,140.0,3.89,2.47,52.0,93.3,免费评估
26,伦敦南岸大学London South Bank University,100.0,3.65,2.87,62.0,92.9,免费评估
27,玛格丽特女王大学Queen Margaret University,130.0,4.02,,68.0,92.9,免费评估
28,普利茅斯大学University of Plymouth,120.0,4.01,2.48,52.0,92.8,免费评估
29,德蒙福特大学De Montfort University,119.0,4.05,,74.0,92.8,免费评估
30,德比大学University of Derby,133.0,4.19,1.93,54.0,92.8,免费评估
31,伯恩茅斯艺术大学Arts University Bournemouth,114.0,3.76,,82.0,92.7,免费评估
32,卡迪夫都市大学Cardiff Metropolitan University,117.0,3.72,3.25,56.0,92.5,免费评估
33,Canterbury Christ Church,108.0,4.0,2.75,54.0,92.2,免费评估
34,切斯特大学University of Chester,114.0,4.11,2.26,54.0,92.2,免费评估
35,南安普顿索伦特大学Southampton Solent University,122.0,4.03,,68.0,92.1,免费评估
36,温切斯特大学University of Winchester,105.0,3.98,,80.0,92.1,免费评估
37,西苏格兰大学University of the West of Scotland,113.0,3.97,2.24,58.0,91.9,免费评估
38,赫特福德大学University of Hertfordshire,119.0,4.16,,66.0,91.9,免费评估
39,法尔茅斯大学Falmouth University,116.0,4.38,,64.0,91.8,免费评估
40,布莱顿大学University of Brighton,112.0,3.93,3.0,52.0,91.8,免费评估
41,南威尔士大学The University of South Wales,111.0,3.76,2.83,52.0,91.0,免费评估
42,伍尔弗汉普顿大学University of Wolverhampton,111.0,3.91,2.37,54.0,90.9,免费评估
43,利物浦霍普大学Liverpool Hope University,111.0,4.03,1.39,,90.7,免费评估
44,米德塞斯大学Middlesex University,134.0,3.93,2.72,30.0,90.3,免费评估
45,东伦敦大学University of East London,99.0,4.16,2.26,58.0,90.1,免费评估
46,北安普顿大学The University of Northampton,111.0,4.16,,52.0,88.7,免费评估
47,泰晤士河谷大学Thames Valley University,114.0,3.95,,52.0,88.5,免费评估
48,新白金汉大学Buckinghamshire New University,107.0,3.88,1.72,48.0,87.9,免费评估
49,Wrexham Glyndŵr,,3.73,,54.0,87.5,免费评估
50,"特威克南圣玛丽大学St Mary's, Twickenham",129.0,4.14,,32.0,87.5,免费评估
51,哥比亚大学University of Cumbria,,4.02,,48.0,87.4,免费评估
52,高地与群岛大学University of the Highlands and Islands,90.0,4.0,,58.0,87.1,免费评估
53,圣大卫三一学院University of Wales Trinity Saint David,104.0,3.92,,48.0,86.8,免费评估
54,贝德福德大学University of Bedfordshire,72.0,4.14,2.41,46.0,86.3,免费评估
55,伦敦都市大学London Metropolitan University,95.0,3.87,,50.0,86.0,免费评估
56,Suffolk,101.0,3.81,,46.0,85.8,免费评估
57,剑桥安鲁大学Anglia Ruskin University,103.0,3.92,,30.0,83.8,免费评估
