Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,思克莱德大学University of Strathclyde,214.0,4.06,3.17,62.0,100.0,免费评估
2,萨里大学University of Surrey,170.0,4.1,3.18,56.0,94.9,免费评估
3,Lincoln,120.0,4.81,2.49,80.0,94.2,免费评估
4,利物浦约翰摩尔斯大学Liverpool John Moores University,133.0,4.19,3.57,56.0,92.4,免费评估
5,伯明翰大学University of Birmingham,158.0,3.8,,80.0,91.8,免费评估
6,威斯敏斯特大学University of Westminster,141.0,4.23,2.8,60.0,91.6,免费评估
7,斯塔福德郡大学Staffordshire University,,4.29,2.74,58.0,91.4,免费评估
8,考文垂大学Coventry University,132.0,4.05,2.5,74.0,91.4,免费评估
9,阿尔斯特大学University of Ulster,119.0,4.43,2.97,54.0,91.1,免费评估
10,伯恩茅斯大学Bournemouth University,124.0,4.02,3.13,68.0,91.1,免费评估
11,格罗斯特大学University of Gloucestershire,115.0,3.92,2.61,78.0,90.6,免费评估
12,亚伯大学Aberystwyth University,113.0,4.23,2.66,,90.3,免费评估
13,桑德兰大学University of Sunderland,113.0,4.67,1.96,70.0,90.2,免费评估
14,西苏格兰大学University of the West of Scotland,143.0,4.2,2.24,54.0,90.1,免费评估
15,曼彻斯特城市大学Manchester Metropolitan University,129.0,4.06,2.6,64.0,90.0,免费评估
16,利兹贝克特大学Leeds Beckett University,119.0,4.03,2.72,64.0,89.7,免费评估
17,卡迪夫都市大学Cardiff Metropolitan University,121.0,3.95,3.25,60.0,89.5,免费评估
18,朴茨茅斯大学University of Portsmouth,116.0,3.84,2.54,70.0,89.5,免费评估
19,牛津布鲁克斯大学Oxford Brookes University,136.0,4.12,2.65,54.0,89.4,免费评估
20,龙比亚大学Napier University,154.0,4.01,2.47,48.0,89.3,免费评估
21,格林威治大学The University of Greenwich,134.0,4.0,2.21,60.0,89.0,免费评估
22,中央兰开夏大学University of Central Lancashire,140.0,3.92,2.34,54.0,88.9,免费评估
23,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,140.0,3.93,2.64,46.0,88.8,免费评估
24,谢菲尔德哈莱姆大学Sheffield Hallam University,122.0,4.02,2.75,58.0,88.8,免费评估
25,普利茅斯大学University of Plymouth,117.0,4.15,2.48,56.0,88.8,免费评估
26,哈德斯菲尔德大学University of Huddersfield,128.0,4.36,,68.0,88.8,免费评估
27,罗伯特高登大学The Robert Gordon University,140.0,4.05,2.53,50.0,88.6,免费评估
28,布莱顿大学University of Brighton,123.0,4.0,3.0,52.0,88.5,免费评估
29,伯恩茅斯艺术大学Arts University Bournemouth,118.0,3.87,,78.0,88.0,免费评估
30,索尔福德大学University of Salford,125.0,4.14,2.66,48.0,87.6,免费评估
31,奇切斯特大学University of Chichester,112.0,3.73,2.67,58.0,87.5,免费评估
32,伦敦南岸大学London South Bank University,112.0,3.92,2.87,44.0,87.5,免费评估
33,坎特伯雷大学Canterbury Christ Church University,100.0,4.15,2.75,54.0,87.3,免费评估
34,切斯特大学University of Chester,111.0,3.97,2.26,54.0,86.8,免费评估
35,德蒙福特大学De Montfort University,120.0,3.88,,68.0,86.8,免费评估
36,法尔茅斯大学Falmouth University,110.0,4.19,,68.0,86.7,免费评估
37,温切斯特大学University of Winchester,116.0,4.05,,66.0,86.6,免费评估
38,伍尔弗汉普顿大学University of Wolverhampton,113.0,3.81,2.37,54.0,86.2,免费评估
39,西英格兰大学University of the West of England,,4.15,,60.0,86.1,免费评估
40,赫特福德大学University of Hertfordshire,115.0,4.24,,60.0,86.1,免费评估
41,南威尔士大学The University of South Wales,,3.92,,64.0,86.1,免费评估
42,德比大学University of Derby,123.0,4.01,1.93,50.0,85.8,免费评估
43,南安普顿索伦特大学Southampton Solent University,119.0,4.16,,56.0,85.6,免费评估
44,高地与群岛大学University of the Highlands and Islands,119.0,3.65,,62.0,85.1,免费评估
45,玛格丽特女王大学Queen Margaret University,122.0,3.61,,60.0,85.0,免费评估
46,泰晤士河谷大学Thames Valley University,112.0,4.12,,50.0,84.0,免费评估
47,米德塞斯大学Middlesex University,116.0,3.96,2.72,30.0,83.9,免费评估
48,利物浦霍普大学Liverpool Hope University,101.0,3.89,1.39,,83.8,免费评估
49,Wrexham Glyndwr,118.0,3.8,,,83.6,免费评估
50,东伦敦大学University of East London,101.0,3.67,2.26,50.0,83.3,免费评估
51,哥比亚大学University of Cumbria,,4.02,2.14,34.0,82.7,免费评估
52,新白金汉大学Buckinghamshire New University,111.0,3.83,1.72,40.0,82.5,免费评估
53,伦敦都市大学London Metropolitan University,98.0,3.85,,52.0,82.3,免费评估
54,贝德福德大学University of Bedfordshire,86.0,3.67,2.41,44.0,82.1,免费评估
55,Suffolk,,3.77,,46.0,81.9,免费评估
56,北安普顿大学The University of Northampton,109.0,4.07,,38.0,81.7,免费评估
57,圣大卫三一学院University of Wales Trinity Saint David,101.0,4.25,,32.0,80.6,免费评估
58,"特威克南圣玛丽大学St Mary's, Twickenham",96.0,4.21,,32.0,80.0,免费评估
59,剑桥安鲁大学Anglia Ruskin University,97.0,4.28,,30.0,80.0,免费评估
