Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,212,4.03,2.98,84.0,100.0,免费评估
2,兰卡斯特大学Lancaster University,159,4.3,3.21,79.0,96.5,免费评估
3,巴斯大学University of Bath,156,4.25,3.23,83.0,96.3,免费评估
4,埃克塞特大学University of Exeter,164,4.12,2.99,79.0,95.9,免费评估
5,布里斯托大学University of Bristol,161,4.16,3.07,78.0,95.8,免费评估
6,爱丁堡大学The University of Edinburgh,184,3.94,3.16,66.0,95.2,免费评估
7,伦敦政治经济学院The London School of Economics and Political Science,163,3.72,3.12,81.0,94.9,免费评估
8,格拉斯哥大学University of Glasgow,172,4.03,3.2,70.0,94.9,免费评估
9,拉夫堡大学Loughborough University,148,4.33,3.35,69.0,94.6,免费评估
10,曼彻斯特大学The University of Manchester,157,3.98,3.26,66.0,93.3,免费评估
11,杜伦大学Durham University,171,4.0,2.9,63.0,92.8,免费评估
12,伦敦国王学院King's College London,155,3.93,3.01,,92.8,免费评估
13,谢菲尔德大学The University of Sheffield,141,3.92,3.04,78.0,92.6,免费评估
14,利兹大学University of Leeds,150,3.91,3.12,65.0,92.2,免费评估
15,诺丁汉大学University of Nottingham,148,4.01,3.13,65.0,92.1,免费评估
16,华威大学The University of Warwick,145,3.74,2.76,75.0,92.0,免费评估
17,斯特林大学University of Stirling,163,4.04,3.01,57.0,91.9,免费评估
18,约克大学The University of York,140,3.83,3.27,69.0,91.7,免费评估
19,萨里大学University of Surrey,155,4.11,2.91,59.0,91.5,免费评估
20,东英吉利大学University of East Anglia,136,3.95,3.38,,91.4,免费评估
21,伯明翰大学University of Birmingham,147,3.68,2.78,72.0,91.3,免费评估
22,肯特大学University of Kent,121,3.92,3.37,71.0,91.3,免费评估
23,纽卡斯尔大学Newcastle University,147,3.88,2.92,66.0,91.2,免费评估
24,朴茨茅斯大学University of Portsmouth,113,4.16,2.89,77.0,91.2,免费评估
25,萨塞克斯大学University of Sussex,142,3.76,2.75,70.0,91.1,免费评估
26,阿伯丁大学University of Aberdeen,178,4.03,2.86,44.0,90.9,免费评估
