Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,伦敦国王学院King's College London,74.0,1.3,452.0,80.0,100.0,免费评估
2,利兹大学University of Leeds,80.0,1.0,409.0,82.0,98.8,免费评估
3,诺丁汉大学University of Nottingham,82.0,0.9,373.0,81.0,97.3,免费评估
4,萨里大学University of Surrey,76.0,1.0,392.0,85.0,96.2,免费评估
5,雷丁大学University of Reading,84.0,0.7,353.0,80.0,94.4,免费评估
6,纽卡斯尔大学Newcastle University,84.0,0.6,360.0,79.0,94.2,免费评估
7,哈珀亚当斯大学Harper Adams University,85.0,0.3,300.0,94.0,91.5,免费评估
8,普利茅斯大学University of Plymouth,81.0,0.1,359.0,89.0,90.1,免费评估
9,考文垂大学Coventry University,84.0,,338.0,87.0,89.2,免费评估
10,罗伯特高登大学The Robert Gordon University,79.0,,423.0,78.0,88.8,免费评估
11,英国女王大学Queen's University Belfast,80.0,0.4,365.0,69.0,87.9,免费评估
12,阿尔斯特大学University of Ulster,84.0,0.4,318.0,63.0,86.5,免费评估
13,赫瑞瓦特大学Heriot Watt University,,0.5,,69.0,86.4,免费评估
14,诺桑比亚大学Northumbria University,81.0,0.3,338.0,65.0,85.7,免费评估
15,切斯特大学University of Chester,72.0,0.2,361.0,83.0,83.4,免费评估
16,利兹都会大学Leeds Metropolitan University,86.0,,288.0,67.0,83.1,免费评估
17,谢菲尔德哈莱姆大学Sheffield Hallam University,85.0,,295.0,64.0,82.3,免费评估
18,格林威治大学The University of Greenwich,77.0,0.4,289.0,63.0,80.9,免费评估
19,牛津布鲁克斯大学Oxford Brookes University,81.0,,356.0,49.0,80.4,免费评估
20,中央兰开夏大学University of Central Lancashire,80.0,,295.0,68.0,80.3,免费评估
21,哈德斯菲尔德大学University of Huddersfield,81.0,,240.0,70.0,78.4,免费评估
22,林肯大学University of Lincoln,77.0,0.2,286.0,,77.9,免费评估
23,布莱顿大学University of Brighton,78.0,0.6,,33.0,76.5,免费评估
24,伯恩茅斯大学Bournemouth University,74.0,,309.0,61.0,76.1,免费评估
25,玛格利特女王学校Queen Margaret's School,72.0,,327.0,62.0,75.8,免费评估
25,英国圣玛丽大学学院St Mary's University College,82.0,,277.0,46.0,75.8,免费评估
27,曼彻斯特城市大学Manchester Metropolitan University,70.0,0.3,287.0,60.0,74.5,免费评估
28,卡迪夫都市大学Cardiff Metropolitan University,74.0,0.3,266.0,55.0,74.4,免费评估
29,利物浦约翰摩尔斯大学Liverpool John Moores University,68.0,0.4,264.0,68.0,74.3,免费评估
30,罗汉普顿大学Roehampton University,80.0,,238.0,50.0,73.1,免费评估
31,巴斯斯巴大学Bath Spa University,75.0,,295.0,48.0,73.0,免费评估
32,伦敦都市大学London Metropolitan University,70.0,0.1,,67.0,72.4,免费评估
33,伯明翰大学University of Birmingham,79.0,,251.0,42.0,71.9,免费评估
