Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,,,568,87,100.0,免费评估
2,剑桥大学University of Cambridge,,,598,86,99.5,免费评估
3,帝国理工学院Imperial College London,,,543,86,96.5,免费评估
4,华威大学The University of Warwick,80.0,,541,81,91.6,免费评估
5,杜伦大学Durham University,78.0,,550,81,87.8,免费评估
6,圣安德鲁斯大学University of St Andrews,82.0,,520,79,87.6,免费评估
7,巴斯大学University of Bath,77.0,,507,83,87.5,免费评估
8,诺丁汉大学University of Nottingham,82.0,,493,75,87.2,免费评估
9,兰卡斯特大学Lancaster University,84.0,,452,77,86.3,免费评估
10,东英吉利大学University of East Anglia,86.0,,393,74,84.2,免费评估
11,布里斯托大学University of Bristol,70.0,,527,76,84.1,免费评估
12,拉夫堡大学Loughborough University,83.0,,439,74,83.9,免费评估
13,爱丁堡大学The University of Edinburgh,77.0,,478,71,83.7,免费评估
14,伦敦政治经济学院The London School of Economics and Political Science,73.0,,521,85,83.4,免费评估
15,伦敦大学学院University College London,75.0,,518,77,83.2,免费评估
16,萨里大学University of Surrey,80.0,,440,67,82.9,免费评估
17,埃克塞特大学University of Exeter,84.0,,484,61,82.7,免费评估
18,伦敦国王学院King's College London,77.0,,462,69,82.4,免费评估
19,诺桑比亚大学Northumbria University,91.0,,322,67,82.4,免费评估
20,萨塞克斯大学University of Sussex,81.0,,386,78,82.1,免费评估
21,南安普顿大学University of Southampton,77.0,,461,70,81.3,免费评估
22,约克大学The University of York,79.0,,486,68,81.3,免费评估
23,赫瑞瓦特大学Heriot Watt University,76.0,,385,79,81.1,免费评估
24,格拉斯哥大学University of Glasgow,82.0,,403,68,81.0,免费评估
25,莱斯特大学University of Leicester,84.0,,431,64,81.0,免费评估
26,伯明翰大学University of Birmingham,82.0,,457,63,80.9,免费评估
27,谢菲尔德大学The University of Sheffield,78.0,,437,72,80.9,免费评估
28,阿伯丁大学University of Aberdeen,,,328,68,80.2,免费评估
29,纽卡斯尔大学Newcastle University,78.0,,435,69,80.0,免费评估
30,曼彻斯特大学The University of Manchester,73.0,,462,67,79.9,免费评估
31,英国女王大学Queen's University Belfast,82.0,,388,70,79.8,免费评估
32,伦敦都市大学London Metropolitan University,90.0,,213,76,79.7,免费评估
33,格林威治大学The University of Greenwich,90.0,,226,75,79.5,免费评估
34,卡迪夫大学Cardiff University,78.0,,455,72,79.4,免费评估
35,肯特大学University of Kent,75.0,,315,84,79.2,免费评估
36,雷丁大学University of Reading,83.0,,379,67,78.6,免费评估
37,伦敦大学皇家霍洛威学院Royal Holloway University of London,83.0,,384,73,77.9,免费评估
38,利兹大学University of Leeds,72.0,,443,68,77.8,免费评估
39,思克莱德大学University of Strathclyde,76.0,,397,70,77.6,免费评估
40,阿斯顿大学Aston University,74.0,,356,82,77.2,免费评估
41,基尔大学Keele University,80.0,,342,59,77.0,免费评估
42,利物浦大学The University of Liverpool,74.0,,409,69,77.0,免费评估
43,哥比亚大学University of Cumbria,,,347,83,76.3,免费评估
44,亚伯大学Aberystwyth University,,,333,74,76.2,免费评估
45,斯旺西大学Swansea University,77.0,,328,74,75.9,免费评估
46,格拉摩根大学University of Glamorgan,84.0,,306,70,75.6,免费评估
47,谢菲尔德哈莱姆大学Sheffield Hallam University,,,289,81,75.4,免费评估
48,普利茅斯大学University of Plymouth,81.0,,347,67,75.2,免费评估
49,斯特林大学University of Stirling,,,303,71,74.4,免费评估
50,诺丁汉特伦特大学Nottingham Trent University,87.0,,292,54,74.0,免费评估
51,伦敦大学玛丽女王学院Queen Mary University of London,73.0,,359,66,74.0,免费评估
52,布莱顿大学University of Brighton,82.0,,278,72,73.7,免费评估
53,埃塞克斯大学University of Essex,79.0,,342,78,73.6,免费评估
54,艾芝西尔大学Edge Hill University,,,269,83,73.2,免费评估
55,赫特福德大学University of Hertfordshire,75.0,,245,61,71.8,免费评估
56,布鲁内尔大学Brunel University,76.0,,300,57,71.5,免费评估
57,曼彻斯特城市大学Manchester Metropolitan University,75.0,,300,64,71.3,免费评估
58,朴茨茅斯大学University of Portsmouth,77.0,,304,43,71.1,免费评估
59,邓迪大学University of Dundee,,,357,49,70.1,免费评估
60,切斯特大学University of Chester,,,295,71,69.9,免费评估
61,考文垂大学Coventry University,74.0,,284,71,69.6,免费评估
62,西英格兰大学University of the West of England,80.0,,314,54,68.5,免费评估
63,伦敦城市大学City University London,73.0,,342,58,68.3,免费评估
64,金斯顿大学Kingston University,82.0,,251,56,66.8,免费评估
65,中央兰开夏大学University of Central Lancashire,,,297,60,65.4,免费评估
66,牛津布鲁克斯大学Oxford Brookes University,,,284,55,63.6,免费评估
67,利物浦约翰摩尔斯大学Liverpool John Moores University,,,274,44,58.2,免费评估
