Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85.0,3.1,595.0,82.0,100.0,免费评估
2,卡迪夫大学Cardiff University,86.0,2.7,,92.0,96.8,免费评估
3,牛津大学University of Oxford,77.0,4.2,515.0,70.0,94.5,免费评估
4,萨塞克斯大学University of Sussex,89.0,2.9,393.0,80.0,93.1,免费评估
5,纽卡斯尔大学Newcastle University,89.0,2.8,429.0,73.0,92.2,免费评估
6,拉夫堡大学Loughborough University,92.0,3.0,393.0,66.0,91.7,免费评估
7,邓迪大学University of Dundee,87.0,3.5,472.0,56.0,91.3,免费评估
8,曼彻斯特大学The University of Manchester,84.0,3.3,424.0,68.0,90.1,免费评估
9,布里斯托大学University of Bristol,80.0,2.7,449.0,81.0,89.8,免费评估
10,伦敦大学学院University College London,76.0,3.2,478.0,72.0,89.3,免费评估
11,伦敦国王学院King's College London,79.0,3.0,423.0,74.0,87.7,免费评估
12,诺丁汉大学University of Nottingham,85.0,1.6,428.0,79.0,86.9,免费评估
13,爱丁堡大学The University of Edinburgh,90.0,2.6,,54.0,86.6,免费评估
13,英国女王大学Queen's University Belfast,79.0,2.8,362.0,81.0,86.6,免费评估
15,利兹大学University of Leeds,83.0,2.8,419.0,61.0,86.0,免费评估
16,格拉斯哥大学University of Glasgow,84.0,2.7,413.0,63.0,85.9,免费评估
17,利物浦大学The University of Liverpool,87.0,2.4,393.0,63.0,85.5,免费评估
18,阿伯丁大学University of Aberdeen,86.0,1.6,338.0,84.0,85.3,免费评估
19,哈德斯菲尔德大学University of Huddersfield,90.0,,339.0,89.0,82.3,免费评估
20,圣安德鲁斯大学University of St Andrews,,,520.0,69.0,82.1,免费评估
21,布拉德福德大学University of Bradford,84.0,1.6,,70.0,81.7,免费评估
22,莱斯特大学University of Leicester,84.0,,433.0,78.0,79.7,免费评估
23,东伦敦大学University of East London,66.0,1.6,,100.0,79.5,免费评估
24,普利茅斯大学University of Plymouth,89.0,0.7,347.0,,78.0,免费评估
25,诺丁汉特伦特大学Nottingham Trent University,76.0,2.8,,54.0,77.7,免费评估
26,雷丁大学University of Reading,78.0,1.5,347.0,58.0,74.2,免费评估
27,基尔大学Keele University,89.0,,267.0,61.0,72.0,免费评估
27,索尔福德大学University of Salford,83.0,1.5,,44.0,72.0,免费评估
29,阿尔斯特大学University of Ulster,72.0,,310.0,78.0,68.9,免费评估
30,威斯敏斯特大学University of Westminster,75.0,,243.0,51.0,61.2,免费评估
31,北安普顿大学The University of Northampton,73.0,,221.0,57.0,60.8,免费评估
