Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.0%,91.3%,67.0%,642,96.6%,100.0,免费评估
2,帝国理工学院Imperial College London,81.2%,90.7%,59.6%,581,87.7%,94.7,免费评估
3,巴斯大学University of Bath,90.8%,95.1%,37.4%,521,90.4%,93.4,免费评估
4,布拉德福德大学University of Bradford,79.8%,88.8%,52.3%,540,92.2%,93.1,免费评估
5,南安普顿大学University of Southampton,76.6%,86.8%,52.3%,489,92.1%,90.9,免费评估
6,利兹大学University of Leeds,91.8%,96.3%,40.9%,422,78.8%,89.6,免费评估
7,斯旺西大学Swansea University,80.8%,87.8%,45.5%,368,90.7%,87.7,免费评估
8,萨里大学University of Surrey,83.1%,89.9%,30.8%,465,80.9%,87.1,免费评估
9,拉夫堡大学Loughborough University,75.8%,89.2%,41.8%,407,89.0%,86.9,免费评估
10,诺丁汉大学University of Nottingham,78.1%,85.9%,40.8%,427,84.7%,86.6,免费评估
11,英国女王大学Queen's University Belfast,85.2%,91.4%,36.7%,386,66.7%,83.8,免费评估
12,格拉斯哥大学University of Glasgow,63.9%,74.8%,47.2%,484,80.5%,83.7,免费评估
13,思克莱德大学University of Strathclyde,70.3%,83.0%,37.2%,469,71.4%,82.7,免费评估
14,谢菲尔德大学The University of Sheffield,66.3%,75.8%,36.0%,417,86.8%,82.4,免费评估
15,利物浦大学The University of Liverpool,76.6%,81.8%,32.1%,394,74.1%,81.8,免费评估
16,阿尔斯特大学University of Ulster,87.1%,92.4%,,331,80.0%,80.6,免费评估
17,蒂赛德大学Teesside University,84.1%,91.3%,5.8%,342,,80.5,免费评估
17,曼彻斯特大学The University of Manchester,69.8%,76.3%,35.1%,445,69.5%,80.5,免费评估
19,伦敦大学玛丽女王学院Queen Mary University of London,72.1%,79.4%,46.7%,365,64.8%,80.1,免费评估
20,Coventry University,84.6%,85.3%,10.3%,310,75.0%,79.2,免费评估
21,布鲁内尔大学Brunel University,75.4%,84.2%,23.7%,372,65.7%,78.6,免费评估
22,阿斯顿大学Aston University,68.3%,77.6%,20.6%,338,83.3%,78.4,免费评估
23,伦敦城市大学City University London,84.0%,90.6%,20.2%,309,60.6%,78.2,免费评估
24,西苏格兰大学University of the West of Scotland,85.1%,90.0%,9.0%,299,66.7%,77.8,免费评估
25,埃塞克斯大学University of Essex,73.9%,77.8%,,368,78.3%,76.7,免费评估
26,斯塔福德郡大学Staffordshire University,81.0%,80.4%,5.7%,251,74.1%,75.6,免费评估
26,Manchester Metropolitan University,82.2%,85.3%,16.3%,323,52.8%,75.6,免费评估
28,朴茨茅斯大学University of Portsmouth,78.9%,83.7%,9.1%,284,66.7%,75.4,免费评估
29,西英格兰大学University of the West of England,69.7%,77.8%,10.6%,326,73.3%,75.2,免费评估
30,赫特福德大学University of Hertfordshire,67.9%,74.8%,16.5%,299,74.3%,74.8,免费评估
31,索尔福德大学University of Salford,68.0%,81.0%,4.4%,307,77.3%,74.7,免费评估
32,谢菲尔德哈莱姆大学Sheffield Hallam University,80.6%,84.6%,,281,61.2%,73.6,免费评估
33,南威尔士大学The University of South Wales,76.1%,68.3%,,286,68.1%,72.1,免费评估
34,普利茅斯大学University of Plymouth,86.2%,88.0%,,253,48.0%,72.0,免费评估
35,布莱顿大学University of Brighton,66.7%,82.8%,7.4%,344,52.2%,71.2,免费评估
36,白金汉大学The University of Buckingham,74.4%,72.8%,,224,58.8%,69.0,免费评估
37,金斯顿大学Kingston University,68.7%,73.0%,2.9%,305,51.0%,68.7,免费评估
