Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,4.5/9,571.0,92.00%,100.0,免费评估
2,帝国理工学院Imperial College London,81%,4.5/9,504.0,93.00%,95.6,免费评估
3,拉夫堡大学Loughborough University,86%,3.6/9,396.0,84.00%,88.8,免费评估
4,谢菲尔德大学The University of Sheffield,84%,3.0/9,407.0,94.00%,88.4,免费评估
5,曼彻斯特大学The University of Manchester,74%,4.2/9,440.0,88.00%,87.6,免费评估
6,伯明翰大学University of Birmingham,79%,3.5/9,434.0,85.00%,86.4,免费评估
7,萨里大学University of Surrey,85%,3.4/9,354.0,84.00%,85.8,免费评估
8,爱丁堡大学The University of Edinburgh,76%,3.0/9,445.0,91.00%,85.7,免费评估
9,伦敦大学学院University College London,81%,3.4/9,402.0,83.00%,85.4,免费评估
10,纽卡斯尔大学Newcastle University,83%,2.8/9,373.0,89.00%,84.5,免费评估
11,诺丁汉大学University of Nottingham,75%,4.0/9,366.0,86.00%,84.4,免费评估
12,巴斯大学University of Bath,74%,2.7/9,475.0,76.00%,81.3,免费评估
13,The Queen's,78%,2.2/9,369.0,93.00%,81.2,免费评估
14,赫瑞瓦特大学Heriot Watt University,77%,3.1/9,353.0,83.00%,80.9,免费评估
15,利兹大学University of Leeds,72%,3.8/9,374.0,79.00%,80.6,免费评估
16,思克莱德大学University of Strathclyde,78%,1.9/9,405.0,89.00%,80.3,免费评估
17,阿伯丁大学University of Aberdeen,74%,3.2/9,379.0,,79.7,免费评估
18,阿斯顿大学Aston University,86%,2.2/9,323.0,72.00%,78.1,免费评估
19,斯旺西大学Swansea University,73%,3.5/9,298.0,71.00%,75.3,免费评估
20,伦敦南岸大学London South Bank University,66%,2.5/9,,46.00%,61.4,免费评估
