Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,布拉德福德大学University of Bradford,86.1,33.3,417.0,79.7,100.0,免费评估
2,利兹大学University of Leeds,85.3,45.0,413.0,69.0,99.9,免费评估
3,肯特大学University of Kent,85.4,43.3,356.0,67.9,96.4,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,68.9,60.0,413.0,71.6,94.7,免费评估
5,格拉斯哥大学University of Glasgow,84.3,27.5,,67.2,92.3,免费评估
6,诺丁汉大学University of Nottingham,82.4,23.3,351.0,77.6,91.3,免费评估
7,基尔大学Keele University,87.3,31.7,369.0,47.6,90.4,免费评估
8,巴斯大学University of Bath,74.6,48.3,406.0,51.4,90.0,免费评估
9,西苏格兰大学University of the West of Scotland,86.6,20.0,,61.9,89.8,免费评估
10,约克大学The University of York,78.2,38.3,363.0,61.3,89.6,免费评估
11,拉夫堡大学Loughborough University,83.0,31.7,365.0,54.1,89.1,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,84.2,30.0,394.0,44.9,88.7,免费评估
13,波尔顿大学University of Bolton,84.0,18.3,,60.5,86.8,免费评估
14,斯旺西大学Swansea University,79.5,26.7,334.0,62.0,86.0,免费评估
15,斯特林大学University of Stirling,86.2,25.0,,44.1,85.8,免费评估
16,爱丁堡大学The University of Edinburgh,73.1,41.7,457.0,33.3,85.7,免费评估
17,谢菲尔德大学The University of Sheffield,77.3,35.0,367.0,48.5,85.3,免费评估
17,伯明翰大学University of Birmingham,72.4,30.0,378.0,64.4,85.3,免费评估
19,莱斯特大学University of Leicester,83.9,13.9,,58.7,84.6,免费评估
20,Cardiff University,78.3,35.0,358.0,37.9,83.1,免费评估
21,英国女王大学Queen's University Belfast,80.1,31.7,367.0,34.4,82.9,免费评估
22,阿尔斯特大学University of Ulster,88.5,26.7,287.0,33.3,82.2,免费评估
23,阿斯顿大学Aston University,78.0,10.0,334.0,65.9,81.5,免费评估
24,北安普顿大学The University of Northampton,88.8,,275.0,46.2,77.7,免费评估
25,伦敦都市大学London Metropolitan University,78.8,23.3,247.0,48.6,77.1,免费评估
26,University of Lincoln,80.0,15.0,289.0,,76.5,免费评估
27,普利茅斯大学University of Plymouth,78.8,21.7,,36.2,76.3,免费评估
28,剑桥安鲁大学Anglia Ruskin University,87.1,13.3,177.0,44.9,74.9,免费评估
29,索尔福德大学University of Salford,72.9,20.0,342.0,36.8,74.8,免费评估
30,布莱顿大学University of Brighton,77.1,11.7,297.0,44.8,74.7,免费评估
31,坎特伯雷大学Canterbury Christ Church University,75.7,,273.0,59.0,72.8,免费评估
32,亚伯大学Aberystwyth University,81.3,,297.0,27.3,70.0,免费评估
33,伯明翰城市大学Birmingham City University,71.7,10.0,257.0,48.0,69.7,免费评估
