Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,杜伦大学Durham University,89.6,48.3,473,74.5,100.0,免费评估
2,牛津大学University of Oxford,83.8,45.0,546,72.0,98.6,免费评估
3,剑桥大学University of Cambridge,82.6,40.0,536,78.7,97.9,免费评估
4,伦敦大学学院University College London,91.8,40.0,503,59.8,96.3,免费评估
5,约克大学The University of York,94.7,36.7,387,75.9,96.0,免费评估
6,埃克塞特大学University of Exeter,85.1,31.7,421,78.0,91.7,免费评估
7,格拉斯哥大学University of Glasgow,91.1,23.3,426,69.2,90.4,免费评估
8,雷丁大学University of Reading,88.2,48.3,346,60.2,90.0,免费评估
9,莱斯特大学University of Leicester,87.4,38.3,372,60.2,87.9,免费评估
10,英国女王大学Queen's University Belfast,89.8,35.0,326,64.1,87.3,免费评估
11,利物浦大学The University of Liverpool,86.7,38.3,381,52.1,85.8,免费评估
12,谢菲尔德大学The University of Sheffield,,36.7,370,58.5,85.7,免费评估
13,纽卡斯尔大学Newcastle University,93.7,26.7,352,53.4,85.3,免费评估
14,南安普顿大学University of Southampton,85.6,36.7,371,50.0,83.8,免费评估
15,伯明翰大学University of Birmingham,81.9,23.3,410,62.5,83.2,免费评估
16,曼彻斯特大学The University of Manchester,92.3,30.0,321,48.7,82.9,免费评估
17,爱丁堡大学The University of Edinburgh,69.3,33.2,483,60.0,81.9,免费评估
18,罗伯特高登大学The Robert Gordon University,79.7,,383,89.4,81.4,免费评估
19,阿伯丁大学University of Aberdeen,82.7,23.3,410,53.7,81.3,免费评估
20,诺丁汉大学University of Nottingham,78.9,33.3,365,56.9,81.0,免费评估
21,基尔大学Keele University,90.4,,389,63.7,80.4,免费评估
22,Cardiff University,80.6,28.3,354,57.6,80.2,免费评估
23,邓迪大学University of Dundee,85.6,,456,52.2,77.8,免费评估
24,Coventry University,87.9,,315,66.8,76.7,免费评估
25,布拉德福德大学University of Bradford,68.4,26.7,373,65.5,76.3,免费评估
25,布拉德福德大学University of Bradford,79.0,30.0,282,56.3,76.3,免费评估
27,阿伯泰邓迪大学University of Abertay Dundee,81.8,,364,68.4,76.1,免费评估
28,西英格兰大学University of the West of England,80.8,,402,58.2,74.6,免费评估
29,伯恩茅斯大学Bournemouth University,84.4,18.3,320,43.6,74.2,免费评估
30,德比大学University of Derby,92.3,,278,52.6,73.7,免费评估
31,肯特大学University of Kent,79.4,6.7,310,64.4,73.4,免费评估
32,诺丁汉特伦特大学Nottingham Trent University,79.2,13.3,332,53.2,73.1,免费评估
33,德蒙福特大学De Montfort University,88.2,,282,57.3,72.9,免费评估
34,中央兰开夏大学University of Central Lancashire,85.7,10.0,325,43.0,72.6,免费评估
35,University of Lincoln,78.2,,327,64.6,71.7,免费评估
36,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,77.3,,348,62.8,71.6,免费评估
37,利物浦约翰摩尔斯大学Liverpool John Moores University,80.5,,318,60.5,71.4,免费评估
38,斯旺西大学Swansea University,79.9,,316,57.7,70.2,免费评估
39,切斯特大学University of Chester,82.3,,286,57.4,70.1,免费评估
40,坎特伯雷大学Canterbury Christ Church University,88.4,,272,47.4,70.0,免费评估
41,温切斯特大学University of Winchester,82.8,6.7,286,44.9,68.9,免费评估
42,赫尔大学The University of Hull,84.5,,315,43.4,68.8,免费评估
43,西苏格兰大学University of the West of Scotland,80.3,,296,53.3,68.4,免费评估
43,哈德斯菲尔德大学University of Huddersfield,77.6,,279,61.4,68.4,免费评估
45,斯塔福德郡大学Staffordshire University,84.2,,299,44.5,68.3,免费评估
46,蒂赛德大学Teesside University,79.0,,339,39.0,65.9,免费评估
47,伯明翰城市大学Birmingham City University,77.7,,332,38.5,64.8,免费评估
48,格林威治大学The University of Greenwich,75.2,,325,42.3,64.1,免费评估
49,南威尔士大学The University of South Wales,73.1,,343,39.9,63.2,免费评估
50,剑桥安鲁大学Anglia Ruskin University,85.2,,182,40.4,62.6,免费评估
51,泰晤士河谷大学Thames Valley University,74.7,,212,51.5,61.4,免费评估
52,伍斯特大学University of Worcester,74.1,,278,37.5,60.3,免费评估
53,伦敦南岸大学London South Bank University,70.1,,226,21.7,51.8,免费评估
