Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伦敦政治经济学院The London School of Economics and Political Science,69.3%,74.0%,74.9%,183,87.4%,100.0,免费评估
2,思克莱德大学University of Strathclyde,78.7%,77.0%,31.9%,195,,96.2,免费评估
3,巴斯大学University of Bath,80.0%,70.3%,43.4%,156,90.4%,95.1,免费评估
4,班戈大学Bangor University,92.1%,89.8%,39.6%,146,72.1%,94.7,免费评估
5,爱丁堡大学The University of Edinburgh,76.4%,74.8%,53.4%,191,57.5%,93.3,免费评估
6,利兹大学University of Leeds,81.4%,78.8%,47.6%,154,72.7%,93.1,免费评估
7,伯明翰大学University of Birmingham,80.4%,75.6%,40.1%,145,82.7%,92.6,免费评估
8,考文垂大学Coventry University,94.4%,95.4%,5.6%,,70.6%,92.5,免费评估
9,拉夫堡大学Loughborough University,78.0%,70.8%,40.6%,158,75.6%,91.4,免费评估
10,斯旺西大学Swansea University,88.9%,85.3%,22.7%,135,78.8%,91.1,免费评估
10,布里斯托大学University of Bristol,70.0%,67.9%,47.9%,155,80.8%,91.1,免费评估
12,诺丁汉大学University of Nottingham,77.4%,73.8%,43.5%,140,77.5%,90.5,免费评估
13,肯特大学University of Kent,77.6%,72.5%,59.0%,126,72.2%,90.1,免费评估
14,斯特林大学University of Stirling,81.1%,78.7%,33.8%,162*,62.5%,89.8,免费评估
15,格拉斯哥大学University of Glasgow,73.6%,70.5%,41.8%,169,61.2%,88.8,免费评估
16,约克大学The University of York,72.0%,72.7%,47.5%,125,78.4%,88.4,免费评估
17,利物浦大学The University of Liverpool,88.2%,82.8%,8.6%,122,83.3%,88.2,免费评估
18,波尔顿大学University of Bolton,96.0%,88.0%,1.0%,,60.0%*,87.8,免费评估
19,南安普顿大学University of Southampton,77.8%,64.8%,52.8%,137,,87.3,免费评估
20,英国女王大学Queen's University Belfast,78.0%,74.5%,26.2%,144,69.0%,86.8,免费评估
21,卡迪夫大学Cardiff University,74.7%,75.1%,30.8%,142*,65.6%,86.0,免费评估
22,阿斯顿大学Aston University,74.8%,66.5%,38.6%,120,75.8%,85.8,免费评估
23,索尔福德大学University of Salford,83.5%,81.3%,27.7%,118,66.1%,85.7,免费评估
24,西苏格兰大学University of the West of Scotland,90.4%,84.5%,9.4%,,57.1%,85.6,免费评估
25,谢菲尔德大学The University of Sheffield,67.6%,71.3%,26.8%,144,73.1%,85.1,免费评估
26,斯塔福德郡大学Staffordshire University,96.5%,93.1%,,100*,69.2%,84.6,免费评估
27,基尔大学Keele University,81.4%,79.2%,25.0%,130,58.5%,84.4,免费评估
28,艾芝西尔大学Edge Hill University,82.3%,81.1%,5.7%,121,,82.3,免费评估
29,德蒙福特大学De Montfort University,72.6%,68.1%,11.2%,120,74.1%,81.1,免费评估
30,University of Lincoln,81.9%,79.4%,5.8%,117,62.5%,81.0,免费评估
30,中央兰开夏大学University of Central Lancashire,71.6%,68.0%,11.8%,135,65.9%,81.0,免费评估
32,剑桥安鲁大学Anglia Ruskin University,90.8%,80.7%,5.4%,102,58.8%,80.8,免费评估
33,切斯特大学University of Chester,87.8%,77.1%,0.3%,111,60.0%,80.2,免费评估
34,伍尔弗汉普顿大学University of Wolverhampton,86.3%,81.9%,,114,54.6%,79.5,免费评估
35,北安普顿大学The University of Northampton,78.4%,75.7%,,137,47.9%,78.2,免费评估
36,阿尔斯特大学University of Ulster,78.0%,77.4%,39.2%,109,33.9%,78.1,免费评估
37,米德塞斯大学Middlesex University,73.3%,71.6%,14.9%,111,55.9%,77.5,免费评估
38,伯明翰城市大学Birmingham City University,69.9%,68.6%,3.8%,122,62.2%,77.3,免费评估
39,伦敦都市大学London Metropolitan University,68.1%,70.4%,8.8%,110,63.7%,76.9,免费评估
40,贝德福德大学University of Bedfordshire,82.0%,82.4%,16.3%,91,45.0%,76.6,免费评估
41,University of Wales Trinity St David,83.3%,82.2%,,94,53.5%,76.5,免费评估
42,普利茅斯大学University of Plymouth,80.4%,79.2%,16.0%,,37.3%,76.2,免费评估
43,坎特伯雷大学Canterbury Christ Church University,73.5%,71.6%,3.2%,,48.3%*,74.1,免费评估
44,布莱顿大学University of Brighton,71.0%,66.6%,12.4%,114,37.5%,72.6,免费评估
45,伦敦大学金史密斯学院Goldsmiths University of London,56.5%,56.4%,13.5%,99,,66.8,免费评估
