Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,华威大学The University of Warwick,87.9,58.3,566.0,87.4,100.0,免费评估
2,牛津大学University of Oxford,84.6,58.3,589.0,81.2,97.3,免费评估
2,剑桥大学University of Cambridge,80.8,45.0,637.0,95.2,97.3,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,78.5,71.7,576.0,86.5,97.1,免费评估
5,伦敦大学学院University College London,79.5,68.3,556.0,84.0,95.9,免费评估
6,埃克塞特大学University of Exeter,83.2,38.3,481.0,86.2,90.6,免费评估
7,诺丁汉大学University of Nottingham,78.8,48.3,506.0,84.3,90.2,免费评估
8,萨里大学University of Surrey,90.5,31.7,418.0,76.4,89.4,免费评估
8,巴斯大学University of Bath,76.0,43.3,504.0,92.2,89.4,免费评估
10,思克莱德大学University of Strathclyde,88.4,38.3,502.0,64.7,89.2,免费评估
11,杜伦大学Durham University,78.8,28.3,560.0,87.6,88.8,免费评估
11,布拉德福德大学University of Bradford,78.1,48.3,505.0,80.0,88.8,免费评估
13,东英吉利大学University of East Anglia,90.4,31.7,409.0,74.7,88.6,免费评估
14,兰卡斯特大学Lancaster University,82.1,41.7,451.0,80.1,88.3,免费评估
15,肯特大学University of Kent,87.4,35.0,393.0,77.7,87.8,免费评估
16,利兹大学University of Leeds,82.7,36.7,450.0,79.6,87.5,免费评估
17,伦敦大学玛丽女王学院Queen Mary University of London,80.0,48.3,407.0,80.9,87.1,免费评估
18,埃塞克斯大学University of Essex,86.7,58.3,349.0,63.1,87.0,免费评估
19,爱丁堡大学The University of Edinburgh,77.5,40.0,476.0,83.3,86.8,免费评估
19,赫瑞瓦特大学Heriot Watt University,92.2,21.7,385.0,73.5,86.8,免费评估
21,谢菲尔德大学The University of Sheffield,84.5,33.3,435.0,75.2,86.4,免费评估
22,阿伯丁大学University of Aberdeen,80.6,35.0,439.0,79.8,85.7,免费评估
23,约克大学The University of York,77.0,37.1,454.0,83.0,85.2,免费评估
24,Cardiff University,76.9,46.7,417.0,78.3,84.7,免费评估
24,莱斯特大学University of Leicester,85.0,36.7,379.0,70.8,84.7,免费评估
26,伯明翰大学University of Birmingham,77.1,31.7,447.0,81.9,83.8,免费评估
27,圣安德鲁斯大学University of St Andrews,72.9,28.3,527.0,81.5,83.0,免费评估
27,阿斯顿大学Aston University,83.4,30.0,391.0,,83.0,免费评估
29,纽卡斯尔大学Newcastle University,82.3,23.3,441.0,72.3,82.8,免费评估
30,南安普顿大学University of Southampton,76.1,40.0,458.0,71.3,82.6,免费评估
31,伦敦大学皇家霍洛威学院Royal Holloway University of London,79.1,40.0,402.0,68.6,82.0,免费评估
32,拉夫堡大学Loughborough University,81.9,18.3,415.0,76.5,81.8,免费评估
33,雷丁大学University of Reading,81.0,23.3,360.0,79.0,81.1,免费评估
34,伦敦城市大学City University London,81.6,25.0,420.0,65.8,80.5,免费评估
35,格拉斯哥大学University of Glasgow,71.4,41.7,471.0,69.2,80.0,免费评估
36,埃塞克斯大学University of Essex,79.5,26.7,396.0,70.3,79.9,免费评估
36,曼彻斯特大学The University of Manchester,71.8,43.3,430.0,71.3,79.9,免费评估
38,Coventry University,97.0,,299.0,60.3,79.8,免费评估
39,斯旺西大学Swansea University,76.6,30.0,313.0,84.5,79.7,免费评估
40,索尔福德大学University of Salford,87.5,13.3,312.0,,78.8,免费评估
41,布拉德福德大学University of Bradford,88.4,23.1,281.0,60.5,78.7,免费评估
41,白金汉大学The University of Buckingham,82.4,,359.0,84.2,78.7,免费评估
