Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.6,35.0,592.0,80.7,100.0,免费评估
2,杜伦大学Durham University,87.0,33.3,536.0,84.2,96.5,免费评估
3,牛津大学University of Oxford,88.4,35.0,541.0,73.7,94.5,免费评估
4,华威大学The University of Warwick,92.2,25.0,477.0,81.8,93.8,免费评估
5,纽卡斯尔大学Newcastle University,90.7,28.3,438.0,83.0,93.1,免费评估
6,南安普顿大学University of Southampton,90.2,38.3,427.0,72.5,92.0,免费评估
7,埃克塞特大学University of Exeter,90.6,28.3,469.0,75.2,91.7,免费评估
8,伦敦国王学院King's College London,82.4,36.7,448.0,77.9,90.2,免费评估
8,圣安德鲁斯大学University of St Andrews,81.7,33.3,,80.5,90.2,免费评估
8,伯明翰大学University of Birmingham,86.5,30.0,433.0,79.3,90.2,免费评估
11,伦敦大学学院University College London,82.1,35.0,487.0,72.8,89.3,免费评估
12,爱丁堡大学The University of Edinburgh,89.0,33.3,473.0,60.5,87.9,免费评估
13,斯旺西大学Swansea University,89.7,23.3,,71.0,87.6,免费评估
13,利兹大学University of Leeds,88.0,33.3,433.0,65.8,87.6,免费评估
15,布拉德福德大学University of Bradford,82.7,26.7,448.0,77.3,87.3,免费评估
16,巴斯大学University of Bath,85.5,21.7,437.0,78.4,87.2,免费评估
17,曼彻斯特大学The University of Manchester,83.6,31.7,433.0,60.3,83.3,免费评估
18,谢菲尔德大学The University of Sheffield,89.4,16.7,427.0,65.3,83.2,免费评估
19,诺丁汉大学University of Nottingham,83.4,20.0,400.0,69.7,81.7,免费评估
19,格拉斯哥大学University of Glasgow,70.4,18.3,513.0,79.1,81.7,免费评估
19,赫瑞瓦特大学Heriot Watt University,79.0,16.7,446.0,74.6,81.7,免费评估
22,英国女王大学Queen's University Belfast,92.4,8.3,,65.1,81.1,免费评估
22,兰卡斯特大学Lancaster University,80.5,15.0,452.0,71.4,81.1,免费评估
24,Cardiff University,77.5,25.0,397.0,71.4,80.7,免费评估
25,朴茨茅斯大学University of Portsmouth,84.6,25.0,295.0,68.6,79.8,免费评估
26,利物浦大学The University of Liverpool,78.4,21.7,394.0,69.7,79.5,免费评估
27,伦敦大学玛丽女王学院Queen Mary University of London,84.7,16.7,361.0,,79.0,免费评估
28,雷丁大学University of Reading,83.3,16.7,325.0,65.2,76.7,免费评估
29,阿伯丁大学University of Aberdeen,78.5,8.3,463.0,,76.5,免费评估
30,伦敦大学皇家霍洛威学院Royal Holloway University of London,76.6,31.7,382.0,52.7,75.8,免费评估
31,肯特大学University of Kent,80.1,10.0,372.0,65.5,75.0,免费评估
32,赫尔大学The University of Hull,85.7,,303.0,71.4,74.3,免费评估
33,班戈大学Bangor University,88.0,,285.0,68.4,73.8,免费评估
34,阿斯顿大学Aston University,76.0,10.0,339.0,71.3,73.6,免费评估
35,Manchester Metropolitan University,87.6,6.7,359.0,50.0,72.3,免费评估
36,亚伯大学Aberystwyth University,74.9,25.0,300.0,58.8,72.2,免费评估
37,索尔福德大学University of Salford,75.9,12.5,,63.1,71.2,免费评估
38,诺丁汉特伦特大学Nottingham Trent University,86.3,,262.0,55.2,68.1,免费评估
