Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,2.6,334.0,0.88,0.78,免费评估
2,谢菲尔德哈莱姆大学Sheffield Hallam University,3.4,346.0,0.69,0.8,免费评估
3,伦敦大学学院University College London,3.2,,0.73,0.63,免费评估
4,亚伯大学Aberystwyth University,2.3,,0.76,0.62,免费评估
5,布莱顿大学University of Brighton,2.0,290.0,0.7,0.53,免费评估
6,诺桑比亚大学Northumbria University,1.1,242.0,0.76,0.65,免费评估
7,利物浦约翰摩尔斯大学Liverpool John Moores University,1.3,242.0,0.74,,免费评估
8,伦敦南岸大学London South Bank University,0.8,,0.8,0.36,免费评估
9,利兹都会大学Leeds Metropolitan University,2.2,,0.7,0.36,免费评估
10,曼彻斯特城市大学Manchester Metropolitan University,1.1,184.0,0.65,0.38,免费评估
