Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.0,534.0,0.88,0.81,免费评估
2,牛津大学University of Oxford,3.1,529.0,0.86,0.78,免费评估
3,圣安德鲁斯大学University of St Andrews,2.9,409.0,0.84,0.87,免费评估
4,杜伦大学Durham University,2.9,497.0,0.8,0.74,免费评估
5,华威大学The University of Warwick,2.3,431.0,0.9,0.69,免费评估
6,埃克塞特大学University of Exeter,2.6,440.0,0.88,0.66,免费评估
7,伦敦国王学院King's College London,3.0,423.0,0.79,0.79,免费评估
8,巴斯大学University of Bath,2.2,440.0,0.85,0.77,免费评估
9,利兹大学University of Leeds,2.9,420.0,0.84,0.68,免费评估
10,南安普顿大学University of Southampton,3.2,426.0,0.86,0.55,免费评估
10,伯明翰大学University of Birmingham,2.7,369.0,0.87,0.7,免费评估
12,爱丁堡大学The University of Edinburgh,2.8,461.0,0.74,0.75,免费评估
13,斯旺西大学Swansea University,2.3,302.0,0.9,0.73,免费评估
14,布里斯托大学University of Bristol,2.5,444.0,0.74,0.77,免费评估
15,伦敦大学皇家霍洛威学院Royal Holloway University of London,2.8,347.0,0.8,0.73,免费评估
16,赫瑞瓦特大学Heriot Watt University,1.7,391.0,0.88,0.69,免费评估
17,阿斯顿大学Aston University,1.3,359.0,0.85,0.85,免费评估
18,诺丁汉大学University of Nottingham,2.1,400.0,0.83,0.69,免费评估
19,曼彻斯特大学The University of Manchester,2.8,419.0,0.79,0.56,免费评估
20,格拉斯哥大学University of Glasgow,1.6,444.0,0.79,0.7,免费评估
21,兰卡斯特大学Lancaster University,1.8,383.0,0.8,0.72,免费评估
22,伦敦大学学院University College London,3.0,444.0,0.69,0.64,免费评估
23,谢菲尔德大学The University of Sheffield,1.8,414.0,0.79,0.68,免费评估
24,阿伯丁大学University of Aberdeen,1.3,346.0,0.85,0.72,免费评估
25,赫尔大学The University of Hull,,281.0,0.89,0.92,免费评估
26,卡迪夫大学Cardiff University,2.3,380.0,0.79,0.57,免费评估
27,纽卡斯尔大学Newcastle University,2.6,446.0,0.72,0.5,免费评估
28,伦敦大学玛丽女王学院Queen Mary University of London,1.8,333.0,0.8,0.61,免费评估
29,雷丁大学University of Reading,1.7,339.0,0.8,,免费评估
30,英国女王大学Queen's University Belfast,1.2,370.0,0.79,,免费评估
31,利物浦大学The University of Liverpool,2.2,314.0,0.79,0.5,免费评估
32,东英吉利大学University of East Anglia,,371.0,0.8,0.65,免费评估
33,班戈大学Bangor University,,272.0,0.8,0.67,免费评估
33,阿尔斯特大学University of Ulster,1.7,,0.72,0.52,免费评估
35,曼彻斯特城市大学Manchester Metropolitan University,1.1,266.0,0.75,0.57,免费评估
36,诺丁汉特伦特大学Nottingham Trent University,,260.0,0.79,0.69,免费评估
