Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,利兹大学University of Leeds,89.5%,93.0%,39.3%,178,87.0%,100.0,免费评估
2,思克莱德大学University of Strathclyde,71.5%,75.1%,44.3%,211,89.5%,97.5,免费评估
3,华威大学The University of Warwick,79.7%,86.1%,40.4%,176,88.9%,97.3,免费评估
4,巴斯大学University of Bath,80.5%,79.6%,41.8%,185,87.5%,97.2,免费评估
5,格拉斯哥大学University of Glasgow,78.9%,85.9%,22.1%,218,88.7%,97.0,免费评估
6,拉夫堡大学Loughborough University,81.4%,84.2%,32.6%,164,96.5%,96.4,免费评估
7,兰卡斯特大学Lancaster University,80.5%,83.6%,42.6%,149,88.9%,95.4,免费评估
7,埃克塞特大学University of Exeter,82.4%,85.8%,24.4%,177,90.6%,95.4,免费评估
9,英国女王大学Queen's University Belfast,80.5%,79.9%,32.7%,162,94.0%,95.1,免费评估
10,伯明翰大学University of Birmingham,81.6%,81.1%,29.1%,160,91.8%,94.3,免费评估
11,阿尔斯特大学University of Ulster,86.3%,85.7%,40.4%,123,83.9%,93.6,免费评估
12,伦敦政治经济学院The London School of Economics and Political Science,55.4%,58.1%,52.3%,203,93.6%,93.1,免费评估
13,纽卡斯尔大学Newcastle University,81.8%,81.9%,20.7%,156,93.1%,92.9,免费评估
14,诺丁汉大学University of Nottingham,75.2%,77.3%,32.6%,161,90.3%,92.8,免费评估
15,杜伦大学Durham University,77.6%,80.0%,23.1%,162,90.8%,92.2,免费评估
16,雷丁大学University of Reading,79.8%,77.4%,29.3%,147,87.9%,91.7,免费评估
17,萨塞克斯大学University of Sussex,80.3%,82.8%,23.7%,142,90.6%,91.6,免费评估
17,约克大学The University of York,78.9%,80.5%,24.0%,172,,91.6,免费评估
17,东英吉利大学University of East Anglia,82.2%,84.6%,28.1%,146,81.1%,91.6,免费评估
20,曼彻斯特大学The University of Manchester,77.2%,80.0%,33.3%,169,73.2%,91.2,免费评估
21,谢菲尔德大学The University of Sheffield,78.5%,80.3%,26.8%,147,86.6%,91.1,免费评估
