Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,诺丁汉大学University of Nottingham,388.0,4.05,3.12,70,100.0,免费评估
2,纽卡斯尔大学Newcastle University,365.0,4.04,2.84,82,99.4,免费评估
3,Lincoln,376.0,4.46,3.07,62,99.2,免费评估
4,英国女王大学Queen's University Belfast,362.0,3.83,3.26,74,97.6,免费评估
5,皇家兽医学院Royal Veterinary College,375.0,4.24,3.11,58,97.1,免费评估
6,雷丁大学University of Reading,349.0,4.24,3.24,56,93.8,免费评估
7,哈珀亚当斯大学Harper Adams University,345.0,4.25,2.66,68,90.0,免费评估
8,亚伯大学Aberystwyth University,317.0,4.26,3.05,56,87.9,免费评估
9,班戈大学Bangor University,307.0,4.14,3.05,66,87.0,免费评估
10,Plymouth,396.0,4.04,2.6,20,84.4,免费评估
11,诺丁汉特伦特大学Nottingham Trent University,365.0,4.44,,44,82.2,免费评估
12,圣大卫三一学院University of Wales Trinity Saint David,380.0,4.19,,42,81.7,免费评估
13,皇家农学院Royal Agricultural University,301.0,3.98,1.4,58,74.3,免费评估
14,Writtle University College,320.0,3.74,1.46,42,73.8,免费评估
15,牛津布鲁克斯大学Oxford Brookes University,292.0,4.36,2.67,22,73.6,免费评估
16,高地与群岛大学University of the Highlands and Islands,,4.07,,42,72.2,免费评估
17,切斯特大学University of Chester,349.0,3.89,,20,68.4,免费评估
18,剑桥安鲁大学Anglia Ruskin University,299.0,3.92,,34,65.3,免费评估
19,哥比亚大学University of Cumbria,275.0,4.01,,24,59.8,免费评估
