Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,5.0/9,578.0,82.00%,100.0,免费评估
2,牛津大学University of Oxford,84%,4.3/9,546.0,89.00%,98.1,免费评估
3,杜伦大学Durham University,85%,3.5/9,530.0,84.00%,94.6,免费评估
4,约克大学The University of York,88%,3.4/9,449.0,83.00%,92.6,免费评估
5,圣安德鲁斯大学University of St Andrews,82%,4.2/9,440.0,84.00%,92.5,免费评估
6,南安普顿大学University of Southampton,91%,2.8/9,412.0,85.00%,92.1,免费评估
7,布里斯托大学University of Bristol,82%,4.0/9,448.0,78.00%,90.4,免费评估
8,诺丁汉大学University of Nottingham,84%,4.5/9,397.0,74.00%,90.1,免费评估
9,谢菲尔德大学The University of Sheffield,87%,3.3/9,402.0,80.00%,89.7,免费评估
10,华威大学The University of Warwick,82%,3.4/9,425.0,85.00%,89.6,免费评估
11,思克莱德大学University of Strathclyde,88%,3.0/9,387.0,82.00%,89.4,免费评估
12,爱丁堡大学The University of Edinburgh,78%,4.2/9,436.0,80.00%,89.0,免费评估
13,赫尔大学The University of Hull,89%,2.3/9,274.0,95.00%,87.9,免费评估
13,帝国理工学院Imperial College London,73%,3.7/9,493.0,85.00%,87.9,免费评估
15,格拉斯哥大学University of Glasgow,83%,3.0/9,389.0,83.00%,87.0,免费评估
16,萨塞克斯大学University of Sussex,83%,2.6/9,420.0,84.00%,86.9,免费评估
17,利物浦大学The University of Liverpool,81%,3.6/9,395.0,78.00%,86.7,免费评估
18,利兹大学University of Leeds,78%,3.6/9,363.0,84.00%,86.2,免费评估
18,诺丁汉特伦特大学Nottingham Trent University,83%,3.0/9,203.0,100.00%,86.2,免费评估
20,伦敦大学学院University College London,82%,3.2/9,442.0,72.00%,85.8,免费评估
21,莱斯特大学University of Leicester,86%,2.1/9,344.0,86.00%,85.6,免费评估
22,巴斯大学University of Bath,81%,2.5/9,416.0,82.00%,85.2,免费评估
22,曼彻斯特大学The University of Manchester,78%,3.5/9,416.0,76.00%,85.2,免费评估
24,阿伯丁大学University of Aberdeen,81%,2.1/9,372.0,89.00%,84.7,免费评估
24,拉夫堡大学Loughborough University,91%,1.5/9,315.0,84.00%,84.7,免费评估
26,赫瑞瓦特大学Heriot Watt University,83%,2.6/9,314.0,84.00%,84.0,免费评估
27,萨里大学University of Surrey,78%,3.4/9,325.0,84.00%,83.7,免费评估
28,基尔大学Keele University,82%,2.5/9,307.0,84.00%,83.0,免费评估
29,The Queen's,80%,2.2/9,365.0,85.00%,82.8,免费评估
30,卡迪夫大学Cardiff University,78%,2.8/9,362.0,80.00%,82.5,免费评估
31,东英吉利大学University of East Anglia,84%,2.4/9,366.0,71.00%,81.9,免费评估
32,普利茅斯大学University of Plymouth,81%,1.8/9,231.0,95.00%,81.1,免费评估
33,伯明翰大学University of Birmingham,75%,2.8/9,371.0,74.00%,79.2,免费评估
34,纽卡斯尔大学Newcastle University,75%,2.2/9,367.0,78.00%,78.5,免费评估
35,伦敦大学玛丽女王学院Queen Mary University of London,81%,2.3/9,303.0,69.00%,77.7,免费评估
36,谢菲尔德哈莱姆大学Sheffield Hallam University,82%,1.2/9,234.0,81.00%,75.5,免费评估
37,雷丁大学University of Reading,74%,1.4/9,314.0,82.00%,74.7,免费评估
38,布拉德福德大学University of Bradford,73%,2.9/9,212.0,,72.2,免费评估
38,诺桑比亚大学Northumbria University,78%,1.6/9,297.0,64.00%,72.2,免费评估
40,阿斯顿大学Aston University,,2.2/9,,65.00%,71.7,免费评估
41,布莱顿大学University of Brighton,79%,2.1/9,253.0,52.00%,69.9,免费评估
42,哈德斯菲尔德大学University of Huddersfield,77%,1.3/9,250.0,64.00%,69.1,免费评估
43,曼彻斯特城市大学Manchester Metropolitan University,74%,1.3/9,215.0,72.00%,68.9,免费评估
44,班戈大学Bangor University,67%,2.4/9,281.0,63.00%,68.1,免费评估
45,阿伯泰邓迪大学University of Abertay Dundee,,,365.0,61.00%,67.7,免费评估
46,肯特大学University of Kent,77%,,290.0,63.00%,66.5,免费评估
47,利物浦约翰摩尔斯大学Liverpool John Moores University,72%,,227.0,77.00%,65.8,免费评估
48,格拉摩根大学University of Glamorgan,72%,,235.0,69.00%,63.9,免费评估
49,金斯顿大学Kingston University,70%,,248.0,63.00%,61.6,免费评估
50,Uni of the Arts,,,196.0,50.00%,55.7,免费评估
