Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,埃塞克斯大学University of Essex,94.0%,90.5%,37.7%,143,85.4%,100.0,免费评估
2,萨塞克斯大学University of Sussex,91.8%,87.8%,45.6%,150,76.7%,99.3,免费评估
3,埃克塞特大学University of Exeter,81.1%,82.8%,46.3%,172,75.3%,98.8,免费评估
4,格拉斯哥大学University of Glasgow,72.7%,74.3%,53.9%,195,68.5%,98.4,免费评估
5,萨里大学University of Surrey,88.8%,85.1%,27.2%,168,66.9%,96.0,免费评估
5,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",,,47.7%,138,76.3%,96.0,免费评估
5,谢菲尔德大学The University of Sheffield,,,60.0%,149,63.9%,96.0,免费评估
5,兰卡斯特大学Lancaster University,85.4%,87.9%,48.0%,154,64.6%,96.0,免费评估
9,伯明翰大学University of Birmingham,77.0%,78.2%,36.9%,168,75.9%,95.7,免费评估
10,伦敦大学玛丽女王学院Queen Mary University of London,83.4%,77.0%,68.4%,150,56.8%,94.9,免费评估
11,玛格丽特女王大学Queen Margaret University,84.6%,74.9%,14.0%,177,74.4%,94.7,免费评估
12,曼彻斯特大学The University of Manchester,,,58.6%,163,56.5%,94.5,免费评估
13,华威大学The University of Warwick,66.2%,67.5%,61.7%,162,73.1%,94.0,免费评估
14,约克大学The University of York,82.6%,82.2%,26.0%,169,64.4%,93.5,免费评估
15,伦敦大学皇家霍洛威学院Royal Holloway University of London,81.9%,76.0%,50.6%,153,61.1%,93.3,免费评估
16,苏格兰皇家音乐学院Royal Conservatoire of Scotland,79.8%,74.6%,11.3%,144,91.1%,92.6,免费评估
16,考文垂大学Coventry University,90.8%,88.4%,18.1%,137,72.0%,92.6,免费评估
18,伯恩茅斯艺术大学Arts University Bournemouth,82.4%,81.9%,2.4%,159,79.2%,92.1,免费评估
19,肯特大学University of Kent,79.1%,75.9%,44.3%,138,69.3%,91.7,免费评估
20,龙比亚大学Napier University,72.0%,71.0%,37.9%,166,66.7%,91.6,免费评估
21,牛津布鲁克斯大学Oxford Brookes University,91.5%,80.4%,27.8%,129,68.3%,91.5,免费评估
21,诺丁汉特伦特大学Nottingham Trent University,83.0%,80.3%,10.0%,164,68.7%,91.5,免费评估
23,亚伯大学Aberystwyth University,89.1%,82.8%,30.3%,129,67.0%,91.2,免费评估
24,德蒙福特大学De Montfort University,86.4%,85.1%,14.5%,126,78.8%,90.8,免费评估
25,伦敦大学金史密斯学院Goldsmiths University of London,91.8%,89.6%,28.3%,132,57.6%,90.7,免费评估
26,利兹大学University of Leeds,72.3%,75.2%,28.0%,163,66.3%,90.4,免费评估
26,哈德斯菲尔德大学University of Huddersfield,88.7%,85.8%,28.0%,127,64.7%,90.4,免费评估
28,布里斯托大学University of Bristol,65.7%,61.8%,48.7%,181,56.2%,90.3,免费评估
29,东英吉利大学University of East Anglia,71.7%,77.3%,43.8%,172,49.5%,90.2,免费评估
30,爱丁堡大学The University of Edinburgh,68.4%,65.2%,48.0%,178,52.0%,89.9,免费评估
31,伯明翰城市大学Birmingham City University,91.9%,88.7%,11.6%,131,63.2%,89.3,免费评估
32,拉夫堡大学Loughborough University,75.3%,75.6%,32.4%,149,62.5%,89.1,免费评估
33,诺丁汉大学University of Nottingham,77.1%,72.9%,45.8%,141,54.5%,88.3,免费评估
