Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,华威大学The University of Warwick,77.2,45.0,518.0,,100.0,免费评估
2,伯明翰大学University of Birmingham,82.7,36.7,418.0,78.9,99.6,免费评估
3,英国女王大学Queen's University Belfast,87.2,45.0,390.0,,97.4,免费评估
4,伦敦大学皇家霍洛威学院Royal Holloway University of London,82.9,41.7,442.0,,97.0,免费评估
5,诺丁汉大学University of Nottingham,81.8,46.7,377.0,67.3,96.3,免费评估
6,东英吉利大学University of East Anglia,84.5,35.0,467.0,53.5,95.1,免费评估
7,兰卡斯特大学Lancaster University,76.1,33.3,479.0,,91.9,免费评估
8,德蒙福特大学De Montfort University,80.5,46.7,292.0,58.3,88.2,免费评估
9,班戈大学Bangor University,83.2,25.0,319.0,59.4,85.1,免费评估
10,威斯敏斯特大学University of Westminster,97.6,6.7,306.0,46.4,82.5,免费评估
11,赫尔大学The University of Hull,84.1,25.0,301.0,48.5,81.3,免费评估
12,巴斯斯巴大学Bath Spa University,83.7,13.3,343.0,51.9,81.1,免费评估
13,温切斯特大学University of Winchester,94.0,15.0,342.0,29.0,79.8,免费评估
13,利物浦约翰摩尔斯大学Liverpool John Moores University,85.8,13.3,330.0,46.7,79.8,免费评估
15,切斯特大学University of Chester,84.2,10.0,289.0,57.6,79.1,免费评估
16,亚伯大学Aberystwyth University,76.5,20.0,343.0,48.2,78.2,免费评估
17,伯明翰城市大学Birmingham City University,88.9,10.0,277.0,,76.7,免费评估
18,Manchester Metropolitan University,80.1,21.7,311.0,38.7,75.8,免费评估
19,格罗斯特大学University of Gloucestershire,83.9,15.0,316.0,36.1,75.4,免费评估
20,北安普顿大学The University of Northampton,89.1,5.0,281.0,,75.1,免费评估
21,布鲁内尔大学Brunel University,87.9,25.0,360.0,10.0,74.8,免费评估
22,朴茨茅斯大学University of Portsmouth,80.2,,313.0,54.3,74.5,免费评估
23,贝德福德大学University of Bedfordshire,83.9,23.3,219.0,,74.2,免费评估
24,"特威克南圣玛丽大学St Mary's, Twickenham",75.9,13.3,297.0,49.1,73.7,免费评估
25,米德塞斯大学Middlesex University,81.7,15.0,261.0,,72.6,免费评估
26,金斯顿大学Kingston University,71.9,20.0,280.0,47.6,72.2,免费评估
27,哥比亚大学University of Cumbria,92.5,3.3,212.0,,71.8,免费评估
28,波尔顿大学University of Bolton,85.0,3.3,242.0,44.2,71.0,免费评估
29,普利茅斯大学University of Plymouth,70.6,16.7,323.0,39.1,70.4,免费评估
30,奇切斯特大学University of Chichester,79.6,8.3,266.0,41.6,70.2,免费评估
31,中央兰开夏大学University of Central Lancashire,80.0,6.7,,39.0,70.1,免费评估
32,伯恩茅斯大学Bournemouth University,67.6,,339.0,54.5,69.6,免费评估
33,格林威治大学The University of Greenwich,65.7,8.3,341.0,47.4,69.0,免费评估
34,南威尔士大学The University of South Wales,67.3,23.3,300.0,36.7,68.6,免费评估
35,德比大学University of Derby,81.8,,281.0,36.2,68.1,免费评估
36,斯塔福德郡大学Staffordshire University,82.1,,220.0,46.5,68.0,免费评估
37,艾芝西尔大学Edge Hill University,75.1,6.7,330.0,26.9,66.5,免费评估
38,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",87.5,0.0,199.0,,66.2,免费评估
39,南安普顿索伦特大学Southampton Solent University,70.6,,318.0,37.5,64.8,免费评估
40,谢菲尔德哈莱姆大学Sheffield Hallam University,62.6,13.3,321.0,33.8,63.6,免费评估
41,伦敦南岸大学London South Bank University,69.8,,218.0,28.8,56.2,免费评估
