Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,90.5,96.4,99.6,98.4,65.5,95.4,免费评估
2,California Institute of Technology,United States,92.1,82.5,97.2,97.9,88.0,94.5,免费评估
3,剑桥大学University of Cambridge,United Kingdom,91.4,95.0,98.7,95.8,59.3,94.4,免费评估
4,Stanford University,United States,92.8,79.5,96.4,99.9,66.2,94.3,免费评估
5,Massachusetts Institute of Technology,United States,90.5,89.0,92.4,99.5,86.9,93.6,免费评估
6,Princeton University,United States,90.3,81.1,96.3,98.8,58.6,93.2,免费评估
7,Harvard University,United States,89.2,76.3,98.6,99.1,47.3,93.0,免费评估
8,Yale University,United States,92.0,68.7,94.8,97.3,52.4,91.7,免费评估
9,University of Chicago,United States,89.1,76.0,91.4,96.7,52.7,90.2,免费评估
10,帝国理工学院Imperial College London,United Kingdom,84.5,97.1,87.6,97.0,69.9,89.8,免费评估
11,University of Pennsylvania,United States,87.5,65.0,90.4,98.2,74.0,89.6,免费评估
12,Johns Hopkins University,United States,81.7,73.2,91.4,98.3,91.3,89.2,免费评估
13,"University of California, Berkeley",United States,83.0,70.4,90.6,99.2,46.1,88.3,免费评估
13,ETH Zurich,Switzerland,81.8,98.2,92.8,90.3,56.8,88.3,免费评估
15,伦敦大学学院University College London,United Kingdom,77.8,96.2,88.7,96.1,42.7,87.1,免费评估
16,Columbia University,United States,85.6,79.3,82.6,98.2,44.8,87.0,免费评估
17,"University of California, Los Angeles",United States,83.1,64.1,88.6,97.3,51.3,86.8,免费评估
18,University of Toronto,Canada,76.6,84.7,89.5,93.6,50.5,85.5,免费评估
19,Cornell University,United States,79.7,73.4,86.0,96.6,37.1,85.1,免费评估
20,Duke University,United States,82.4,61.5,76.8,97.0,99.9,84.0,免费评估
21,University of Michigan-Ann Arbor,United States,79.4,59.2,86.1,94.9,47.7,83.8,免费评估
22,Northwestern University,United States,74.2,64.1,83.8,97.8,78.4,83.5,免费评估
23,Tsinghua University,China,86.6,47.4,94.0,74.6,100.0,82.6,免费评估
24,Peking University,China,89.1,59.6,90.0,73.2,86.6,82.3,免费评估
25,National University of Singapore,Singapore,76.8,95.5,90.4,76.9,58.8,81.9,免费评估
26,University of Washington,United States,72.2,60.4,82.2,98.6,47.5,81.6,免费评估
27,Carnegie Mellon University,United States,65.9,80.6,82.7,98.2,50.5,81.3,免费评估
