Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,91.8,96.3,99.5,99.1,67.0,96.0,免费评估
2,剑桥大学University of Cambridge,United Kingdom,92.1,94.3,98.8,97.1,52.9,94.8,免费评估
3,斯坦福大学Stanford University,United States,93.6,79.3,96.8,99.9,64.6,94.7,免费评估
4,麻省理工学院Massachusetts Institute of Technology,United States,91.9,89.0,92.7,99.9,87.6,94.2,免费评估
5,加利福尼亚理工学院California Institute of Technology,United States,94.5,62.3,97.2,99.2,88.2,94.1,免费评估
6,哈佛大学Harvard University,United States,90.1,79.7,98.4,99.6,48.7,93.6,免费评估
7,普林斯顿大学Princeton University,United States,89.9,80.1,93.6,99.4,57.3,92.3,免费评估
8,耶鲁大学Yale University,United States,91.6,68.3,93.5,97.8,51.5,91.3,免费评估
9,帝国理工学院Imperial College London,United Kingdom,85.8,97.1,87.7,97.8,67.3,90.3,免费评估
10,芝加哥大学The University of Chicago,United States,90.2,70.9,90.1,99.0,41.4,90.2,免费评估
11,ETH Zurich,Switzerland,83.3,98.2,91.4,93.8,56.1,89.3,免费评估
12,约翰霍普金斯大学Johns Hopkins University,United States,81.9,71.9,90.5,98.5,95.5,89.0,免费评估
12,宾夕法尼亚大学University of Pennsylvania,United States,87.4,63.6,89.2,98.4,70.3,89.0,免费评估
14,伦敦大学学院University College London,United Kingdom,79.1,95.8,90.1,95.9,42.4,87.8,免费评估
15,"加州大学伯克利分校University of California,Berkeley",United States,78.7,69.8,92.3,99.7,49.3,87.7,免费评估
16,哥伦比亚大学Columbia University,United States,85.4,79.0,83.1,98.8,44.8,87.2,免费评估
17,"加州大学洛杉矶分校University of California,Los Angeles",United States,82.6,62.1,87.9,97.8,49.4,86.4,免费评估
18,杜克大学Duke University,United States,84.1,61.0,78.8,98.2,100.0,85.4,免费评估
19,康奈尔大学Cornell University,United States,79.7,71.8,85.4,97.4,36.9,85.1,免费评估
20,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",United States,80.0,58.0,85.9,96.0,45.9,84.1,免费评估
21,多伦多大学University of Toronto,Canada,75.8,82.8,86.3,92.8,50.3,84.0,免费评估
22,Tsinghua University,China,87.7,45.0,94.1,74.8,99.8,82.8,免费评估
23,National University of Singapore,Singapore,77.3,95.5,88.8,78.9,67.6,82.4,免费评估
24,卡内基梅隆大学Carnegie Mellon University,United States,69.0,79.4,81.2,99.3,48.1,82.0,免费评估
25,西北大学Northwestern University,United States,69.0,63.0,83.6,97.8,75.8,81.7,免费评估
26,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,71.0,92.5,83.1,91.0,34.8,81.3,免费评估
27,纽约大学New York University,United States,77.7,65.0,76.1,96.6,38.9,81.0,免费评估
28,"西雅图华盛顿大学University of Washington,Seattle Campus",United States,70.7,59.3,79.7,98.9,47.6,80.4,免费评估
29,爱丁堡大学The University of Edinburgh,United Kingdom,69.2,93.3,73.7,96.8,38.2,79.8,免费评估
30,"加利福尼亚大学圣地亚哥分校University of California,San Diego",United States,65.4,59.9,79.2,98.2,96.0,79.7,免费评估
31,Peking University,China,88.8,56.5,80.4,76.7,48.3,79.2,免费评估
32,LMU Munich,Germany,69.9,65.6,76.1,90.2,100.0,78.3,免费评估
32,墨尔本大学The University of Melbourne,Australia,68.0,93.1,73.4,90.3,74.0,78.3,免费评估
