Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
74,Uppsala University,Sweden,,28.4,25.9,32.9,0.0,30.4,52.5,14.5,免费评估
75,莱斯大学Rice University,UnitedStates,,28.3,21.8,22.3,26.2,23.7,30.2,44.6,免费评估
76,亚利桑那州立大学Arizona State University,UnitedStates,,28.1,0.0,0.0,31.5,37.7,56.5,18.1,免费评估
77,伦敦国王学院King's College London,UnitedKingdom,,28.0,16.6,23.5,23.1,19.8,46.2,26.9,免费评估
78,曼彻斯特大学The University of Manchester,UnitedKingdom,,27.9,25.9,19.3,21.4,18.2,48.6,26.8,免费评估
79,University of Goettingen,Germany,,27.4,38.8,20.4,17.5,18.2,42.8,26.3,免费评估
80,密歇根州立大学Michigan State University,UnitedStates,,27.0,12.6,0.0,39.1,28.4,50.5,10.5,免费评估
80,诺丁汉大学The University of Nottingham,UnitedKingdom,,27.0,15.4,20.4,23.1,20.1,45.1,25.9,免费评估
82,布朗大学Brown University,UnitedStates,,26.8,0.0,13.9,30.3,27.9,41.4,30.4,免费评估
82,墨尔本大学The University of Melbourne,Australia,,26.8,15.4,14.4,21.4,19.2,53.0,25.8,免费评估
82,University of Strasbourg,France,,26.8,29.5,22.9,21.4,21.3,35.2,25.7,免费评估
85,Ecole Normale Superieure - Paris,France,,26.5,47.9,25.0,17.5,18.2,29.6,25.4,免费评估
86,波士顿大学Boston University,UnitedStates,,26.3,15.4,0.0,32.7,29.6,51.5,9.6,免费评估
86,University of Vienna,Austria,,26.3,25.1,15.8,8.7,22.0,54.5,25.3,免费评估
88,麦克马斯特大学McMaster University,Canada,,26.0,16.6,19.3,23.1,16.2,45.2,25.0,免费评估
88,University of Freiburg,Germany,,26.0,25.1,21.4,19.5,18.0,40.9,25.0,免费评估
90,The Hebrew University of Jerusalem,Israel,,25.9,15.4,0.0,26.2,29.5,48.3,24.9,免费评估
91,University of Basel,Switzerland,,25.8,25.9,17.5,21.4,24.2,35.5,24.8,免费评估
92,Lund University,Sweden,,25.6,29.5,0.0,26.2,22.0,54.0,11.2,免费评估
93,伯明翰大学University of Birmingham,UnitedKingdom,,25.5,25.1,11.2,24.7,14.0,47.6,24.5,免费评估
93,University of Roma - La Sapienza,Italy,,25.5,16.6,15.8,12.4,24.3,57.4,7.9,免费评估
95,Humboldt University of Berlin,Germany,,25.4,29.5,21.9,8.7,14.8,49.7,24.4,免费评估
95,犹他大学University of Utah,UnitedStates,,25.4,0.0,0.0,32.7,30.7,48.4,20.1,免费评估
97,Nagoya University,Japan,,25.2,0.0,14.4,15.1,23.7,55.3,24.2,免费评估
97,Stockholm University,Sweden,,25.2,29.5,30.2,17.5,14.9,35.7,15.3,免费评估
99,塔夫茨大学Tufts University,UnitedStates,,25.1,18.9,17.1,19.5,19.1,40.6,29.2,免费评估
99,University of Bonn,Germany,,25.1,19.9,20.4,17.5,16.7,43.9,24.1,免费评估
