Rank,Institution,Country Region,National Rank,Alumni,Award,HiCi,N&S,PUB,PCP,Total Score,Free
1,哈佛大学Harvard University,UnitedStates,,100.0,98.6,100.0,100.0,100.0,100.0,60.6,免费评估
2,斯坦福大学Stanford University,UnitedStates,,77.2,41.2,72.2,96.1,75.2,72.3,68.1,免费评估
3,剑桥大学University of Cambridge,UnitedKingdom,,76.2,100.0,93.4,56.6,58.5,70.2,73.2,免费评估
4,"加州大学伯克利分校University of California,Berkeley",UnitedStates,,74.2,70.0,76.0,74.1,75.6,72.7,45.1,免费评估
5,麻省理工学院Massachusetts Institute of Technology,UnitedStates,,72.4,74.1,78.9,73.6,69.1,64.6,47.5,免费评估
6,加利福尼亚理工学院California Institute of Technology,UnitedStates,,69.0,59.3,66.5,64.8,66.7,53.2,100.0,免费评估
7,普林斯顿大学Princeton University,UnitedStates,,63.6,61.0,76.8,65.4,52.1,46.8,67.3,免费评估
8,牛津大学University of Oxford,UnitedKingdom,,61.4,64.4,59.1,53.1,55.3,65.2,59.0,免费评估
9,哥伦比亚大学Columbia University,UnitedStates,,61.2,77.8,58.8,57.3,51.6,68.3,37.0,免费评估
10,芝加哥大学The University of Chicago,UnitedStates,,60.5,72.2,81.9,55.3,46.6,54.1,32.7,免费评估
11,耶鲁大学Yale University,UnitedStates,,58.6,52.2,44.5,63.6,58.1,63.6,50.4,免费评估
12,康奈尔大学Cornell University,UnitedStates,,55.5,46.6,52.4,60.5,47.2,66.2,33.6,免费评估
13,"加利福尼亚大学圣地亚哥分校University of California,San Diego",UnitedStates,,53.8,17.8,34.7,63.6,59.4,67.2,47.9,免费评估
14,The University of Tokyo,Japan,,51.9,36.1,14.4,44.5,55.0,91.9,49.8,免费评估
15,宾夕法尼亚大学University of Pennsylvania,UnitedStates,,51.8,35.6,35.1,61.2,44.6,72.6,34.0,免费评估
16,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,,51.6,27.4,32.8,60.5,48.1,79.9,24.8,免费评估
17,旧金山大学University of San Francisco,UnitedStates,,50.8,0.0,37.6,59.3,59.5,62.9,48.8,免费评估
18,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,,50.0,43.1,36.3,55.3,48.0,69.2,19.0,免费评估
19,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,,49.3,39.8,19.3,64.8,45.7,76.7,20.1,免费评估
20,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,,49.1,22.7,30.2,57.3,49.6,78.8,16.2,免费评估
21,Kyoto University,Japan,,48.3,39.8,34.1,40.0,37.2,77.1,46.4,免费评估
22,The Johns Hopkins University,UnitedStates,,47.5,48.7,28.3,43.7,52.6,71.7,14.2,免费评估
23,"The Imperial College of Science, Technology and Medicine",UnitedKingdom,,46.4,20.9,38.1,46.2,39.4,65.8,44.5,免费评估
24,多伦多大学University of Toronto,Canada,,44.6,28.1,19.7,39.1,41.2,78.4,42.8,免费评估
25,伦敦大学学院University College London,UnitedKingdom,,44.3,30.8,32.9,41.0,41.0,61.1,42.6,免费评估
25,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,UnitedStates,,43.3,41.7,37.4,46.2,36.0,58.2,17.8,免费评估
27,Swiss Federal Institute of Technology Zurich,Switzerland,,43.2,40.3,37.0,39.1,43.2,47.1,41.5,免费评估
28,圣路易斯华盛顿大学Washington University in St Louis,UnitedStates,,43.1,25.1,26.6,41.9,46.8,56.2,44.9,免费评估
29,Rockefeller University,UnitedStates,,40.2,22.7,59.8,31.5,43.6,27.1,38.6,免费评估
30,西北大学Northwestern University,UnitedStates,,39.5,21.8,19.3,47.9,35.8,57.2,37.0,免费评估
31,杜克大学Duke University,UnitedStates,,38.9,20.9,0.0,48.6,46.8,62.7,36.2,免费评估
32,纽约大学New York University,UnitedStates,,38.7,33.9,25.0,43.7,39.3,50.9,19.1,免费评估
33,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,,38.3,36.1,0.0,53.9,35.9,69.6,12.8,免费评估
34,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,,37.8,16.6,29.8,43.7,38.3,47.5,27.4,免费评估
35,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",UnitedStates,,37.0,0.0,28.5,45.4,41.4,44.0,36.2,免费评估
36,The University of Texas Southwestern Medical Center at Dallas,UnitedStates,,36.3,16.6,33.9,33.8,40.5,40.0,34.9,免费评估
36,英属哥伦比亚大学University of British Columbia,Canada,,36.3,20.9,19.3,36.0,31.6,59.5,34.9,免费评估
38,范德堡大学Vanderbilt University,UnitedStates,,35.1,12.6,30.2,37.1,23.8,50.2,41.7,免费评估
39,Utrecht University,Netherlands,,34.9,30.8,21.4,31.5,29.9,58.1,22.1,免费评估
40,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,,34.8,21.8,17.1,50.2,28.8,53.7,12.8,免费评估
41,Pierre and Marie Curie University - Paris 6,France,,33.9,35.7,23.9,23.1,24.7,56.7,32.6,免费评估
42,"加州大学戴维斯分校University of California,Davis",UnitedStates,,33.6,0.0,0.0,48.6,37.2,64.7,20.7,免费评估
43,宾州州立大学Pennsylvania State University,UnitedStates,,33.5,14.1,0.0,50.2,37.7,58.7,14.2,免费评估
44,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",UnitedStates,,33.4,15.4,20.4,38.1,36.1,48.2,19.5,免费评估
45,Technical University Munich,Germany,,33.3,43.1,24.1,27.6,20.4,50.0,32.0,免费评估
46,Karolinska Institute,Sweden,,33.0,30.8,27.8,32.7,21.6,49.8,21.5,免费评估
47,爱丁堡大学The University of Edinburgh,UnitedKingdom,,32.9,22.7,17.1,27.6,36.7,49.1,31.6,免费评估
48,University of Paris Sud (Paris 11),France,,32.5,33.3,34.2,21.4,21.3,46.8,31.2,免费评估
48,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,UnitedStates,,32.5,18.9,0.0,42.8,26.5,67.0,20.0,免费评估
48,南加州大学University of Southern California,UnitedStates,,32.5,0.0,27.3,41.9,23.0,53.5,20.5,免费评估
51,University of Munich,Germany,,32.4,37.2,21.1,12.4,32.0,56.0,31.1,免费评估
52,罗彻斯特大学University of Rochester,UnitedStates,,32.0,33.3,9.1,30.3,27.2,44.9,50.1,免费评估
53,澳大利亚国立大学The Australian National University,Australia,,31.9,17.8,12.9,41.0,31.4,43.6,30.7,免费评估
54,Osaka University,Japan,,31.5,12.6,0.0,26.2,31.2,72.1,30.2,免费评估
55,"加利福尼亚大学欧文分校University of California, Irvine",UnitedStates,,31.4,0.0,25.0,33.8,29.6,47.2,29.9,免费评估
56,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,UnitedStates,,31.2,12.6,0.0,38.1,34.5,60.5,20.3,免费评估
57,马里兰大学University of Maryland-College Park,UnitedStates,,31.1,25.9,0.0,40.0,33.2,54.0,17.4,免费评估
57,University of Zurich,Switzerland,,31.1,12.6,27.3,21.4,30.3,48.9,29.9,免费评估
59,University of Copenhagen,Denmark,,31.0,30.8,24.7,23.1,22.6,48.1,29.8,免费评估
60,布里斯托大学University of Bristol,UnitedKingdom,,30.6,10.9,18.2,32.7,26.6,49.1,29.4,免费评估
61,麦吉尔大学McGill University,Canada,,30.4,28.8,0.0,31.5,26.3,59.0,29.2,免费评估
62,卡内基梅隆大学Carnegie Mellon University,UnitedStates,,30.3,18.9,30.2,32.7,17.4,38.8,34.0,免费评估
63,Leiden University,Netherlands,,29.8,25.1,15.8,30.3,22.0,47.3,30.3,免费评估
64,University of Heidelberg,Germany,,29.7,10.9,27.7,23.1,22.1,49.7,28.5,免费评估
65,凯斯西储大学Case Western Reserve University,UnitedStates,,29.6,37.2,11.8,23.1,22.2,46.1,40.6,免费评估
66,Moscow State University,Russia,,29.5,51.5,34.9,0.0,8.1,58.5,28.3,免费评估
67,佛罗里达大学University of Florida,UnitedStates,,29.3,15.4,0.0,33.8,24.3,66.4,16.3,免费评估
68,University of Oslo,Norway,,29.2,25.9,34.1,19.5,17.2,42.1,28.0,免费评估
69,谢菲尔德大学The University of Sheffield,UnitedKingdom,,28.8,23.5,14.4,23.1,28.8,46.2,27.7,免费评估
69,Tohoku University,Japan,,28.8,18.9,0.0,19.5,26.1,69.3,27.7,免费评估
71,普渡大学Purdue University,UnitedStates,,28.7,18.9,17.1,31.5,22.1,50.5,13.8,免费评估
72,赫尔大学University of Hull,Finland,,28.6,18.9,18.2,15.1,23.7,56.9,27.5,免费评估
73,俄亥俄州立大学Ohio State University,UnitedStates,,28.5,17.8,0.0,41.0,20.6,61.3,9.6,免费评估
