Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,86.7,95.0,99.5,99.1,63.7,94.3,免费评估
2,剑桥大学University of Cambridge,United Kingdom,87.8,93.0,97.8,97.5,51.5,93.2,免费评估
3,加利福尼亚理工学院California Institute of Technology,United States,90.3,59.7,97.5,99.5,92.6,93.0,免费评估
3,斯坦福大学Stanford University,United States,89.1,77.6,96.7,99.9,60.5,93.0,免费评估
5,麻省理工学院Massachusetts Institute of Technology,United States,87.3,87.6,91.9,100.0,88.4,92.5,免费评估
6,哈佛大学Harvard University,United States,84.2,79.7,98.4,99.7,46.4,91.8,免费评估
7,普林斯顿大学Princeton University,United States,85.7,78.7,93.9,99.6,58.0,91.1,免费评估
8,帝国理工学院Imperial College London,United Kingdom,81.7,96.6,88.7,96.7,71.6,89.2,免费评估
9,芝加哥大学The University of Chicago,United States,85.3,69.6,90.1,99.4,39.8,88.6,免费评估
10,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,76.4,98.1,92.0,94.3,60.3,87.7,免费评估
10,宾夕法尼亚大学University of Pennsylvania,United States,83.7,61.3,90.1,98.5,56.9,87.7,免费评估
12,耶鲁大学Yale University,United States,86.7,64.6,87.0,98.4,45.1,87.6,免费评估
13,约翰霍普金斯大学Johns Hopkins University,United States,76.1,70.6,88.1,98.4,95.8,86.5,免费评估
14,哥伦比亚大学Columbia University,United States,82.2,76.6,83.3,98.8,41.3,86.0,免费评估
15,"加州大学洛杉矶分校University of California,Los Angeles",United States,80.7,59.5,88.1,97.9,48.6,85.7,免费评估
16,伦敦大学学院University College London,United Kingdom,74.4,94.6,88.2,94.6,41.2,85.3,免费评估
17,杜克大学Duke University,United States,80.7,62.5,80.6,98.3,100.0,85.1,免费评估
18,"加州大学伯克利分校University of California,Berkeley",United States,77.4,64.5,84.5,99.8,37.5,84.3,免费评估
19,康奈尔大学Cornell University,United States,76.2,69.2,86.6,97.6,34.6,84.2,免费评估
