rankingName,rankingUrlCode,rankingYear,subject,rankingUrl,csvFileName
TIMES-Subject,times,2019,社会政策Social Policy,https://ranking.promisingedu.com/2019-times-en-undergraduate-social_policy,TIMES_2019_社会政策Social Policy.csv
TIMES-Subject,times,2019,社会工作Social Work,https://ranking.promisingedu.com/2019-times-en-undergraduate-social_work,TIMES_2019_社会工作Social Work.csv
TIMES-Subject,times,2019,社会学Sociology,https://ranking.promisingedu.com/2019-times-en-undergraduate-sociology,TIMES_2019_社会学Sociology.csv
TIMES-Subject,times,2019,运动科学Sport Science,https://ranking.promisingedu.com/2019-times-en-undergraduate-sport_science,TIMES_2019_运动科学Sport Science.csv
TIMES-Subject,times,2019,医学相关学科Subjects allied to medicine,https://ranking.promisingedu.com/2019-times-en-undergraduate-subjects_allied_to_medicine,TIMES_2019_医学相关学科Subjects allied to medicine.csv
TIMES-Subject,times,2019,神学与宗教学Theology and Religious Studies,https://ranking.promisingedu.com/2019-times-en-undergraduate-theology_and_religious_studies,TIMES_2019_神学与宗教学Theology and Religious Studies.csv
TIMES-Subject,times,2019,城乡规划与景观Town and Country Planning and Landscape,https://ranking.promisingedu.com/2019-times-en-undergraduate-town_and_country_planning_and_landscape,TIMES_2019_城乡规划与景观Town and Country Planning and Landscape.csv
TIMES-Subject,times,2019,兽医Veterinary Medicine,https://ranking.promisingedu.com/2019-times-en-undergraduate-veterinary_medicine,TIMES_2019_兽医Veterinary Medicine.csv
TIMES-Subject,times,2020,会计与金融Accounting and Finance,https://ranking.promisingedu.com/2020-times-en-undergraduate-accounting_and_finance,TIMES_2020_会计与金融Accounting and Finance.csv
TIMES-Subject,times,2020,航空和制造工程学Aeronautical and Manufacturing Engineering,https://ranking.promisingedu.com/2020-times-en-undergraduate-aeronautical_and_manufacturing_engineering,TIMES_2020_航空和制造工程学Aeronautical and Manufacturing Engineering.csv
TIMES-Subject,times,2020,农业与林业学Agriculture and Forestry,https://ranking.promisingedu.com/2020-times-en-undergraduate-agriculture_and_forestry,TIMES_2020_农业与林业学Agriculture and Forestry.csv
TIMES-Subject,times,2020,美洲研究American Studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-american_studies,TIMES_2020_美洲研究American Studies.csv
TIMES-Subject,times,2020,解剖生理学Anatomy and Physiology,https://ranking.promisingedu.com/2020-times-en-undergraduate-anatomy_and_physiology,TIMES_2020_解剖生理学Anatomy and Physiology.csv
TIMES-Subject,times,2020,动物科学Animal science,https://ranking.promisingedu.com/2020-times-en-undergraduate-animal_science,TIMES_2020_动物科学Animal science.csv
TIMES-Subject,times,2020,人类学Anthropology,https://ranking.promisingedu.com/2020-times-en-undergraduate-anthropology,TIMES_2020_人类学Anthropology.csv
TIMES-Subject,times,2020,考古学Archaeology and forensic science,https://ranking.promisingedu.com/2020-times-en-undergraduate-archaeology_and_forensic_science,TIMES_2020_考古学Archaeology and forensic science.csv
TIMES-Subject,times,2020,建筑学Architecture,https://ranking.promisingedu.com/2020-times-en-undergraduate-architecture,TIMES_2020_建筑学Architecture.csv
TIMES-Subject,times,2020,艺术与设计Art and Design,https://ranking.promisingedu.com/2020-times-en-undergraduate-art_and_design,TIMES_2020_艺术与设计Art and Design.csv
TIMES-Subject,times,2020,生物科学Biological Sciences,https://ranking.promisingedu.com/2020-times-en-undergraduate-biological_sciences,TIMES_2020_生物科学Biological Sciences.csv
TIMES-Subject,times,2020,建筑Building,https://ranking.promisingedu.com/2020-times-en-undergraduate-building,TIMES_2020_建筑Building.csv
TIMES-Subject,times,2020,商业研究Business Studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-business_studies,TIMES_2020_商业研究Business Studies.csv
TIMES-Subject,times,2020,凯尔特研究Celtic studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-celtic_studies,TIMES_2020_凯尔特研究Celtic studies.csv
TIMES-Subject,times,2020,化学工程Chemical Engineering,https://ranking.promisingedu.com/2020-times-en-undergraduate-chemical_engineering,TIMES_2020_化学工程Chemical Engineering.csv
TIMES-Subject,times,2020,化学Chemistry,https://ranking.promisingedu.com/2020-times-en-undergraduate-chemistry,TIMES_2020_化学Chemistry.csv
TIMES-Subject,times,2020,土木工程Civil Engineering,https://ranking.promisingedu.com/2020-times-en-undergraduate-civil_engineering,TIMES_2020_土木工程Civil Engineering.csv
TIMES-Subject,times,2020,经典和古典历史Classics and Ancient History,https://ranking.promisingedu.com/2020-times-en-undergraduate-classics_and_ancient_history,TIMES_2020_经典和古典历史Classics and Ancient History.csv
TIMES-Subject,times,2020,通信及传媒研究Communication and Media Studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-communication_and_media_studies,TIMES_2020_通信及传媒研究Communication and Media Studies.csv
TIMES-Subject,times,2020,计算机科学Computer Science,https://ranking.promisingedu.com/2020-times-en-undergraduate-computer_science,TIMES_2020_计算机科学Computer Science.csv
TIMES-Subject,times,2020,创意写作Creative writing,https://ranking.promisingedu.com/2020-times-en-undergraduate-creative_writing,TIMES_2020_创意写作Creative writing.csv
TIMES-Subject,times,2020,犯罪学Criminology,https://ranking.promisingedu.com/2020-times-en-undergraduate-criminology,TIMES_2020_犯罪学Criminology.csv
TIMES-Subject,times,2020,牙科Dentistry,https://ranking.promisingedu.com/2020-times-en-undergraduate-dentistry,TIMES_2020_牙科Dentistry.csv
TIMES-Subject,times,2020,"戏剧、舞蹈和动画Drama, Dance and Cinematics",https://ranking.promisingedu.com/2020-times-en-undergraduate-drama_dance_and_cinematics,"TIMES_2020_戏剧、舞蹈和动画Drama, Dance and Cinematics.csv"
TIMES-Subject,times,2020,东亚和南亚研究East and South Asian Studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-east_and_south_asian_studies,TIMES_2020_东亚和南亚研究East and South Asian Studies.csv
TIMES-Subject,times,2020,经济学Economics,https://ranking.promisingedu.com/2020-times-en-undergraduate-economics,TIMES_2020_经济学Economics.csv
TIMES-Subject,times,2020,教育学Education,https://ranking.promisingedu.com/2020-times-en-undergraduate-education,TIMES_2020_教育学Education.csv
TIMES-Subject,times,2020,电子与电气工程Electrical and Electronic Engineering,https://ranking.promisingedu.com/2020-times-en-undergraduate-electrical_and_electronic_engineering,TIMES_2020_电子与电气工程Electrical and Electronic Engineering.csv
TIMES-Subject,times,2020,英语English,https://ranking.promisingedu.com/2020-times-en-undergraduate-english,TIMES_2020_英语English.csv
TIMES-Subject,times,2020,食品科学Food Science,https://ranking.promisingedu.com/2020-times-en-undergraduate-food_science,TIMES_2020_食品科学Food Science.csv
TIMES-Subject,times,2020,法语French,https://ranking.promisingedu.com/2020-times-en-undergraduate-french,TIMES_2020_法语French.csv
TIMES-Subject,times,2020,一般工程General Engineering,https://ranking.promisingedu.com/2020-times-en-undergraduate-general_engineering,TIMES_2020_一般工程General Engineering.csv
TIMES-Subject,times,2020,地理和环境科学Geography and environmental sciences,https://ranking.promisingedu.com/2020-times-en-undergraduate-geography_and_environmental_sciences,TIMES_2020_地理和环境科学Geography and environmental sciences.csv
TIMES-Subject,times,2020,地质学Geology,https://ranking.promisingedu.com/2020-times-en-undergraduate-geology,TIMES_2020_地质学Geology.csv
TIMES-Subject,times,2020,德语German,https://ranking.promisingedu.com/2020-times-en-undergraduate-german,TIMES_2020_德语German.csv
TIMES-Subject,times,2020,历史History,https://ranking.promisingedu.com/2020-times-en-undergraduate-history,TIMES_2020_历史History.csv
TIMES-Subject,times,2020,"艺术史,建筑与设计History of Art, Architecture and Design",https://ranking.promisingedu.com/2020-times-en-undergraduate-history_of_art_architecture_and_design,"TIMES_2020_艺术史,建筑与设计History of Art, Architecture and Design.csv"
TIMES-Subject,times,2020,"酒店，休闲，娱乐和旅游Hospitality, Leisure, Recreation and Tourism",https://ranking.promisingedu.com/2020-times-en-undergraduate-hospitality_leisure_recreation_and_tourism,"TIMES_2020_酒店，休闲，娱乐和旅游Hospitality, Leisure, Recreation and Tourism.csv"
TIMES-Subject,times,2020,伊比利亚语Iberian Languages,https://ranking.promisingedu.com/2020-times-en-undergraduate-iberian_languages,TIMES_2020_伊比利亚语Iberian Languages.csv
TIMES-Subject,times,2020,意大利语Italian,https://ranking.promisingedu.com/2020-times-en-undergraduate-italian,TIMES_2020_意大利语Italian.csv
TIMES-Subject,times,2020,土地及物业管理Land and Property Management,https://ranking.promisingedu.com/2020-times-en-undergraduate-land_and_property_management,TIMES_2020_土地及物业管理Land and Property Management.csv
TIMES-Subject,times,2020,法律Law,https://ranking.promisingedu.com/2020-times-en-undergraduate-law,TIMES_2020_法律Law.csv
TIMES-Subject,times,2020,图书馆及信息管理Librarianship and Information Management,https://ranking.promisingedu.com/2020-times-en-undergraduate-librarianship_and_information_management,TIMES_2020_图书馆及信息管理Librarianship and Information Management.csv
TIMES-Subject,times,2020,语言学Linguistics,https://ranking.promisingedu.com/2020-times-en-undergraduate-linguistics,TIMES_2020_语言学Linguistics.csv
TIMES-Subject,times,2020,材料技术Materials Technology,https://ranking.promisingedu.com/2020-times-en-undergraduate-materials_technology,TIMES_2020_材料技术Materials Technology.csv
TIMES-Subject,times,2020,数学Mathematics,https://ranking.promisingedu.com/2020-times-en-undergraduate-mathematics,TIMES_2020_数学Mathematics.csv
TIMES-Subject,times,2020,机械工程Mechanical Engineering,https://ranking.promisingedu.com/2020-times-en-undergraduate-mechanical_engineering,TIMES_2020_机械工程Mechanical Engineering.csv
TIMES-Subject,times,2020,医学Medicine,https://ranking.promisingedu.com/2020-times-en-undergraduate-medicine,TIMES_2020_医学Medicine.csv
TIMES-Subject,times,2020,中东与非洲研究Middle Eastern and African Studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-middle_eastern_and_african_studies,TIMES_2020_中东与非洲研究Middle Eastern and African Studies.csv
TIMES-Subject,times,2020,音乐Music,https://ranking.promisingedu.com/2020-times-en-undergraduate-music,TIMES_2020_音乐Music.csv
TIMES-Subject,times,2020,护理Nursing,https://ranking.promisingedu.com/2020-times-en-undergraduate-nursing,TIMES_2020_护理Nursing.csv
TIMES-Subject,times,2020,药理学及药剂学Pharmacology and Pharmacy,https://ranking.promisingedu.com/2020-times-en-undergraduate-pharmacology_and_pharmacy,TIMES_2020_药理学及药剂学Pharmacology and Pharmacy.csv
TIMES-Subject,times,2020,哲学Philosophy,https://ranking.promisingedu.com/2020-times-en-undergraduate-philosophy,TIMES_2020_哲学Philosophy.csv
TIMES-Subject,times,2020,物理学和天文学Physics and Astronomy,https://ranking.promisingedu.com/2020-times-en-undergraduate-physics_and_astronomy,TIMES_2020_物理学和天文学Physics and Astronomy.csv
TIMES-Subject,times,2020,物理疗法Physiotherapy,https://ranking.promisingedu.com/2020-times-en-undergraduate-physiotherapy,TIMES_2020_物理疗法Physiotherapy.csv
TIMES-Subject,times,2020,政治Politics,https://ranking.promisingedu.com/2020-times-en-undergraduate-politics,TIMES_2020_政治Politics.csv
TIMES-Subject,times,2020,心理学Psychology,https://ranking.promisingedu.com/2020-times-en-undergraduate-psychology,TIMES_2020_心理学Psychology.csv
TIMES-Subject,times,2020,影像学Radiography,https://ranking.promisingedu.com/2020-times-en-undergraduate-radiography,TIMES_2020_影像学Radiography.csv
TIMES-Subject,times,2020,俄语及东欧语言Russian and eastern European languages,https://ranking.promisingedu.com/2020-times-en-undergraduate-russian_and_eastern_european_languages,TIMES_2020_俄语及东欧语言Russian and eastern European languages.csv
TIMES-Subject,times,2020,社会政策Social Policy,https://ranking.promisingedu.com/2020-times-en-undergraduate-social_policy,TIMES_2020_社会政策Social Policy.csv
TIMES-Subject,times,2020,社会工作Social Work,https://ranking.promisingedu.com/2020-times-en-undergraduate-social_work,TIMES_2020_社会工作Social Work.csv
TIMES-Subject,times,2020,社会学Sociology,https://ranking.promisingedu.com/2020-times-en-undergraduate-sociology,TIMES_2020_社会学Sociology.csv
TIMES-Subject,times,2020,体育科学Sports science,https://ranking.promisingedu.com/2020-times-en-undergraduate-sports_science,TIMES_2020_体育科学Sports science.csv
TIMES-Subject,times,2020,医学相关学科Subjects allied to medicine,https://ranking.promisingedu.com/2020-times-en-undergraduate-subjects_allied_to_medicine,TIMES_2020_医学相关学科Subjects allied to medicine.csv
TIMES-Subject,times,2020,神学与宗教学Theology and Religious Studies,https://ranking.promisingedu.com/2020-times-en-undergraduate-theology_and_religious_studies,TIMES_2020_神学与宗教学Theology and Religious Studies.csv
TIMES-Subject,times,2020,城乡规划与景观Town and Country Planning and Landscape,https://ranking.promisingedu.com/2020-times-en-undergraduate-town_and_country_planning_and_landscape,TIMES_2020_城乡规划与景观Town and Country Planning and Landscape.csv
TIMES-Subject,times,2020,兽医Veterinary Medicine,https://ranking.promisingedu.com/2020-times-en-undergraduate-veterinary_medicine,TIMES_2020_兽医Veterinary Medicine.csv
GUARDIAN-Subject,guardian,2010,"农业，林业与食品业Agriculture, Forestry and Food",https://ranking.promisingedu.com/2010-guardian-en-undergraduate-agriculture_forestry_and_food,"GUARDIAN_2010_农业，林业与食品业Agriculture, Forestry and Food.csv"
GUARDIAN-Subject,guardian,2010,美洲研究American Studies,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-american_studies,GUARDIAN_2010_美洲研究American Studies.csv
GUARDIAN-Subject,guardian,2010,解剖学与生理学Anatomy and Physiology,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-anatomy_and_physiology,GUARDIAN_2010_解剖学与生理学Anatomy and Physiology.csv
GUARDIAN-Subject,guardian,2010,人类学Anthropology,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-anthropology,GUARDIAN_2010_人类学Anthropology.csv
GUARDIAN-Subject,guardian,2010,考古学Archaeology,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-archaeology,GUARDIAN_2010_考古学Archaeology.csv
GUARDIAN-Subject,guardian,2010,建筑学Architecture,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-architecture,GUARDIAN_2010_建筑学Architecture.csv
GUARDIAN-Subject,guardian,2010,艺术与设计Art and Design,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-art_and_design,GUARDIAN_2010_艺术与设计Art and Design.csv
GUARDIAN-Subject,guardian,2010,生物科学Biological Sciences,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-biological_sciences,GUARDIAN_2010_生物科学Biological Sciences.csv
GUARDIAN-Subject,guardian,2010,建筑与城镇规划Building and Town and Coutry Planning,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-building_and_town_and_coutry_planning,GUARDIAN_2010_建筑与城镇规划Building and Town and Coutry Planning.csv
GUARDIAN-Subject,guardian,2010,商务与管理研究Business and Management Studies,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-business_and_management_studies,GUARDIAN_2010_商务与管理研究Business and Management Studies.csv
GUARDIAN-Subject,guardian,2010,化学工程Chemical Engineering,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-chemical_engineering,GUARDIAN_2010_化学工程Chemical Engineering.csv
GUARDIAN-Subject,guardian,2010,化学Chemistry,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-chemistry,GUARDIAN_2010_化学Chemistry.csv
GUARDIAN-Subject,guardian,2010,土木工程Civil Engineering,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-civil_engineering,GUARDIAN_2010_土木工程Civil Engineering.csv
GUARDIAN-Subject,guardian,2010,经典Classics,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-classics,GUARDIAN_2010_经典Classics.csv
GUARDIAN-Subject,guardian,2010,计算机科学与信息技术Computer Sciences and IT,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-computer_sciences_and_it,GUARDIAN_2010_计算机科学与信息技术Computer Sciences and IT.csv
GUARDIAN-Subject,guardian,2010,牙科Dentistry,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-dentistry,GUARDIAN_2010_牙科Dentistry.csv
GUARDIAN-Subject,guardian,2010,教育学Education,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-education,GUARDIAN_2010_教育学Education.csv
GUARDIAN-Subject,guardian,2010,电子与电气工程Electrical and Elctronic Engineering,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-electrical_and_elctronic_engineering,GUARDIAN_2010_电子与电气工程Electrical and Elctronic Engineering.csv
GUARDIAN-Subject,guardian,2010,英语English,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-english,GUARDIAN_2010_英语English.csv
GUARDIAN-Subject,guardian,2010,一般工程General Engineering,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-general_engineering,GUARDIAN_2010_一般工程General Engineering.csv
GUARDIAN-Subject,guardian,2010,地理与环境科学Geography and Enviornment,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-geography_and_enviornment,GUARDIAN_2010_地理与环境科学Geography and Enviornment.csv
GUARDIAN-Subject,guardian,2010,历史学与艺术史History and History of Art,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-history_and_history_of_art,GUARDIAN_2010_历史学与艺术史History and History of Art.csv
GUARDIAN-Subject,guardian,2010,法律Law,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-law,GUARDIAN_2010_法律Law.csv
GUARDIAN-Subject,guardian,2010,材料与矿物工程Materials and Mineral Engineering,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-materials_and_mineral_engineering,GUARDIAN_2010_材料与矿物工程Materials and Mineral Engineering.csv
GUARDIAN-Subject,guardian,2010,数学Mathematics,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-mathematics,GUARDIAN_2010_数学Mathematics.csv
GUARDIAN-Subject,guardian,2010,机械工程Mechanical Engineering,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-mechanical_engineering,GUARDIAN_2010_机械工程Mechanical Engineering.csv
GUARDIAN-Subject,guardian,2010,"媒体研究，通讯与图书馆管理Media studies, Communications and Librarianship",https://ranking.promisingedu.com/2010-guardian-en-undergraduate-media_studies_communications_and_librarianship,"GUARDIAN_2010_媒体研究，通讯与图书馆管理Media studies, Communications and Librarianship.csv"
GUARDIAN-Subject,guardian,2010,医学Medicine,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-medicine,GUARDIAN_2010_医学Medicine.csv
GUARDIAN-Subject,guardian,2010,现代语言Modern Languages,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-modern_languages,GUARDIAN_2010_现代语言Modern Languages.csv
GUARDIAN-Subject,guardian,2010,音乐Music,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-music,GUARDIAN_2010_音乐Music.csv
GUARDIAN-Subject,guardian,2010,护理学与辅助研究Nursing and Paramedical Studies,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-nursing_and_paramedical_studies,GUARDIAN_2010_护理学与辅助研究Nursing and Paramedical Studies.csv
GUARDIAN-Subject,guardian,2010,药理学与药剂学Pharmacology and Pharmacy,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-pharmacology_and_pharmacy,GUARDIAN_2010_药理学与药剂学Pharmacology and Pharmacy.csv
GUARDIAN-Subject,guardian,2010,哲学Philosophy,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-philosophy,GUARDIAN_2010_哲学Philosophy.csv
GUARDIAN-Subject,guardian,2010,物理Physics,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-physics,GUARDIAN_2010_物理Physics.csv
GUARDIAN-Subject,guardian,2010,心理学Psychology,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-psychology,GUARDIAN_2010_心理学Psychology.csv
GUARDIAN-Subject,guardian,2010,宗教研究与神学Religious Studies and Theology,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-religious_studies_and_theology,GUARDIAN_2010_宗教研究与神学Religious Studies and Theology.csv
GUARDIAN-Subject,guardian,2010,社会政策与管理Social Policy and Administration,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-social_policy_and_administration,GUARDIAN_2010_社会政策与管理Social Policy and Administration.csv
GUARDIAN-Subject,guardian,2010,社会工作Social Work,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-social_work,GUARDIAN_2010_社会工作Social Work.csv
GUARDIAN-Subject,guardian,2010,社会学Sociology,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-sociology,GUARDIAN_2010_社会学Sociology.csv
GUARDIAN-Subject,guardian,2010,体育科学Sports Science,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-sports_science,GUARDIAN_2010_体育科学Sports Science.csv
GUARDIAN-Subject,guardian,2010,"旅游与运输Tourism,Transport and Travel",https://ranking.promisingedu.com/2010-guardian-en-undergraduate-tourism_transport_and_travel,"GUARDIAN_2010_旅游与运输Tourism,Transport and Travel.csv"
GUARDIAN-Subject,guardian,2010,兽医科学Veterinary,https://ranking.promisingedu.com/2010-guardian-en-undergraduate-veterinary,GUARDIAN_2010_兽医科学Veterinary.csv
GUARDIAN-Subject,guardian,2011,"农业，林业与食品业Agriculture, Forestry and Food",https://ranking.promisingedu.com/2011-guardian-en-undergraduate-agriculture_forestry_and_food,"GUARDIAN_2011_农业，林业与食品业Agriculture, Forestry and Food.csv"
GUARDIAN-Subject,guardian,2011,美洲研究American Studies,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-american_studies,GUARDIAN_2011_美洲研究American Studies.csv
GUARDIAN-Subject,guardian,2011,解剖学与生理学Anatomy and Physiology ,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-anatomy_and_physiology,GUARDIAN_2011_解剖学与生理学Anatomy and Physiology .csv
GUARDIAN-Subject,guardian,2011,人类学Anthropology,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-anthropology,GUARDIAN_2011_人类学Anthropology.csv
GUARDIAN-Subject,guardian,2011,考古学Archaeology,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-archaeology,GUARDIAN_2011_考古学Archaeology.csv
GUARDIAN-Subject,guardian,2011,建筑学Architecture,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-architecture,GUARDIAN_2011_建筑学Architecture.csv
GUARDIAN-Subject,guardian,2011,艺术与设计Art and Design,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-art_and_design,GUARDIAN_2011_艺术与设计Art and Design.csv
GUARDIAN-Subject,guardian,2011,生物科学Biosciences,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-biosciences,GUARDIAN_2011_生物科学Biosciences.csv
GUARDIAN-Subject,guardian,2011,建筑与城镇规划Building and Town and Coutry Planning,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-building_and_town_and_coutry_planning,GUARDIAN_2011_建筑与城镇规划Building and Town and Coutry Planning.csv
GUARDIAN-Subject,guardian,2011,商务与管理研究Business and Management Studies ,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-business_and_management_studies,GUARDIAN_2011_商务与管理研究Business and Management Studies .csv
GUARDIAN-Subject,guardian,2011,化学Chemistry,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-chemistry,GUARDIAN_2011_化学Chemistry.csv
GUARDIAN-Subject,guardian,2011,经典Classics,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-classics,GUARDIAN_2011_经典Classics.csv
GUARDIAN-Subject,guardian,2011,计算机科学与信息技术Computer Sciences and IT,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-computer_sciences_and_it,GUARDIAN_2011_计算机科学与信息技术Computer Sciences and IT.csv
GUARDIAN-Subject,guardian,2011,牙科Dentistry,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-dentistry,GUARDIAN_2011_牙科Dentistry.csv
GUARDIAN-Subject,guardian,2011,戏剧与舞蹈Drama and Dance,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-drama_and_dance,GUARDIAN_2011_戏剧与舞蹈Drama and Dance.csv
GUARDIAN-Subject,guardian,2011,地球和海洋科学Earth and Marine Sciences,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-earth_and_marine_sciences,GUARDIAN_2011_地球和海洋科学Earth and Marine Sciences.csv
GUARDIAN-Subject,guardian,2011,经济学Economics,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-economics,GUARDIAN_2011_经济学Economics.csv
GUARDIAN-Subject,guardian,2011,教育学Education,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-education,GUARDIAN_2011_教育学Education.csv
GUARDIAN-Subject,guardian,2011,化学工程Engineering Chemical,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-engineering_chemical,GUARDIAN_2011_化学工程Engineering Chemical.csv
GUARDIAN-Subject,guardian,2011,土木工程Engineering Civil,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-engineering_civil,GUARDIAN_2011_土木工程Engineering Civil.csv
GUARDIAN-Subject,guardian,2011,电子及电器工程Engineering Electronic and Electrical,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-engineering_electronic_and_electrical,GUARDIAN_2011_电子及电器工程Engineering Electronic and Electrical.csv
GUARDIAN-Subject,guardian,2011,工程Engineering General,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-engineering_general,GUARDIAN_2011_工程Engineering General.csv
GUARDIAN-Subject,guardian,2011,材料和矿物工程Engineering Materials and Mineral,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-engineering_materials_and_mineral,GUARDIAN_2011_材料和矿物工程Engineering Materials and Mineral.csv
GUARDIAN-Subject,guardian,2011,机械工程Engineering Mechanical,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-engineering_mechanical,GUARDIAN_2011_机械工程Engineering Mechanical.csv
GUARDIAN-Subject,guardian,2011,英语English,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-english,GUARDIAN_2011_英语English.csv
GUARDIAN-Subject,guardian,2011,地理与环境学Geography and Environmental Studies,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-geography_and_environmental_studies,GUARDIAN_2011_地理与环境学Geography and Environmental Studies.csv
GUARDIAN-Subject,guardian,2011,历史学与艺术史History and History of Art,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-history_and_history_of_art,GUARDIAN_2011_历史学与艺术史History and History of Art.csv
GUARDIAN-Subject,guardian,2011,法律Law,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-law,GUARDIAN_2011_法律Law.csv
GUARDIAN-Subject,guardian,2011,数学Mathematics,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-mathematics,GUARDIAN_2011_数学Mathematics.csv
GUARDIAN-Subject,guardian,2011,"媒体研究，通讯与图书馆管理Media studies, Communications and Librarianship",https://ranking.promisingedu.com/2011-guardian-en-undergraduate-media_studies_communications_and_librarianship,"GUARDIAN_2011_媒体研究，通讯与图书馆管理Media studies, Communications and Librarianship.csv"
GUARDIAN-Subject,guardian,2011,医学Medicine,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-medicine,GUARDIAN_2011_医学Medicine.csv
GUARDIAN-Subject,guardian,2011,现代语言与语言学Modern Languages and Linguistics,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-modern_languages_and_linguistics,GUARDIAN_2011_现代语言与语言学Modern Languages and Linguistics.csv
GUARDIAN-Subject,guardian,2011,音乐Music,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-music,GUARDIAN_2011_音乐Music.csv
GUARDIAN-Subject,guardian,2011,护理学与辅助研究Nursing and Paramedical Studies,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-nursing_and_paramedical_studies,GUARDIAN_2011_护理学与辅助研究Nursing and Paramedical Studies.csv
GUARDIAN-Subject,guardian,2011,药剂学与药理学Pharmacy and Pharmacology,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-pharmacy_and_pharmacology,GUARDIAN_2011_药剂学与药理学Pharmacy and Pharmacology.csv
GUARDIAN-Subject,guardian,2011,哲学Philosophy,https://ranking.promisingedu.com/2011-guardian-en-undergraduate-philosophy,GUARDIAN_2011_哲学Philosophy.csv
